fixture_id,team,formation,coach,players,isHome,rating,opponent,opponent_formation,opponent_coach,opponent_players,opponent_rating,season,date,venue,status,round,goals,pts,opponent_pts,result,last_performance,opponent_last_performance,pts_difference,last_against_performance,opponent_last_against_performance
312943,Dhamk,4-2-3-1,N. Zekri,"[('M. Zeghba', None), ('S. Vittor', None), ('Majed Hazazi', None), ('F. Chafaï', None), ('Hassan Raghfawi', None), ('B. Saidani', None), ('Mohammed Harzan', None), ('Mohanad Al Najai', None), ('Abdullah Al-Joui', None), ('E. Zelaya', None), ('G. Ayadi', None)]",1,6.717142857142857,Al-Ahli Jeddah,4-3-3,V. Milojević,"[('Yasser Al Mosailem', None), ('Lucas Lima', None), ('Motaz Hawsawi', None), ('Mohammed Al-Khabrani', None), ('Abdullah Tarmin', None), ('E. Sarić', None), ('Ali Hassan Al Asmari', None), ('Yousef Saad Al Harbi', None), ('Salman Al Moasher', None), ('Omar Al Somah', None), ('Abdulrahman Ghareeb', None)]",6.932,2019/2020,2020-08-25 19:05:00,Prince Sultan bin Abdul Aziz Stadium,Match Finished,27,2.0,25,25,Win,7.04,6.79,0,6.45,7.14
312943,Al-Ahli Jeddah,4-3-3,V. Milojević,"[('Yasser Al Mosailem', None), ('Lucas Lima', None), ('Motaz Hawsawi', None), ('Mohammed Al-Khabrani', None), ('Abdullah Tarmin', None), ('E. Sarić', None), ('Ali Hassan Al Asmari', None), ('Yousef Saad Al Harbi', None), ('Salman Al Moasher', None), ('Omar Al Somah', None), ('Abdulrahman Ghareeb', None)]",0,6.932,Dhamk,4-2-3-1,N. Zekri,"[('M. Zeghba', None), ('S. Vittor', None), ('Majed Hazazi', None), ('F. Chafaï', None), ('Hassan Raghfawi', None), ('B. Saidani', None), ('Mohammed Harzan', None), ('Mohanad Al Najai', None), ('Abdullah Al-Joui', None), ('E. Zelaya', None), ('G. Ayadi', None)]",6.717142857142857,2019/2020,2020-08-25 19:05:00,Prince Sultan bin Abdul Aziz Stadium,Match Finished,27,1.0,46,25,Defeat,6.79,7.04,21,7.14,6.45
312944,Al Wehda Club,4-2-3-1,Essa Al Mehyani,"[('Abdullah Al Jadani', None), ('Botía', None), ('Renato Chaves', None), ('Hamad Al Jayzani', None), ('Waleed Bakshween', None), ('Anselmo', None), ('Luisinho', None), ('Fawaz Al Sagourq', None), ('Ali Al-Nemer', None), ('C. Goodwin', None), ('Y. Niakaté', None)]",1,6.908350997960374,Al Taawon,4-2-3-1,Vítor Campelos,"[('Cássio', None), ('Ricardo Machado', None), ('Ibrahim Al Zubaidi', None), ('Ahmad Asiri', None), ('Hamdan Al Ruwaili', None), ('Sandro Manoel', None), ('C. Amissi', None), ('Faisal Darwish', None), ('Ryan Al Mousa', None), ('Sultan Madash', None), ('Rabeaa Sefiani', None)]",6.803589743589742,2019/2020,2020-08-25 19:20:00,King Abdul Aziz Stadium,Match Finished,27,2.0,43,43,Win,6.904057765151515,6.48,0,6.83,6.85
312944,Al Taawon,4-2-3-1,Vítor Campelos,"[('Cássio', None), ('Ricardo Machado', None), ('Ibrahim Al Zubaidi', None), ('Ahmad Asiri', None), ('Hamdan Al Ruwaili', None), ('Sandro Manoel', None), ('C. Amissi', None), ('Faisal Darwish', None), ('Ryan Al Mousa', None), ('Sultan Madash', None), ('Rabeaa Sefiani', None)]",0,6.803589743589742,Al Wehda Club,4-2-3-1,Essa Al Mehyani,"[('Abdullah Al Jadani', None), ('Botía', None), ('Renato Chaves', None), ('Hamad Al Jayzani', None), ('Waleed Bakshween', None), ('Anselmo', None), ('Luisinho', None), ('Fawaz Al Sagourq', None), ('Ali Al-Nemer', None), ('C. Goodwin', None), ('Y. Niakaté', None)]",6.908350997960374,2019/2020,2020-08-25 19:20:00,King Abdul Aziz Stadium,Match Finished,27,1.0,32,43,Defeat,6.48,6.904057765151515,-11,6.85,6.83
312942,Al-Nassr,4-2-3-1,Rui Vitória,"[('B. Jones', None), ('Maicon', None), ('Abdulrahman Al Obaid', None), ('Abdullah Madu', None), ('Sultan Al Ghanam', None), ('Giuliano', None), ('Petros', None), ('Mukhtar Ali', None), ('N. Amrabat', None), ('A. Musa', None), ('A. Hamdallah', None)]",1,6.997726648351648,Al-Adalah,3-1-4-2,G. Solinas,"[('Ali Al Mazidi', None), ('Mortada Al Barrih', None), ('S. Mandaw', None), ('Khalid Al Dubaysh', None), ('S. Gentsoglou', None), ('Awadh Khrees', None), ('Ahmed Al Sultan', None), ('Nader Al Mowalad', None), ('M. Biteghé', None), ('C. Andriamatsinoro', None), ('A. Traoré', None)]",6.687863553113552,2019/2020,2020-08-25 20:50:00,King Fahd International Stadium,Match Finished,27,6.0,54,54,Win,7.18,6.689752747252747,0,7.33,6.49
312942,Al-Adalah,3-1-4-2,G. Solinas,"[('Ali Al Mazidi', None), ('Mortada Al Barrih', None), ('S. Mandaw', None), ('Khalid Al Dubaysh', None), ('S. Gentsoglou', None), ('Awadh Khrees', None), ('Ahmed Al Sultan', None), ('Nader Al Mowalad', None), ('M. Biteghé', None), ('C. Andriamatsinoro', None), ('A. Traoré', None)]",0,6.687863553113552,Al-Nassr,4-2-3-1,Rui Vitória,"[('B. Jones', None), ('Maicon', None), ('Abdulrahman Al Obaid', None), ('Abdullah Madu', None), ('Sultan Al Ghanam', None), ('Giuliano', None), ('Petros', None), ('Mukhtar Ali', None), ('N. Amrabat', None), ('A. Musa', None), ('A. Hamdallah', None)]",6.997726648351648,2019/2020,2020-08-25 20:50:00,King Fahd International Stadium,Match Finished,27,1.0,20,54,Defeat,6.689752747252747,7.18,-34,6.49,7.33
312949,Al-Adalah,4-2-3-1,G. Solinas,"[('Ali Al Mazidi', 'G'), ('Mortada Al Barrih', 'D'), ('Bader Al Nakhli', 'D'), ('Abdulaziz Majrashi', 'D'), ('Abdullah Al Yousef', 'D'), ('S. Gentsoglou', 'M'), ('Ahmed Al Sultan', 'M'), ('M. Biteghé', 'M'), ('Hussain Al Issa', 'M'), ('C. Andriamatsinoro', 'F'), ('A. Traoré', 'M')]",1,6.81,Al-Raed,4-2-3-1,B. Hasi,"[('A. Doukha', 'G'), ('Hussein Al Shuwaish', 'D'), ('Mohammed Al Doseri', 'D'), ('Mohammed Al Amri', 'D'), ('Abdullah Al Fahad', 'D'), ('Jehad Al Hussain', 'M'), ('M. Fouzair', 'M'), ('Rayed Al Ghamdi', 'F'), ('Ahmed Zain', 'M'), ('Sultan Farhan', 'M'), ('J. Daoudi', 'M')]",6.9,2019/2020,2020-08-29 18:40:00,Prince Abdullah bin Jalawi Sports City Stadium,Match Finished,28,1.0,20,20,Draw,6.687863553113552,6.39,0,6.7,7.0
312949,Al-Raed,4-2-3-1,B. Hasi,"[('A. Doukha', 'G'), ('Hussein Al Shuwaish', 'D'), ('Mohammed Al Doseri', 'D'), ('Mohammed Al Amri', 'D'), ('Abdullah Al Fahad', 'D'), ('Jehad Al Hussain', 'M'), ('M. Fouzair', 'M'), ('Rayed Al Ghamdi', 'F'), ('Ahmed Zain', 'M'), ('Sultan Farhan', 'M'), ('J. Daoudi', 'M')]",0,6.9,Al-Adalah,4-2-3-1,G. Solinas,"[('Ali Al Mazidi', 'G'), ('Mortada Al Barrih', 'D'), ('Bader Al Nakhli', 'D'), ('Abdulaziz Majrashi', 'D'), ('Abdullah Al Yousef', 'D'), ('S. Gentsoglou', 'M'), ('Ahmed Al Sultan', 'M'), ('M. Biteghé', 'M'), ('Hussain Al Issa', 'M'), ('C. Andriamatsinoro', 'F'), ('A. Traoré', 'M')]",6.81,2019/2020,2020-08-29 18:40:00,Prince Abdullah bin Jalawi Sports City Stadium,Match Finished,28,1.0,42,20,Draw,6.39,6.687863553113552,22,7.0,6.7
312952,Dhamk,4-2-3-1,N. Zekri,"[('M. Zeghba', 'G'), ('S. Vittor', 'D'), ('Majed Hazazi', 'D'), ('F. Chafaï', 'D'), ('Hassan Raghfawi', 'D'), ('I. Chenihi', 'M'), ('B. Saidani', 'M'), ('Mohammed Harzan', 'M'), ('Mohanad Al Najai', 'M'), ('E. Zelaya', 'F'), ('G. Ayadi', 'M')]",1,6.78,Abha,4-4-2,A. Chebbi,"[(""A. M'Hamdi"", 'G'), ('Karam Barnawi', 'D'), ('A. Atouchi', 'D'), ('Ahmad Al Najai', 'M'), ('Nader Abdullah Al Sharari', 'D'), ('Khalid Al-Khathlan', 'D'), ('K.  Aouadhi', 'M'), ('Abdullah Al Qahtani', None), ('S. Bguir', 'F'), ('Hassan Algeed', 'M'), ('Saleh Al Abbas', 'F')]",6.93,2019/2020,2020-08-29 19:00:00,Prince Sultan bin Abdulaziz Sports City Stadium,Match Finished,28,2.0,28,28,Draw,6.717142857142857,6.84,0,6.51,6.89
312952,Abha,4-4-2,A. Chebbi,"[(""A. M'Hamdi"", 'G'), ('Karam Barnawi', 'D'), ('A. Atouchi', 'D'), ('Ahmad Al Najai', 'M'), ('Nader Abdullah Al Sharari', 'D'), ('Khalid Al-Khathlan', 'D'), ('K.  Aouadhi', 'M'), ('Abdullah Al Qahtani', None), ('S. Bguir', 'F'), ('Hassan Algeed', 'M'), ('Saleh Al Abbas', 'F')]",0,6.93,Dhamk,4-2-3-1,N. Zekri,"[('M. Zeghba', 'G'), ('S. Vittor', 'D'), ('Majed Hazazi', 'D'), ('F. Chafaï', 'D'), ('Hassan Raghfawi', 'D'), ('I. Chenihi', 'M'), ('B. Saidani', 'M'), ('Mohammed Harzan', 'M'), ('Mohanad Al Najai', 'M'), ('E. Zelaya', 'F'), ('G. Ayadi', 'M')]",6.78,2019/2020,2020-08-29 19:00:00,Prince Sultan bin Abdulaziz Sports City Stadium,Match Finished,28,2.0,34,28,Draw,6.84,6.717142857142857,6,6.89,6.51
312953,Al-Nassr,4-2-3-1,Rui Vitória,"[('B. Jones', 'G'), ('Maicon', 'D'), ('Abdulelah Al Amri', 'D'), ('Giuliano', 'M'), ('Petros', 'M'), ('Awdh Faraj', 'D'), ('Abdullah Alkhaibari', 'M'), ('Fahad Bin Jumayah', 'D'), ('N. Amrabat', 'M'), ('A. Hamdallah', 'F'), ('Khalid Al Ghannam', 'M')]",1,6.94,Al-Fayha,4-2-3-1,Jorge Simão,"[('Moslem Freej', 'G'), ('Nawaf Al Sabhi', 'D'), ('Mohammed Al Baqawi', 'D'), ('Sami Al Khaibari', 'D'), ('Hani Al Sibyani', 'D'), ('C. Villanueva', 'M'), ('Neto', 'M'), ('Abdulrahman Al Barakah', 'M'), ('S. Owusu', 'M'), ('F. Andriatsima', 'F'), ('Arsénio', 'M')]",6.78,2019/2020,2020-08-29 20:40:00,King Fahd International Stadium,Match Finished,28,2.0,57,57,Win,6.997726648351648,6.47,0,7.13,6.29
312953,Al-Fayha,4-2-3-1,Jorge Simão,"[('Moslem Freej', 'G'), ('Nawaf Al Sabhi', 'D'), ('Mohammed Al Baqawi', 'D'), ('Sami Al Khaibari', 'D'), ('Hani Al Sibyani', 'D'), ('C. Villanueva', 'M'), ('Neto', 'M'), ('Abdulrahman Al Barakah', 'M'), ('S. Owusu', 'M'), ('F. Andriatsima', 'F'), ('Arsénio', 'M')]",0,6.78,Al-Nassr,4-2-3-1,Rui Vitória,"[('B. Jones', 'G'), ('Maicon', 'D'), ('Abdulelah Al Amri', 'D'), ('Giuliano', 'M'), ('Petros', 'M'), ('Awdh Faraj', 'D'), ('Abdullah Alkhaibari', 'M'), ('Fahad Bin Jumayah', 'D'), ('N. Amrabat', 'M'), ('A. Hamdallah', 'F'), ('Khalid Al Ghannam', 'M')]",6.94,2019/2020,2020-08-29 20:40:00,King Fahd International Stadium,Match Finished,28,1.0,29,57,Defeat,6.47,6.997726648351648,-28,6.29,7.13
312954,Al-Hilal Saudi FC,4-2-3-1,R. Lucescu,"[('Abdullah Al Maiouf', None), ('Yasir Al Shahrani', 'D'), ('Jang Hyun-Soo', 'D'), ('Mohammed Al Burayk', 'D'), ('Ali Albulayhi', 'D'), ('G. Cuéllar', 'M'), ('A. Carrillo', 'M'), ('Salman Al Faraj', 'M'), ('Salem Al Dawsari', 'M'), ('B. Gomis', 'F'), ('S. Giovinco', 'M')]",1,7.13,Al-Hazm,5-4-1,André Gaspar,"[('M. Asselah', 'G'), ('Alemão', 'D'), ('Abdullah Al-Shammari', 'D'), ('Ahmed Al-Shamrani', 'D'), ('Muralha', 'M'), ('Abdulaziz Al-Nashi', 'M'), ('Osama Al Khalaf', 'D'), ('Mojammed Naif', 'D'), ('Jonathan Cafú', 'M'), ('Mansor Hamzi', 'M'), ('Abdulrahman Al Yami', 'F')]",6.57,2019/2020,2020-08-29 20:40:00,King Saud University Stadium,Match Finished,28,4.0,63,63,Win,7.008928571428571,6.57,0,6.87,6.88
312954,Al-Hazm,5-4-1,André Gaspar,"[('M. Asselah', 'G'), ('Alemão', 'D'), ('Abdullah Al-Shammari', 'D'), ('Ahmed Al-Shamrani', 'D'), ('Muralha', 'M'), ('Abdulaziz Al-Nashi', 'M'), ('Osama Al Khalaf', 'D'), ('Mojammed Naif', 'D'), ('Jonathan Cafú', 'M'), ('Mansor Hamzi', 'M'), ('Abdulrahman Al Yami', 'F')]",0,6.57,Al-Hilal Saudi FC,4-2-3-1,R. Lucescu,"[('Abdullah Al Maiouf', None), ('Yasir Al Shahrani', 'D'), ('Jang Hyun-Soo', 'D'), ('Mohammed Al Burayk', 'D'), ('Ali Albulayhi', 'D'), ('G. Cuéllar', 'M'), ('A. Carrillo', 'M'), ('Salman Al Faraj', 'M'), ('Salem Al Dawsari', 'M'), ('B. Gomis', 'F'), ('S. Giovinco', 'M')]",7.13,2019/2020,2020-08-29 20:40:00,King Saud University Stadium,Match Finished,28,1.0,27,63,Defeat,6.57,7.008928571428571,-36,6.88,6.87
312951,Al-Fateh,4-4-2,Y. Ferrera,"[('Hbib Alwotayan', 'G'), ('M. Aguirregaray', 'M'), ('Ali Alawjami', 'D'), ('Abdullah Al Yousif', 'D'), ('Mohammed Naji', 'D'), ('Nawaf Boushal', 'D'), ('S. Bendebka', 'M'), ('M. Saadane', 'M'), ('Ali Al Hassan', 'M'), ('B. Kadrii', 'F'), ('M. te Vrede', 'F')]",1,6.8,Al-Ittihad FC,4-4-1-1,Fábio Carille,"[('Marcelo Grohe', 'G'), ('Bruno Uvini', 'D'), ('Ziyad Al Sahafi', 'D'), ('Hamdan Al Shamrani', 'D'), ('Saud Abdul Hamid', 'D'), ('K. El Ahmadi', 'M'), ('Abdulaziz Al Bishi', 'M'), ('Abdulelah Al Malki', 'M'), ('Romarinho', 'F'), ('Fahad Al Muwallad', 'F'), ('Abdulrahman Al Obod', 'M')]",6.71,2019/2020,2020-08-30 18:40:00,Prince Abdullah bin Jalawi Sports City Stadium,Match Finished,28,1.0,29,29,Draw,6.95,7.04,0,6.8,6.86
312951,Al-Ittihad FC,4-4-1-1,Fábio Carille,"[('Marcelo Grohe', 'G'), ('Bruno Uvini', 'D'), ('Ziyad Al Sahafi', 'D'), ('Hamdan Al Shamrani', 'D'), ('Saud Abdul Hamid', 'D'), ('K. El Ahmadi', 'M'), ('Abdulaziz Al Bishi', 'M'), ('Abdulelah Al Malki', 'M'), ('Romarinho', 'F'), ('Fahad Al Muwallad', 'F'), ('Abdulrahman Al Obod', 'M')]",0,6.71,Al-Fateh,4-4-2,Y. Ferrera,"[('Hbib Alwotayan', 'G'), ('M. Aguirregaray', 'M'), ('Ali Alawjami', 'D'), ('Abdullah Al Yousif', 'D'), ('Mohammed Naji', 'D'), ('Nawaf Boushal', 'D'), ('S. Bendebka', 'M'), ('M. Saadane', 'M'), ('Ali Al Hassan', 'M'), ('B. Kadrii', 'F'), ('M. te Vrede', 'F')]",6.8,2019/2020,2020-08-30 18:40:00,Prince Abdullah bin Jalawi Sports City Stadium,Match Finished,28,1.0,30,29,Draw,7.04,6.95,1,6.86,6.8
312950,Al-Faisaly FC,4-2-3-1,Péricles Chamusca,"[('Mustafa Malayekah', None), ('Igor Rossi', None), ('Aqeel Al Sahbi', None), ('Mohammed Qassem Al Nakhli', None), ('Abdullah Al Hazzan', None), ('Y. El Jebli', None), ('Hussain Al Monassar', None), ('Ahmed Al-Fiqi', None), ('Hussain Al Quraish', None), ('William', None), ('Guilherme', None)]",1,6.827326334379906,Al Wehda Club,4-2-3-1,Essa Al Mehyani,"[('Abdullah Al Jadani', None), ('Botía', None), ('Renato Chaves', None), ('Hamad Al Jayzani', None), ('Anselmo', None), ('Mohammed Al Qarni', None), ('Luisinho', None), ('Fawaz Al Sagourq', None), ('Ali Al-Nemer', None), ('C. Goodwin', None), ('Y. Niakaté', None)]",6.904517754381035,2019/2020,2020-08-30 18:55:00,Al Majma'ah Sports City Stadium,Match Finished,28,2.0,42,42,Win,6.825137362637363,6.908350997960374,0,6.77,7.03
312950,Al Wehda Club,4-2-3-1,Essa Al Mehyani,"[('Abdullah Al Jadani', None), ('Botía', None), ('Renato Chaves', None), ('Hamad Al Jayzani', None), ('Anselmo', None), ('Mohammed Al Qarni', None), ('Luisinho', None), ('Fawaz Al Sagourq', None), ('Ali Al-Nemer', None), ('C. Goodwin', None), ('Y. Niakaté', None)]",0,6.904517754381035,Al-Faisaly FC,4-2-3-1,Péricles Chamusca,"[('Mustafa Malayekah', None), ('Igor Rossi', None), ('Aqeel Al Sahbi', None), ('Mohammed Qassem Al Nakhli', None), ('Abdullah Al Hazzan', None), ('Y. El Jebli', None), ('Hussain Al Monassar', None), ('Ahmed Al-Fiqi', None), ('Hussain Al Quraish', None), ('William', None), ('Guilherme', None)]",6.827326334379906,2019/2020,2020-08-30 18:55:00,Al Majma'ah Sports City Stadium,Match Finished,28,1.0,46,42,Defeat,6.908350997960374,6.825137362637363,4,7.03,6.77
312955,Al Taawon,3-4-3,Vítor Campelos,"[('Cássio', 'G'), ('Ricardo Machado', 'D'), ('Ahmad Asiri', 'D'), ('Talal Alabsi', 'D'), ('Hamdan Al Ruwaili', 'M'), ('Sandro Manoel', 'M'), ('Nildo Petrolina', 'M'), ('C. Amissi', 'F'), ('Ryan Al Mousa', 'M'), ('Abdulmajeed Al-Swat', 'F'), ('Héldon', 'F')]",1,6.72,Al-Ettifaq,4-4-2,Khaled Al Atawi,"[(""R. M'Bolhi"", 'G'), ('Saleh Al Qumayzi', 'D'), ('Saeed Al Rubaie', 'D'), ('Abdullah Khateeb', 'D'), ('Souza', 'M'), ('F. Kiss', 'M'), ('Ibrahim Mahnashi', 'D'), ('Saad Alselouli', 'M'), ('S. Doukara', 'F'), ('Mohammed Al Kuwaykibi', 'M'), ('Abdullah Al Salem', None)]",6.96,2019/2020,2020-08-30 19:00:00,King Abdullah bin Abdulaziz City,Match Finished,28,0.0,32,32,Defeat,6.803589743589742,7.11,0,6.79,6.97
312955,Al-Ettifaq,4-4-2,Khaled Al Atawi,"[(""R. M'Bolhi"", 'G'), ('Saleh Al Qumayzi', 'D'), ('Saeed Al Rubaie', 'D'), ('Abdullah Khateeb', 'D'), ('Souza', 'M'), ('F. Kiss', 'M'), ('Ibrahim Mahnashi', 'D'), ('Saad Alselouli', 'M'), ('S. Doukara', 'F'), ('Mohammed Al Kuwaykibi', 'M'), ('Abdullah Al Salem', None)]",0,6.96,Al Taawon,3-4-3,Vítor Campelos,"[('Cássio', 'G'), ('Ricardo Machado', 'D'), ('Ahmad Asiri', 'D'), ('Talal Alabsi', 'D'), ('Hamdan Al Ruwaili', 'M'), ('Sandro Manoel', 'M'), ('Nildo Petrolina', 'M'), ('C. Amissi', 'F'), ('Ryan Al Mousa', 'M'), ('Abdulmajeed Al-Swat', 'F'), ('Héldon', 'F')]",6.72,2019/2020,2020-08-30 19:00:00,King Abdullah bin Abdulaziz City,Match Finished,28,1.0,39,32,Win,7.11,6.803589743589742,7,6.97,6.79
312956,Al-Ahli Jeddah,4-1-4-1,V. Milojević,"[('Yasser Al Mosailem', 'G'), ('Hussein Abdul Ghani', 'D'), ('Lucas Lima', 'D'), ('Motaz Hawsawi', 'D'), ('Saeed Al Mowalad', 'D'), ('E. Sarić', 'M'), ('Ali Hassan Al Asmari', 'M'), ('Mohammed Al Majhad', 'M'), ('Omar Al Somah', 'F'), ('Abdulfattah Asiri', 'M'), ('Abdulrahman Ghareeb', 'M')]",1,6.95,Al Shabab,5-4-1,Pedro Caixinha,"[('Marwan Al-Haidari', 'G'), ('Mohammed Salem', 'D'), ('Hassan Muath Fallatah', 'D'), ('Abdullah Al Zoari', 'D'), ('Abdullah Al Shamekh', 'D'), (""A. N'Diaye"", 'M'), ('D. Moreno', 'M'), ('Abdulmajeed Al Sulaiheem', 'M'), ('Sebá', 'D'), ('C. Guanca', 'M'), ('Abdullah Alhamddan', 'F')]",6.95,2019/2020,2020-08-30 20:40:00,King Abdullah Sports City,Match Finished,28,1.0,46,46,Draw,6.932,6.8,0,6.84,6.9
312956,Al Shabab,5-4-1,Pedro Caixinha,"[('Marwan Al-Haidari', 'G'), ('Mohammed Salem', 'D'), ('Hassan Muath Fallatah', 'D'), ('Abdullah Al Zoari', 'D'), ('Abdullah Al Shamekh', 'D'), (""A. N'Diaye"", 'M'), ('D. Moreno', 'M'), ('Abdulmajeed Al Sulaiheem', 'M'), ('Sebá', 'D'), ('C. Guanca', 'M'), ('Abdullah Alhamddan', 'F')]",0,6.95,Al-Ahli Jeddah,4-1-4-1,V. Milojević,"[('Yasser Al Mosailem', 'G'), ('Hussein Abdul Ghani', 'D'), ('Lucas Lima', 'D'), ('Motaz Hawsawi', 'D'), ('Saeed Al Mowalad', 'D'), ('E. Sarić', 'M'), ('Ali Hassan Al Asmari', 'M'), ('Mohammed Al Majhad', 'M'), ('Omar Al Somah', 'F'), ('Abdulfattah Asiri', 'M'), ('Abdulrahman Ghareeb', 'M')]",6.95,2019/2020,2020-08-30 20:40:00,King Abdullah Sports City,Match Finished,28,1.0,39,46,Draw,6.8,6.932,-7,6.9,6.84
312957,Abha,4-4-2,A. Chebbi,"[(""A. M'Hamdi"", None), ('Osama Ashoor', None), ('M. Tahrat', None), ('A. Atouchi', None), ('Ahmad Al Najai', None), ('Nader Abdullah Al Sharari', None), ('Khalid Al-Khathlan', None), ('Abdullah Al Qahtani', None), ('S. Bguir', None), ('Hassan Algeed', None), ('Saleh Al Abbas', None)]",1,6.765595238095237,Al-Ahli Jeddah,4-3-3,V. Milojević,"[('Yasser Al Mosailem', None), ('Lucas Lima', None), ('Motaz Hawsawi', None), ('Mohammed Al-Khabrani', None), ('Abdullah Tarmin', None), ('E. Sarić', None), ('Ali Hassan Al Asmari', None), ('Mohammed Al Majhad', None), ('Salman Al Moasher', None), ('Mazen Abu Shararah', None), ('Abdulrahman Ghareeb', None)]",6.934214285714287,2019/2020,2020-09-04 20:35:00,Prince Sultan bin Abdulaziz Sports City Stadium,Match Finished,29,2.0,35,35,Win,6.93,6.95,0,6.72,7.15
312957,Al-Ahli Jeddah,4-3-3,V. Milojević,"[('Yasser Al Mosailem', None), ('Lucas Lima', None), ('Motaz Hawsawi', None), ('Mohammed Al-Khabrani', None), ('Abdullah Tarmin', None), ('E. Sarić', None), ('Ali Hassan Al Asmari', None), ('Mohammed Al Majhad', None), ('Salman Al Moasher', None), ('Mazen Abu Shararah', None), ('Abdulrahman Ghareeb', None)]",0,6.934214285714287,Abha,4-4-2,A. Chebbi,"[(""A. M'Hamdi"", None), ('Osama Ashoor', None), ('M. Tahrat', None), ('A. Atouchi', None), ('Ahmad Al Najai', None), ('Nader Abdullah Al Sharari', None), ('Khalid Al-Khathlan', None), ('Abdullah Al Qahtani', None), ('S. Bguir', None), ('Hassan Algeed', None), ('Saleh Al Abbas', None)]",6.765595238095237,2019/2020,2020-09-04 20:35:00,Prince Sultan bin Abdulaziz Sports City Stadium,Match Finished,29,1.0,47,35,Defeat,6.95,6.93,12,7.15,6.72
312958,Al-Fayha,4-4-2,Jorge Simão,"[('Moslem Freej', None), ('Nawaf Al Sabhi', None), ('Mohammed Al Baqawi', None), ('Sami Al Khaibari', None), ('Hani Al Sibyani', None), ('C. Villanueva', None), ('Neto', None), ('Abdulrahman Al Barakah', None), ('S. Owusu', None), ('F. Andriatsima', None), ('Arsénio', None)]",1,6.785857142857143,Al-Adalah,4-2-3-1,G. Solinas,"[('Ali Al Mazidi', None), ('Mortada Al Barrih', None), ('Bader Al Nakhli', None), ('Abdulaziz Majrashi', None), ('Abdullah Al Yousef', None), ('S. Gentsoglou', None), ('Ahmed Al Sultan', None), ('Hussain Al Issa', None), ('Naif Hazazi', None), ('C. Andriamatsinoro', None), ('A. Traoré', None)]",6.689820218472004,2019/2020,2020-09-04 20:35:00,Al Majma'ah Sports City Stadium,Match Finished,29,2.0,29,29,Win,6.78,6.81,0,6.89,6.93
312958,Al-Adalah,4-2-3-1,G. Solinas,"[('Ali Al Mazidi', None), ('Mortada Al Barrih', None), ('Bader Al Nakhli', None), ('Abdulaziz Majrashi', None), ('Abdullah Al Yousef', None), ('S. Gentsoglou', None), ('Ahmed Al Sultan', None), ('Hussain Al Issa', None), ('Naif Hazazi', None), ('C. Andriamatsinoro', None), ('A. Traoré', None)]",0,6.689820218472004,Al-Fayha,4-4-2,Jorge Simão,"[('Moslem Freej', None), ('Nawaf Al Sabhi', None), ('Mohammed Al Baqawi', None), ('Sami Al Khaibari', None), ('Hani Al Sibyani', None), ('C. Villanueva', None), ('Neto', None), ('Abdulrahman Al Barakah', None), ('S. Owusu', None), ('F. Andriatsima', None), ('Arsénio', None)]",6.785857142857143,2019/2020,2020-09-04 20:35:00,Al Majma'ah Sports City Stadium,Match Finished,29,0.0,21,29,Defeat,6.81,6.78,-8,6.93,6.89
312959,Al-Ettifaq,4-2-3-1,Khaled Al Atawi,"[(""R. M'Bolhi"", None), ('Saleh Al Qumayzi', None), ('Saeed Al Rubaie', None), ('Abdullah Khateeb', None), ('Souza', None), ('Ali Abdullah Hazzazi', None), ('Ibrahim Mahnashi', None), ('Saad Alselouli', None), ('S. Doukara', None), ('Mohammed Al Kuwaykibi', None), ('Abdullah Al Salem', None)]",1,6.87695238095238,Dhamk,4-2-3-1,N. Zekri,"[('M. Zeghba', None), ('S. Vittor', None), ('Majed Hazazi', None), ('F. Chafaï', None), ('Hassan Raghfawi', None), ('B. Saidani', None), ('Mohammed Harzan', None), ('Sami Al Naji', None), ('Abdullah Al-Joui', None), ('E. Zelaya', None), ('G. Ayadi', None)]",6.715595238095238,2019/2020,2020-09-04 20:35:00,Prince Mohamed bin Fahd Stadium,Match Finished,29,0.0,42,42,Defeat,6.96,6.78,0,6.98,6.8
312959,Dhamk,4-2-3-1,N. Zekri,"[('M. Zeghba', None), ('S. Vittor', None), ('Majed Hazazi', None), ('F. Chafaï', None), ('Hassan Raghfawi', None), ('B. Saidani', None), ('Mohammed Harzan', None), ('Sami Al Naji', None), ('Abdullah Al-Joui', None), ('E. Zelaya', None), ('G. Ayadi', None)]",0,6.715595238095238,Al-Ettifaq,4-2-3-1,Khaled Al Atawi,"[(""R. M'Bolhi"", None), ('Saleh Al Qumayzi', None), ('Saeed Al Rubaie', None), ('Abdullah Khateeb', None), ('Souza', None), ('Ali Abdullah Hazzazi', None), ('Ibrahim Mahnashi', None), ('Saad Alselouli', None), ('S. Doukara', None), ('Mohammed Al Kuwaykibi', None), ('Abdullah Al Salem', None)]",6.87695238095238,2019/2020,2020-09-04 20:35:00,Prince Mohamed bin Fahd Stadium,Match Finished,29,2.0,29,42,Win,6.78,6.96,-13,6.8,6.98
