,fixture_id,home_team,away_team,home_goals,away_goals,venue,referee,date,season,home_coach,away_coach,home_formation,away_formation,home_players,away_players,round,status,H_avg_ratings,A_avg_ratings
137,151832,Al Baten,Al-Ahli Jeddah,1,2,Al-Batin Club Stadium,"Svein Oddvar Moen, Norway",2019-02-02T17:15:00+03:00,2018/2019,Yousef Alghadeer,P. Guede,4-4-2,3-4-3,"[('Adriano Facchini', 'G'), ('Lucas', 'D'), ('Sultan Msarhi', None), ('Bandar Al Mutairi', 'D'), ('O. Malik', 'M'), ('Baraka', 'M'), ('Rayed Al Ghamdi', 'F'), ('Mhana Al Enazi', 'D'), ('Ismaël Bangoura', 'F'), ('Jhonnattann', 'M'), ('Crysan', 'M')]","[('Mohammed Al Owais', 'G'), ('Mohamed Abdul Shafy', 'D'), ('Mohammed Al Fatil', 'D'), ('Saeed Al Mowalad', 'D'), ('P. Díaz', 'D'), ('C. Baeza', 'M'), ('Abdulfattah Asiri', 'M'), ('Yousef Saad Al Harbi', 'F'), ('Salman Al Moasher', 'M'), ('Djaniny', 'F'), ('Omar Al Somah', 'F')]",18,Match Finished,6.71,7.22
138,151833,Al Taawon,Al-Nassr,3,1,King Abdullah Sport City Stadium,"Damir Skomina, Slovenia",2019-02-02T19:15:00+03:00,2018/2019,Pedro Emanuel,Rui Vitória,4-2-3-1,4-2-3-1,"[('Cássio', None), ('Ibrahim Al Zubaidi', 'D'), ('Talal Alabsi', 'D'), ('Muteb Al Mufarrij', 'D'), ('Jehad Al Hussain', 'M'), ('Sandro Manoel', 'M'), ('Nildo Petrolina', 'M'), ('Madallah Alolayan', 'D'), ('Héldon', 'M'), ('C. Amissi', 'M'), ('L. Tawamba Kana', 'F')]","[('B. Jones', 'G'), ('C. Ramos', 'D'), ('Bruno Uvini', 'D'), ('Giuliano', 'M'), ('Yehya Al Shehri', 'M'), ('Petros', 'M'), ('Ibrahim Ghaleb', 'M'), ('Awdh Faraj', 'D'), ('Sultan Al Ghanam', 'D'), ('Fahad Bin Jumayah', 'M'), ('N. Amrabat', 'M')]",18,Match Finished,6.76,6.53
139,151834,Al-Faisaly FC,Al-Hazm,1,2,Prince Salman Bin Abdulaziz Sport City Stadium,"Pawel Gil, Poland",2019-02-03T14:40:00+03:00,2018/2019,Péricles Chamusca,D. Isăilă,4-2-3-1,4-2-3-1,"[('Mustafa Malayekah', 'G'), ('Igor Rossi', 'D'), ('Aqeel Al Sahbi', 'D'), ('Wesam Al Swed', 'D'), ('Fahad Al Ansari', 'M'), ('K. Hyland', 'M'), ('Luisinho', 'M'), ('Yazeed Al Bakr', 'D'), ('Sultan Madash', 'M'), ('D. Calderón', 'F'), ('Denílson', 'F')]","[('M. Asselah', 'G'), ('Z. Tsiskaridze', 'D'), ('Alemão', 'D'), ('Khaled Al Barakah', 'D'), ('Muralha', 'M'), ('Yousef Qalfa', 'M'), ('Mohammed Harzan', None), ('Masood Bekheet', 'D'), ('J. Pajoy', 'F'), ('Mohammed Al Saiari', 'F'), ('Faris Al Alayaf', 'M')]",18,Match Finished,6.77,6.81
140,151835,Ohod,Al-Ettifaq,2,1,Prince Mohammed bin Abdul Aziz Stadium,"Turki Al Khudair,",2019-02-03T19:15:00+03:00,2018/2019,A. Souayah,Sergio Piernas,4-4-2,4-4-2,"[('I. Nesterov', 'G'), ('C. Medjani', 'D'), ('A. Teikeu', 'D'), ('G. Abderrazzak', None), ('Majed Hazazi', 'D'), ('Omar Mohammead', 'D'), ('Tamer Haj Mohamad', 'M'), ('M. Fouzair', 'M'), ('Mohammed Majrashi', 'F'), ('Mohmad Atiah', 'M'), ('Mohameed Eldaw', 'M')]","[(""R. M'Bolhi"", 'G'), ('R. Arias', 'D'), ('Hussein Al Sayed', 'D'), ('Ahmad Al Hbeab', 'D'), ('Ali Abdullah Hazzazi', 'M'), ('F. Kiss', 'M'), ('B. Alemán', 'M'), ('Omar Al Senien', 'D'), ('A. Akaïchi', 'F'), ('C. Guanca', 'M'), ('Abdulrahman Al Obod', 'F')]",18,Match Finished,6.76,6.81
141,151836,Al-Hilal Saudi FC,Al-Fateh,4,1,King Saud University Stadium,"Paul Rakzoviski,",2019-02-04T17:20:00+03:00,2018/2019,Z. Mamić,F. Al Jabal,4-2-3-1,4-2-3-1,"[('Ali Al Habsi', 'G'), ('Yasir Al Shahrani', 'D'), ('M. Degenek', 'D'), ('Mohammed Al Burayk', 'D'), ('Ali Albulayhi', 'D'), ('Carlos Eduardo', 'M'), ('A. Carrillo', 'M'), ('Nawaf Al Abid', 'M'), ('Abdullah Otayf', 'M'), ('Mohammed Kanoo', 'M'), ('B. Gomis', 'F')]","[('M. Koval', 'G'), ('M. Aguirregaray', 'D'), ('Yassen Hamza', 'D'), ('Ali Alawjami', None), ('Abdullah Al Yousif', 'D'), ('Mohammed Alfehaid', 'M'), ('A. Oueslati', 'M'), ('I. Chenihi', 'M'), ('Mohammed Al Majhad', 'M'), ('João Pedro', 'F'), ('Mansour Hamzi', 'M')]",18,Match Finished,7.14,6.43
142,151837,Al Shabab,Al-Raed,1,1,Prince Salman Bin Abdulaziz Sport City Stadium,"Nawaf Shukralla, Bahrain",2019-02-04T17:25:00+03:00,2018/2019,M. Şumudică,B. Hasi,5-4-1,4-2-3-1,"[('F. Ben Mustapha', 'G'), ('Mohammed Salem', None), ('Hassan Muath Fallatah', 'D'), ('D. Benlamri', 'D'), ('V. Găman', 'D'), ('M. Boussoufa', 'M'), ('Luiz Antônio', 'M'), ('Abdulmalek Al Shammary', 'M'), ('C. Budescu', 'F'), ('Nasser Al Shamrani', 'F'), ('Sebá', 'F')]","[('A. Doukha', 'G'), ('H. Belkaroui', 'D'), ('Abdullah Al Shamekh', 'D'), ('Muteb Al-Mutlaq', 'D'), ('Mohamed Atwa', 'D'), ('A. Hammoudan', 'M'), ('Kanu', 'M'), ('Daniel Amora', 'M'), ('Sultan Farhan', 'M'), ('Abdullah Almogren', 'M'), ('Mazen Abu Shararah', None)]",18,Match Finished,6.93,6.82
143,151838,Al Wehda Club,Al-Ittihad FC,0,2,King Abdul Aziz Stadium,"Svein Oddvar Moen, Norway",2019-02-04T19:15:00+03:00,2018/2019,Mido,S. Bilić,4-2-3-1,4-2-3-1,"[('Mohamed Awad', 'G'), ('Renato Chaves', 'D'), ('Abdullah Al Zoari', 'D'), ('Sari Amro', 'D'), ('Waleed Bakshween', 'M'), ('Anselmo', 'M'), ('R. Otero', 'M'), ('Marcos Guilherme', 'M'), ('Fawaz Al Sagourq', 'M'), ('I. Jebali', 'F'), ('K. Kassongo', None)]","[('Fawaz Al Qarni', 'G'), ('M. da Costa', 'D'), ('Mansour Al Harbi', 'D'), ('Ziyad Al Sahafi', 'D'), ('Saud Abdul Hamid', None), ('K. El Ahmadi', 'M'), ('C. Villanueva', 'M'), ('S. Sanogo', 'M'), ('Garry Rodrigues', 'M'), ('Abdulaziz Al Bishi', None), ('Fahad Al Muwallad', 'F')]",18,Match Finished,6.48,7.37
144,151839,Al-Nassr,Al-Qadisiyah FC,3,1,Prince Faisal bin Fahd Stadium,"Pavel Kralovec, Czech Republic",2019-02-06T19:15:00+03:00,2018/2019,Rui Vitória,I. Petev,4-2-3-1,4-4-1-1,"[('B. Jones', 'G'), ('Bruno Uvini', 'D'), ('Omar Hawsawi', 'D'), ('Giuliano', 'M'), ('Yehya Al Shehri', 'M'), ('Petros', 'M'), ('Ibrahim Ghaleb', 'M'), ('Awdh Faraj', 'D'), ('Sultan Al Ghanam', 'D'), ('N. Amrabat', 'M'), ('A. Hamdallah', 'F')]","[('J. Duncan', 'G'), ('R. Williams', 'D'), ('Mohammed Al Khabrani', None), ('M. Belkhiter', 'D'), ('Élton', 'M'), ('Shaya Ali Sharahli', 'M'), ('M. Fatau', 'M'), ('Naif Hazazi', None), ('Mansour Al-Najar', 'M'), ('Bismark', 'M'), ('Haroune Camara', 'F')]",19,Match Finished,6.84,6.64
145,151840,Ohod,Al-Faisaly FC,4,1,Prince Mohammed bin Abdul Aziz Stadium,"Shukri Alhunfush, Saudi Arabia",2019-02-07T17:50:00+03:00,2018/2019,A. Souayah,Péricles Chamusca,4-2-3-1,4-2-3-1,"[('I. Nesterov', 'G'), ('C. Medjani', 'D'), ('A. Teikeu', 'D'), ('Majed Hazazi', 'D'), ('Sami Kassar', 'D'), ('Omar Mohammead', 'D'), ('Tamer Haj Mohamad', 'M'), ('M. Fouzair', 'M'), ('Mohmad Atiah', 'M'), ('Ahmed Gomaa', 'F'), ('Mohameed Eldaw', 'M')]","[('Mustafa Malayekah', 'G'), ('Igor Rossi', 'D'), ('Aqeel Al Sahbi', 'D'), ('Fahad Al Ansari', 'M'), ('K. Hyland', 'M'), ('Luisinho', 'M'), ('Yazeed Al Bakr', 'D'), ('Hamdan Al Shamrani', 'D'), ('Rogerinho', 'M'), ('D. Calderón', 'F'), ('Denílson', 'F')]",19,Match Finished,6.87,6.41
146,151841,Al-Hazm,Al-Ahli Jeddah,2,4,Al Hazm Club Stadium,"Artur Soares Dias, Portugal",2019-02-07T19:15:00+03:00,2018/2019,D. Isăilă,Youssef Anbar,4-2-3-1,4-2-2-2,"[('M. Asselah', 'G'), ('Z. Tsiskaridze', 'D'), ('Khaled Al Barakah', 'D'), ('Saif Hussain', 'D'), ('Muralha', 'M'), ('Mohammed Harzan', None), ('Masood Bekheet', 'D'), ('Osama Al Khalaf', 'M'), ('J. Pajoy', 'F'), ('Mohammed Al Saiari', 'F'), ('Faris Al Alayaf', 'M')]","[('Mohammed Al Owais', 'G'), ('Mohamed Abdul Shafy', 'D'), ('Mohammed Al Fatil', 'D'), ('P. Díaz', 'D'), ('Abdullah Tarmin', 'D'), ('C. Baeza', 'M'), ('Abdulfattah Asiri', 'M'), ('Nouh Al Mousa', 'M'), ('Salman Al Moasher', 'M'), ('Djaniny', 'F'), ('Omar Al Somah', 'F')]",19,Match Finished,6.49,6.92
147,151842,Al-Fayha,Al-Ettifaq,1,1,Prince Salman Bin Abdulaziz Sport City Stadium,"Simon Lee Evans, Wales",2019-02-08T14:45:00+03:00,2018/2019,N. Zekri,Sergio Piernas,4-1-4-1,4-4-2,"[(""Amer Shafi'"", None), ('Nawaf Al Sabhi', None), ('R. Bedoui', 'D'), ('Sami Al Khaibari', None), ('A. Tziolis', 'M'), ('Tawfiq Buhumaid', 'D'), ('Abdulrahman Al Barakah', 'M'), ('Hassen Jaaferi', 'M'), ('Abdulkarim Al Qahtani', 'M'), ('Daifallah Al Qarni', None), ('A. Chermiti', None)]","[(""R. M'Bolhi"", 'G'), ('R. Arias', 'D'), ('Hussein Al Sayed', 'D'), ('Abdullah Al Hafith', 'D'), ('Ali Abdullah Hazzazi', 'M'), ('Saeed Al Rubaie', 'D'), ('F. Kiss', 'M'), ('C. Guanca', 'M'), ('F. Ben Youssef', 'F'), ('Mohammed Al Kuwaykibi', 'M'), ('Hazzaa Al Hazzaa', 'F')]",19,Match Finished,6.76,6.84
148,151843,Al Baten,Al-Hilal Saudi FC,2,3,Al-Batin Club Stadium,"Bernie Raymond Blom, Netherlands",2019-02-08T19:15:00+03:00,2018/2019,Yousef Alghadeer,Z. Mamić,4-2-3-1,4-2-3-1,"[('Adriano Facchini', 'G'), ('Lucas', 'D'), ('Soltan Ghneman', 'D'), ('Bandar Al Mutairi', 'D'), ('O. Malik', 'M'), ('Baraka', 'M'), ('Rayed Al Ghamdi', 'F'), ('Z. Ounalli', None), ('Mhana Al Enazi', 'D'), ('Jhonnattann', 'M'), ('Crysan', 'M')]","[('Ali Al Habsi', 'G'), ('Botía', 'D'), ('Yasir Al Shahrani', 'D'), ('M. Degenek', 'D'), ('Hasan Kadesh', 'D'), ('Carlos Eduardo', 'M'), ('A. Carrillo', 'M'), ('Nawaf Al Abid', 'M'), ('Abdullah Otayf', 'M'), ('Mohammed Kanoo', 'M'), ('B. Gomis', 'F')]",19,Match Finished,6.51,6.89
149,151844,Al-Raed,Al Wehda Club,1,3,King Abdullah Sport City Stadium,"Khaled Al Teris, Saudi Arabia",2019-02-09T14:50:00+03:00,2018/2019,B. Hasi,Mido,4-2-3-1,3-4-1-2,"[('A. Doukha', 'G'), ('Hussein Al Shuwaish', 'D'), ('Abdullah Al Shamekh', 'D'), ('Muteb Al-Mutlaq', 'D'), ('Mohamed Atwa', 'D'), ('A. Hammoudan', 'M'), ('Kanu', 'M'), ('Sultan Farhan', 'M'), ('Abdullah Almogren', 'M'), ('I. Mboyo', 'F'), ('F. Hasani', 'M')]","[('Mohamed Awad', 'G'), ('Renato Chaves', 'D'), ('Abdullah Al Zoari', 'D'), ('Z. Mebarakou', None), ('Abdulelah Al Amri', 'D'), ('Anselmo', 'M'), ('R. Otero', 'M'), ('Marcos Guilherme', 'M'), ('Fawaz Al Sagourq', 'M'), ('Abdulelah Al Malki', 'M'), ('I. Jebali', 'F')]",19,Match Finished,6.49,7.01
150,151845,Al-Fateh,Al Shabab,1,0,Prince Abdullah bin Jalawi Stadium,"Martin Van den Kerkhof, Netherlands",2019-02-09T17:10:00+03:00,2018/2019,F. Al Jabal,M. Şumudică,4-4-2,5-4-1,"[('M. Koval', 'G'), ('M. Aguirregaray', 'D'), ('Yassen Hamza', 'D'), ('Abdullah Al Yousif', 'D'), ('Mohammed Alfehaid', 'M'), ('I. Chenihi', 'M'), ('N. Korzun', 'M'), ('Mohammed Al Majhad', 'M'), ('Ali Al Hassan', 'M'), ('S. Jovanović', 'M'), ('Mansour Hamzi', 'M')]","[('F. Ben Mustapha', 'G'), ('Mohammed Salem', None), ('Hassan Muath Fallatah', 'D'), ('D. Benlamri', 'D'), ('Saleh Al Qumayzi', 'D'), ('M. Boussoufa', 'M'), ('Luiz Antônio', 'M'), ('Abdulmalek Al Shammary', 'M'), ('Waleed Hizam', 'M'), ('C. Budescu', 'F'), ('Sebá', 'F')]",19,Match Finished,6.99,6.66
151,151846,Al-Ittihad FC,Al Taawon,0,0,King Abdullah Sports City,"Ravshan Irmatov, Uzbekistan",2019-02-09T19:15:00+03:00,2018/2019,S. Bilić,Pedro Emanuel,4-2-3-1,4-2-3-1,"[('Fawaz Al Qarni', 'G'), ('M. da Costa', 'D'), ('Mansour Al Harbi', 'D'), ('Ziyad Al Sahafi', 'D'), ('Saud Abdul Hamid', None), ('K. El Ahmadi', 'M'), ('C. Villanueva', 'M'), ('S. Sanogo', 'M'), ('Garry Rodrigues', 'M'), ('Abdulaziz Al Bishi', None), ('Fahad Al Muwallad', 'F')]","[('Cássio', None), ('Ibrahim Al Zubaidi', 'D'), ('Talal Alabsi', 'D'), ('Muteb Al Mufarrij', 'D'), ('Jehad Al Hussain', 'M'), ('Sandro Manoel', 'M'), ('Nildo Petrolina', 'M'), ('Madallah Alolayan', 'D'), ('Ryan Al Mousa', 'M'), ('Héldon', 'M'), ('L. Tawamba Kana', 'F')]",19,Match Finished,6.82,7.06
152,151847,Al-Hilal Saudi FC,Al-Qadisiyah FC,4,1,King Saud University Stadium,"Tomas Mosyal,",2019-02-12T17:25:00+03:00,2018/2019,Z. Mamić,I. Petev,4-2-3-1,4-4-2,"[('Ali Al Habsi', 'G'), ('Yasir Al Shahrani', 'D'), ('M. Degenek', 'D'), ('Mohammed Al Burayk', 'D'), ('Ali Albulayhi', 'D'), ('A. Carrillo', 'M'), ('Nawaf Al Abid', 'M'), ('Hattan Babhir', 'M'), ('Mohammed Kanoo', 'M'), ('Nasser Al Dawsari', None), ('B. Gomis', 'F')]","[('J. Duncan', 'G'), ('R. Williams', 'D'), ('Mohammed Al Khabrani', None), ('M. Belkhiter', 'D'), ('Élton', 'M'), ('M. Fatau', 'M'), ('Naif Hazazi', None), ('Yousef Qalfa', 'M'), ('Ahmed Zain', 'M'), ('Mansour Al-Najar', 'M'), ('Bismark', 'M')]",20,Match Finished,7.13,6.36
153,151848,Al-Ahli Jeddah,Al-Nassr,1,2,King Abdullah Sports City,"Cuneyt Cakir, Turkey",2019-02-12T19:20:00+03:00,2018/2019,J. Fossati,Rui Vitória,3-5-2,4-2-3-1,"[('Mohammed Al Owais', 'G'), ('Mohamed Abdul Shafy', 'D'), ('Mohammed Al Fatil', 'D'), ('Saeed Al Mowalad', 'D'), ('Abdulbasit Hindi', None), ('N. Stanciu', 'M'), ('Hussain Al Mogahwi', 'M'), ('C. Baeza', 'M'), ('Nouh Al Mousa', 'M'), ('Djaniny', None), ('Omar Al Somah', 'F')]","[('B. Jones', 'G'), ('Maicon', 'D'), ('Bruno Uvini', 'D'), ('Abdulrahman Al Obaid', 'D'), ('Giuliano', 'M'), ('Petros', 'M'), ('Abdulaziz Al Jebreen', 'M'), ('Hamed Al Mansour', 'D'), ('Fahad Bin Jumayah', 'M'), ('N. Amrabat', 'M'), ('A. Hamdallah', 'F')]",20,Match Finished,6.88,6.87
154,151849,Al-Hazm,Al Baten,1,0,Al Hazm Club Stadium,"Shukri Alhunfush, Saudi Arabia",2019-02-13T14:50:00+03:00,2018/2019,D. Isăilă,Yousef Alghadeer,4-2-3-1,4-2-3-1,"[('M. Asselah', 'G'), ('Z. Tsiskaridze', 'D'), ('Alemão', 'D'), ('Abdulrahman Al Rio', 'D'), ('Diogo Salomão', 'F'), ('Muralha', 'M'), ('Rodolfo', 'M'), ('Osama Al Khalaf', 'M'), ('J. Pajoy', 'F'), ('Mohammed Al Saiari', 'F'), ('Faris Al Alayaf', 'M')]","[('Adriano Facchini', 'G'), ('Lucas', 'D'), ('Soltan Ghneman', 'D'), ('Anas Zabbani', 'D'), ('O. Malik', 'M'), ('Baraka', 'M'), ('Z. Ounalli', None), ('Jedaan Al Shemmari', 'M'), ('Mhana Al Enazi', 'D'), ('Jhonnattann', 'M'), ('Ramzi Solan', None)]",20,Match Finished,6.88,6.79
155,151850,Al-Ettifaq,Al-Faisaly FC,3,4,Prince Saud bin Jalawi Stadium,"Bartosz Frankowski, Poland",2019-02-13T17:10:00+03:00,2018/2019,Sergio Piernas,Péricles Chamusca,4-2-3-1,4-2-3-1,"[(""R. M'Bolhi"", 'G'), ('Hussein Al Sayed', 'D'), ('Abdullah Al Hafith', 'D'), ('Ali Abdullah Hazzazi', 'M'), ('Saeed Al Rubaie', 'D'), ('F. Kiss', 'M'), ('Omar Al Senien', 'D'), ('A. Akaïchi', 'F'), ('C. Guanca', 'M'), ('F. Ben Youssef', 'F'), ('Mohammed Al Kuwaykibi', 'M')]","[('Mustafa Malayekah', 'G'), ('A. Puljić', 'D'), ('Igor Rossi', 'D'), ('Fahad Al Ansari', 'M'), ('K. Hyland', 'M'), ('Yazeed Al Bakr', 'D'), ('Sultan Madash', 'M'), ('Hamdan Al Shamrani', 'D'), ('Rogerinho', 'M'), ('D. Calderón', 'F'), ('Denílson', 'F')]",20,Match Finished,6.45,6.8
156,151851,Al-Fayha,Al-Fateh,1,2,Prince Salman Bin Abdulaziz Sport City Stadium,"Turki Al Khudair,",2019-02-14T14:45:00+03:00,2018/2019,N. Zekri,F. Al Jabal,4-4-1-1,4-2-3-1,"[(""Amer Shafi'"", None), ('R. Bedoui', 'D'), ('Sami Al Khaibari', None), ('A. Tziolis', 'M'), ('N. Besara', 'F'), ('Tawfiq Buhumaid', 'D'), ('Abdulrahman Al Barakah', 'M'), ('Majed Al Najrani', 'M'), ('Abdulkarim Al Qahtani', 'M'), ('Omar Al-Mazial', None), ('A. Chermiti', None)]","[('M. Koval', 'G'), ('M. Aguirregaray', 'D'), ('Yassen Hamza', 'D'), ('Abdullah Al Yousif', 'D'), ('Mohammed Alfehaid', 'M'), ('A. Oueslati', 'M'), ('I. Chenihi', 'M'), ('N. Korzun', 'M'), ('Mohammed Al Majhad', 'M'), ('S. Jovanović', 'M'), ('João Pedro', 'F')]",20,Match Finished,6.8,6.69
157,151852,Al Taawon,Ohod,4,0,King Abdullah Sport City Stadium,"Khaled Al Teris, Saudi Arabia",2019-02-14T17:35:00+03:00,2018/2019,Pedro Emanuel,A. Souayah,4-4-2,4-2-3-1,"[('Cássio', None), ('Naif Mousa', 'D'), ('Talal Alabsi', 'D'), ('Muteb Al Mufarrij', 'D'), ('Sandro Manoel', 'M'), ('Nildo Petrolina', 'M'), ('Madallah Alolayan', 'D'), ('Héldon', 'M'), ('C. Amissi', 'M'), ('L. Tawamba Kana', 'F'), ('Abdulfattah Mohamed Adam', None)]","[('Abdo Al Basisi', 'G'), ('C. Medjani', 'D'), ('A. Teikeu', 'D'), ('G. Abderrazzak', None), ('Majed Hazazi', 'D'), ('Sami Kassar', 'D'), ('Tamer Haj Mohamad', 'M'), ('Ali Hassan Al Asmari', 'M'), ('Mohmad Atiah', 'M'), ('Ahmed Gomaa', 'F'), ('Mohameed Eldaw', 'M')]",20,Match Finished,7.34,6.31
158,151853,Al Shabab,Al Wehda Club,1,0,Prince Faisal bin Fahd Stadium,"Damir Skomina, Slovenia",2019-02-15T17:30:00+03:00,2018/2019,M. Şumudică,Mido,4-5-1,3-4-1-2,"[('F. Ben Mustapha', 'G'), ('Mohammed Salem', None), ('D. Benlamri', 'D'), ('V. Găman', 'D'), ('M. Boussoufa', 'M'), ('Luiz Antônio', 'M'), ('Abdulmajeed Al Sulaiheem', 'M'), ('Abdulmalek Al Shammary', 'M'), ('Sebá', 'F'), ('Khalid Al Kabi', 'M'), ('B. Trawally', 'F')]","[('Mohamed Awad', 'G'), ('Renato Chaves', 'D'), ('Abdullah Al Zoari', 'D'), ('Z. Mebarakou', None), ('Abdulelah Al Amri', 'D'), ('Waleed Bakshween', 'M'), ('R. Otero', 'M'), ('Marcos Guilherme', 'M'), ('Fawaz Al Sagourq', 'M'), ('Ali Al-Nemer', 'M'), ('I. Jebali', 'F')]",20,Match Finished,6.69,6.74
159,151854,Al-Raed,Al-Ittihad FC,1,1,King Abdullah Sport City Stadium,"Bartosz Frankowski, Poland",2019-02-15T19:20:00+03:00,2018/2019,B. Hasi,S. Bilić,4-3-1-2,4-2-3-1,"[('A. Doukha', 'G'), ('H. Belkaroui', 'D'), ('Abdullah Al Shamekh', 'D'), ('Muteb Al-Mutlaq', 'D'), ('Mohamed Atwa', 'D'), ('A. Hammoudan', 'M'), ('Kanu', 'M'), ('Daniel Amora', 'M'), ('Sultan Farhan', 'M'), ('Abdullah Almogren', 'M'), ('I. Mboyo', 'F')]","[('Fawaz Al Qarni', 'G'), ('Mansour Al Harbi', 'D'), ('Ahmad Asiri', 'D'), ('Ziyad Al Sahafi', 'D'), ('Saud Abdul Hamid', None), ('K. El Ahmadi', 'M'), ('C. Villanueva', 'M'), ('S. Sanogo', 'M'), ('Garry Rodrigues', 'M'), ('A. Prijović', 'F'), ('Fahad Al Muwallad', 'F')]",20,Match Finished,6.79,7.11
160,151855,Al-Fateh,Al-Ahli Jeddah,2,1,Prince Abdullah bin Jalawi Stadium,"Matteo Konger, New Zealand",2019-02-20T17:20:00+03:00,2018/2019,F. Al Jabal,J. Fossati,4-2-3-1,5-3-2,"[('M. Koval', 'G'), ('M. Aguirregaray', 'D'), ('Yassen Hamza', 'D'), ('Abdullah Al Yousif', 'D'), ('Mohammed Alfehaid', 'M'), ('I. Chenihi', 'M'), ('N. Korzun', 'M'), ('Mohammed Al Majhad', 'M'), ('S. Jovanović', 'M'), ('João Pedro', 'F'), ('Mansour Hamzi', 'M')]","[('Mohammed Al Owais', 'G'), ('Hussein Abdul Ghani', None), ('Aderllan Santos', 'D'), ('Mohammed Al Fatil', 'D'), ('P. Díaz', 'D'), ('Abdullah Tarmin', 'D'), ('N. Stanciu', 'M'), ('C. Baeza', 'M'), ('Abdulrahman Ghareeb', 'F'), ('Mohanad Aseri', 'F'), ('Omar Al Somah', 'F')]",21,Match Finished,6.96,6.86
161,151856,Al-Hazm,Al-Ettifaq,1,1,Al Hazm Club Stadium,"Ravshan Irmatov, Uzbekistan",2019-02-21T14:55:00+03:00,2018/2019,D. Isăilă,Sergio Piernas,4-4-2,4-2-3-1,"[('M. Asselah', 'G'), ('Z. Tsiskaridze', 'D'), ('Alemão', 'D'), ('Abdulrahman Al Rio', 'D'), ('Diogo Salomão', 'F'), ('Muralha', 'M'), ('Rodolfo', 'M'), ('Masood Bekheet', 'D'), ('Osama Al Khalaf', 'M'), ('J. Pajoy', 'F'), ('Mohammed Al Saiari', 'F')]","[(""R. M'Bolhi"", 'G'), ('Hussein Al Sayed', 'D'), ('Abdullah Al Hafith', 'D'), ('Ali Abdullah Hazzazi', 'M'), ('Saeed Al Rubaie', 'D'), ('Hassan Al Habaib', 'M'), ('Omar Al Senien', 'D'), ('Ibrahim Mahnashi', 'M'), ('A. Akaïchi', 'F'), ('C. Guanca', 'M'), ('Mohammed Al Kuwaykibi', 'M')]",21,Match Finished,6.78,6.59
162,151857,Al-Ittihad FC,Al-Hilal Saudi FC,0,2,King Abdullah Sports City,"Danny Desmond Makkelie, Netherlands",2019-02-21T19:25:00+03:00,2018/2019,S. Bilić,Z. Mamić,4-2-3-1,5-4-1,"[('Fawaz Al Qarni', 'G'), ('M. da Costa', 'D'), ('Mansour Al Harbi', 'D'), ('Ziyad Al Sahafi', 'D'), ('Saud Abdul Hamid', None), ('K. El Ahmadi', 'M'), ('Garry Rodrigues', 'M'), ('Jamal Ba Jandooh', 'M'), ('Abdulaziz Al Bishi', None), ('A. Prijović', 'F'), ('Fahad Al Muwallad', 'F')]","[('Abdullah Al Maiouf', 'G'), ('Botía', 'D'), ('Yasir Al Shahrani', 'D'), ('M. Degenek', 'D'), ('Mohammed Al Burayk', 'D'), ('Ali Albulayhi', 'D'), ('Mohammad Al Shalhoub', 'M'), ('A. Carrillo', 'M'), ('Salem Al Dawsari', 'M'), ('Mohammed Kanoo', 'M'), ('B. Gomis', 'F')]",21,Match Finished,6.69,7.28
163,151858,Al Taawon,Al Baten,4,1,King Abdullah Sport City Stadium,"Ravshan Irmatov, Uzbekistan",2019-02-22T14:55:00+03:00,2018/2019,Pedro Emanuel,Yousef Alghadeer,4-4-2,4-1-4-1,"[('Cássio', None), ('Ibrahim Al Zubaidi', 'D'), ('Talal Alabsi', 'D'), ('Muteb Al Mufarrij', 'D'), ('Sandro Manoel', 'M'), ('Nildo Petrolina', 'M'), ('Madallah Alolayan', 'D'), ('Héldon', 'M'), ('C. Amissi', 'M'), ('L. Tawamba Kana', 'F'), ('Abdulfattah Mohamed Adam', None)]","[('Adriano Facchini', 'G'), ('Lucas', 'D'), ('Soltan Ghneman', 'D'), ('Bandar Al Mutairi', 'D'), ('Baraka', 'M'), ('Majed Kanabah', 'M'), ('Jedaan Al Shemmari', 'M'), ('Mhana Al Enazi', 'D'), ('Ismaël Bangoura', 'F'), ('Jhonnattann', 'M'), ('Crysan', 'M')]",21,Match Finished,7.19,6.36
164,151859,Al-Qadisiyah FC,Al Shabab,0,1,Prince Saud bin Jalawi Stadium,"Matt Conger, New Zealand",2019-02-22T17:15:00+03:00,2018/2019,I. Petev,M. Şumudică,4-2-3-1,5-3-2,"[('J. Duncan', 'G'), ('Adnan Falatah', None), ('R. Williams', 'D'), ('Fawaz Fallatah', 'D'), ('Mohammed Al Khabrani', None), ('M. Belkhiter', 'D'), ('Élton', 'M'), ('Naif Hazazi', None), ('Yousef Qalfa', 'M'), ('Bismark', 'M'), ('Haroune Camara', 'F')]","[('F. Ben Mustapha', 'G'), ('Mohammed Salem', None), ('Hassan Muath Fallatah', 'D'), ('D. Benlamri', 'D'), ('V. Găman', 'D'), ('M. Boussoufa', 'M'), ('Luiz Antônio', 'M'), ('Abdulmajeed Al Sulaiheem', 'M'), ('Abdulmalek Al Shammary', 'M'), ('Khalid Al Kabi', 'M'), ('B. Trawally', 'F')]",21,Match Finished,6.67,7.27
