,fixture_id,home_team,away_team,home_goals,away_goals,venue,referee,date,season,home_coach,away_coach,home_formation,away_formation,home_players,away_players,round,status,H_avg_ratings,A_avg_ratings
109,151805,Al-Ittihad FC,Al-Nassr,1,2,King Abdullah Sports City,"Viktor Kassai, Hungary",2018-12-21T17:25:00+03:00,2018/2019,S. Bilić,Hélder Cristóvão,4-3-3,4-2-3-1,"[('Fawaz Al Qarni', 'G'), ('M. Jurman', 'D'), ('Mansour Al Harbi', 'D'), ('Ziyad Al Sahafi', 'D'), ('C. Villanueva', 'M'), ('Romarinho', 'F'), ('Jonas', 'M'), ('Jamal Ba Jandooh', 'M'), ('Omar Al-Mazial', None), ('Fahad Al Muwallad', 'F'), ('Abdulrahman Al Ghamdi', 'M')]","[('Waleed Abdullah', 'G'), ('C. Ramos', 'D'), ('Bruno Uvini', 'D'), ('Giuliano', 'M'), ('Yehya Al Shehri', 'M'), ('Petros', 'M'), ('Awdh Faraj', 'D'), ('Sultan Al Ghanam', 'D'), ('N. Amrabat', 'M'), ('A. Musa', 'F'), ('A. Hamdallah', 'F')]",14,Match Finished,6.59,6.85
110,151806,Al-Fayha,Ohod,3,0,Prince Salman Bin Abdulaziz Sport City Stadium,"Sergei Karasev, Russia",2018-12-22T14:15:00+03:00,2018/2019,S. Muslin,Paulo Alves,5-4-1,4-2-3-1,"[('Moslem Freej', 'G'), ('Gêgê', 'D'), ('Sami Al Khaibari', None), ('Omar Hamad Al Aowda', 'D'), ('A. Tziolis', 'M'), ('J. Gómez', 'M'), ('Tawfiq Buhumaid', 'D'), ('D. Moreno', 'M'), ('Daifallah Al Qarni', None), ('R. Fernández', 'F'), ('Abdulrahman Al Yami', 'F')]","[('Z. Laaroubi', 'G'), ('A. Teikeu', 'D'), ('Osama Ashoor', 'D'), ('Sami Kassar', 'D'), ('Omar Mohammead', 'D'), ('Tamer Haj Mohamad', 'M'), ('C. Ohene', 'M'), ('Ali Hassan Al Asmari', 'M'), ('Rakan Al-Hafdhi', 'M'), ('Bruno Michel', 'M'), ('Islam Seraj', 'F')]",14,Match Finished,7.25,6.51
111,151766,Al-Raed,Al Taawon,2,1,King Abdullah Sport City Stadium,"Sergei Karasev, Russia",2018-12-25T17:00:00+03:00,2018/2019,B. Hasi,Pedro Emanuel,4-4-2,4-2-3-1,"[('A. Doukha', 'G'), ('Hussein Al Shuwaish', 'D'), ('Mohammed Al Amri', None), ('Abdullah Al Fahad', 'D'), ('Abdullah Al Shamekh', 'D'), ('Mohamed Atwa', 'D'), ('A. Hammoudan', 'M'), ('Daniel Amora', 'M'), ('Sultan Farhan', 'M'), ('Ismaël Bangoura', 'F'), ('Saleh Al Shehri', None)]","[('Cássio', None), ('Ricardo Machado', 'D'), ('Naif Mousa', 'D'), ('Talal Alabsi', 'D'), ('Muteb Al Mufarrij', 'D'), ('Jehad Al Hussain', 'M'), ('Madallah Alolayan', 'D'), ('Rabeaa Sefiani', 'M'), ('Héldon', 'M'), ('C. Amissi', 'M'), ('L. Tawamba Kana', 'F')]",9,Match Finished,6.88,6.59
112,151807,Al Baten,Al-Qadisiyah FC,2,0,Al-Batin Club Stadium,"Viktor Kassai, Hungary",2018-12-27T16:45:00+03:00,2018/2019,Yousef Alghadeer,I. Petev,4-4-2,4-2-3-1,"[('Adriano Facchini', 'G'), ('Sultan Msarhi', None), ('Soltan Ghneman', 'D'), ('Bandar Al Mutairi', 'D'), ('Baraka', 'M'), ('Rayed Al Ghamdi', 'F'), ('Majed Kanabah', 'M'), ('Jedaan Al Shemmari', 'M'), ('Mhana Al Enazi', 'D'), ('Fahad Al Johani', 'M'), ('Crysan', 'M')]","[('J. Duncan', 'G'), ('Adnan Falatah', None), ('R. Williams', 'D'), ('Mohammed Al Khabrani', None), ('Élton', 'M'), ('Shaya Ali Sharahli', 'M'), ('Yago', 'M'), ('Ahmed Zain', 'M'), ('N. Hervé', 'M'), ('A. Oumarou', 'F'), ('Bismark', 'M')]",15,Match Finished,7.12,6.57
113,151808,Al-Faisaly FC,Al-Fayha,1,0,Prince Salman Bin Abdulaziz Sport City Stadium,"Milorad Mazic, Serbia",2018-12-27T16:55:00+03:00,2018/2019,Péricles Chamusca,S. Muslin,4-2-3-1,4-3-2-1,"[('Mustafa Malayekah', 'G'), ('A. Puljić', 'D'), ('Igor Rossi', 'D'), ('Wesam Al Swed', 'D'), ('Fahad Al Ansari', 'M'), ('K. Hyland', 'M'), ('Luisinho', 'M'), ('Yazeed Al Bakr', 'D'), ('J. Akpala', 'F'), ('Rogerinho', 'M'), ('D. Calderón', 'F')]","[('C. Bonilla', 'G'), ('Gêgê', 'D'), ('Nawaf Al Sabhi', None), ('Sami Al Khaibari', None), ('Omar Hamad Al Aowda', 'D'), ('A. Tziolis', 'M'), ('J. Gómez', 'M'), ('D. Moreno', 'M'), ('Daifallah Al Qarni', None), ('R. Fernández', 'F'), ('Abdulrahman Al Yami', 'F')]",15,Match Finished,6.97,6.85
114,151809,Al-Fateh,Al-Nassr,0,0,Prince Abdullah bin Jalawi Stadium,"Alberto Undiano, Spain",2018-12-28T14:00:00+03:00,2018/2019,F. Al Jabal,Hélder Cristóvão,4-2-3-1,4-2-3-1,"[('M. Koval', 'G'), ('M. Aguirregaray', 'D'), ('Yassen Hamza', 'D'), ('Mohammed Alfehaid', 'M'), ('A. Oueslati', 'M'), ('I. Chenihi', 'M'), ('Abdullah Al Ammar', 'D'), ('Mohammed Al Majhad', 'M'), ('Ali Al Hassan', 'M'), ('Mansour Hamzi', 'M'), ('Alkhali Bangoura', 'M')]","[('B. Jones', 'G'), ('C. Ramos', 'D'), ('Abdullah Madu', 'D'), ('Giuliano', 'M'), ('Petros', 'M'), ('Awdh Faraj', 'D'), ('Sultan Al Ghanam', 'D'), ('N. Amrabat', 'M'), ('Mohammad Al Sahlawi', 'F'), ('A. Musa', 'F'), ('A. Hamdallah', 'F')]",15,Match Finished,7.04,6.87
115,151810,Al-Hazm,Al Shabab,1,3,Al Hazm Club Stadium,"Danny Desmond Makkelie, Netherlands",2018-12-28T14:20:00+03:00,2018/2019,D. Isăilă,M. Şumudică,4-2-3-1,3-4-3,"[('M. Asselah', 'G'), ('Alemão', 'D'), ('Khaled Al Barakah', 'D'), ('Saif Hussain', 'D'), ('Muralha', 'M'), ('Yousef Qalfa', 'M'), ('Tareg Alkabe', 'M'), ('J. Pajoy', 'F'), ('Faris Al Alayaf', 'M'), ('Mujahid Almania', 'F'), ('Hamed Al Maqati', 'F')]","[('F. Ben Mustapha', 'G'), ('D. Benlamri', 'D'), ('V. Găman', 'D'), ('Saleh Al Qumayzi', 'D'), ('Somália', 'M'), ('Luiz Antônio', 'M'), ('Abdulmajeed Al Sulaiheem', 'M'), ('Abdulmalek Al Shammary', 'M'), ('C. Budescu', 'F'), ('Nasser Al Shamrani', 'F'), ('Arthur Caike', 'M')]",15,Match Finished,6.78,7.01
116,151811,Al Wehda Club,Al-Ahli Jeddah,2,1,King Abdul Aziz Stadium,"Ovidiu Hategan, Romania",2018-12-28T17:30:00+03:00,2018/2019,Mido,P. Guede,4-2-3-1,3-4-2-1,"[('Mohamed Awad', 'G'), ('Renato Chaves', 'D'), ('Abdullah Al Zoari', 'D'), ('Sari Amro', 'D'), ('Waleed Bakshween', 'M'), ('R. Otero', 'M'), ('Marcos Guilherme', 'M'), ('Fawaz Al Sagourq', 'M'), ('Abdulelah Al Malki', 'M'), ('Ali Al-Nemer', 'M'), ('A. Jaber', 'F')]","[('Yasser Al Mosailem', None), ('Alexis', 'D'), ('Mohamed Abdul Shafy', 'D'), ('Saeed Al Mowalad', 'D'), ('P. Díaz', 'D'), ('Mohammed Al Zubaidi', 'D'), ('José Jurado', 'M'), ('Souza', 'M'), ('Abdalla El Said', 'M'), ('Nouh Al mousa', 'M'), ('Omar Al Somah', 'F')]",15,Match Finished,6.82,6.78
117,151812,Al-Ettifaq,Al-Ittihad FC,1,0,Prince Saud bin Jalawi Stadium,"Milorad Mazic, Serbia",2018-12-29T16:35:00+03:00,2018/2019,Sergio Piernas,S. Bilić,4-4-2,4-3-3,"[(""R. M'Bolhi"", 'G'), ('Hussein Al Sayed', 'D'), ('Ali Al Khaibari', None), ('Ahmad Al Hbeab', 'D'), ('Ali Abdullah Hazzazi', 'M'), ('F. Kiss', 'M'), ('B. Alemán', 'M'), ('Omar Al Senien', 'D'), ('F. Ben Youssef', 'F'), ('Mohammed Al Kuwaykibi', 'M'), ('Abdulrahman Al Obod', 'F')]","[('Fawaz Al Qarni', 'G'), ('Mansour Al Harbi', 'D'), ('Ammar Al Daheem', 'D'), ('Ziyad Al Sahafi', 'D'), ('Saud Abdul Hamid', None), ('C. Villanueva', 'M'), ('Romarinho', 'F'), ('Jonas', 'M'), ('Jamal Ba Jandooh', 'M'), ('Khaled Al Samiri', None), ('Abdulrahman Al Ghamdi', 'M')]",15,Match Finished,6.98,6.97
118,151813,Ohod,Al-Raed,0,1,Prince Mohammed bin Abdul Aziz Stadium,"Viktor Kassai, Hungary",2018-12-30T14:45:00+03:00,2018/2019,Paulo Alves,B. Hasi,4-1-4-1,4-2-3-1,"[('Z. Laaroubi', 'G'), ('Apodi', 'D'), ('E. Sipović', 'D'), ('Osama Ashoor', 'D'), ('Sami Kassar', 'D'), ('Omar Mohammead', 'D'), ('C. Ohene', 'M'), ('Ali Hassan Al Asmari', 'M'), ('Bruno Michel', 'M'), ('Islam Seraj', 'F'), ('Mohmad Atiah', 'M')]","[('A. Doukha', 'G'), ('H. Belkaroui', 'D'), ('Mohammed Al Amri', None), ('Abdullah Al Fahad', 'D'), ('Abdullah Al Shamekh', 'D'), ('Mohamed Atwa', 'D'), ('A. Hammoudan', 'M'), ('Daniel Amora', 'M'), ('Sultan Farhan', 'M'), ('F. Hasani', 'M'), ('Saleh Al Shehri', None)]",15,Match Finished,6.65,7.1
119,151814,Al Taawon,Al-Hilal Saudi FC,2,2,King Abdullah Sport City Stadium,"Danny Desmond Makkelie, Netherlands",2018-12-30T17:00:00+03:00,2018/2019,Pedro Emanuel,Jorge Jesus,4-2-3-1,4-4-2,"[('Cássio', None), ('Ricardo Machado', 'D'), ('Ibrahim Al Zubaidi', 'D'), ('Talal Alabsi', 'D'), ('Hamdan Al Ruwaili', 'D'), ('Jehad Al Hussain', 'M'), ('Sandro Manoel', 'M'), ('Rabeaa Sefiani', 'M'), ('Héldon', 'M'), ('C. Amissi', 'M'), ('Abdulfattah Mohamed Adam', None)]","[('Abdullah Al Maiouf', 'G'), ('Botía', 'D'), ('Hasan Kadesh', 'D'), ('Ahmed Sharahili', 'D'), ('Mohammed Al Baqawi', 'D'), ('Carlos Eduardo', 'M'), ('A. Carrillo', 'M'), ('Mohammed Kanoo', 'M'), ('Nasser Al Dawsari', None), ('B. Gomis', 'F'), ('G. Rivas', 'F')]",15,Match Finished,6.82,6.78
120,151815,Al-Faisaly FC,Al-Nassr,2,2,Prince Salman Bin Abdulaziz Sport City Stadium,"Szymon Marciniak, Poland",2019-01-10T17:05:00+03:00,2018/2019,Péricles Chamusca,Hélder Cristóvão,4-2-3-1,4-4-1-1,"[('Mustafa Malayekah', 'G'), ('Igor Rossi', 'D'), ('Aqeel Al Sahbi', 'D'), ('Wesam Al Swed', 'D'), ('Fahad Al Ansari', 'M'), ('K. Hyland', 'M'), ('Yazeed Al Bakr', 'D'), ('Sultan Madash', 'M'), ('J. Akpala', 'F'), ('Rogerinho', 'M'), ('D. Calderón', 'F')]","[('B. Jones', 'G'), ('Bruno Uvini', 'D'), ('Naif Almas', 'D'), ('Giuliano', 'M'), ('Petros', 'M'), ('Awdh Faraj', 'D'), ('Abdulaziz Al Jebreen', 'M'), ('Hamed Al Mansour', 'D'), ('Nawaf Al Farshan', 'M'), ('N. Amrabat', 'M'), ('A. Hamdallah', 'F')]",16,Match Finished,6.89,6.68
121,151816,Al Taawon,Al-Hazm,1,1,King Abdullah Sport City Stadium,"Svein Oddvar Moen, Norway",2019-01-10T17:10:00+03:00,2018/2019,Pedro Emanuel,D. Isăilă,4-2-3-1,4-4-2,"[('Cássio', None), ('Ricardo Machado', 'D'), ('Ibrahim Al Zubaidi', 'D'), ('Talal Alabsi', 'D'), ('Hamdan Al Ruwaili', 'D'), ('Jehad Al Hussain', 'M'), ('Sandro Manoel', 'M'), ('Madallah Alolayan', 'D'), ('Rabeaa Sefiani', 'M'), ('Héldon', 'M'), ('L. Tawamba Kana', 'F')]","[('M. Asselah', 'G'), ('Alemão', 'D'), ('Khaled Al Barakah', 'D'), ('Saif Hussain', 'D'), ('Muralha', 'M'), ('Mohammed Harzan', None), ('Masood Bekheet', 'D'), ('Osama Al Khalaf', 'M'), ('J. Pajoy', 'F'), ('Faris Al Alayaf', 'M'), ('Hamed Al Maqati', 'F')]",16,Match Finished,7.03,6.73
122,151817,Al Wehda Club,Al-Fateh,1,0,King Abdul Aziz Stadium,"Viktor Kassai, Hungary",2019-01-10T17:35:00+03:00,2018/2019,Mido,F. Al Jabal,4-2-3-1,4-2-3-1,"[('Mohamed Awad', 'G'), ('Renato Chaves', 'D'), ('Abdullah Al Zoari', 'D'), ('Sari Amro', 'D'), ('Waleed Bakshween', 'M'), ('E. Çolak', 'M'), ('R. Otero', 'M'), ('Marcos Guilherme', 'M'), ('Fawaz Al Sagourq', 'M'), ('Abdulelah Al Malki', 'M'), ('A. Jaber', 'F')]","[('M. Koval', 'G'), ('Yassen Hamza', 'D'), ('Abdullah Al Yousif', 'D'), ('T. Nzuzi', 'M'), ('Mohammed Alfehaid', 'M'), ('A. Oueslati', 'M'), ('I. Chenihi', 'M'), ('Mohammed Al Majhad', 'M'), ('Ali Al Hassan', 'M'), ('Hamad Al Juhaim', 'F'), ('Alkhali Bangoura', 'M')]",16,Match Finished,7.13,6.64
123,151818,Al-Qadisiyah FC,Al-Ittihad FC,0,1,Prince Saud bin Jalawi Stadium,"Mark Clattenburg, England",2019-01-10T18:50:00+03:00,2018/2019,I. Petev,S. Bilić,4-2-3-1,4-1-4-1,"[('J. Duncan', 'G'), ('Adnan Falatah', None), ('R. Williams', 'D'), ('Mohammed Al Khabrani', None), ('Élton', 'M'), ('Shaya Ali Sharahli', 'M'), ('M. Fatau', 'M'), ('Yago', 'M'), ('Ahmed Zain', 'M'), ('Bismark', 'M'), ('Haroune Camara', 'F')]","[('Fawaz Al Qarni', 'G'), ('Mansour Al Harbi', 'D'), ('Ahmad Asiri', 'D'), ('Ziyad Al Sahafi', 'D'), ('Saud Abdul Hamid', None), ('K. El Ahmadi', 'M'), ('C. Villanueva', 'M'), ('Romarinho', 'F'), ('Jonas', 'M'), ('Jamal Ba Jandooh', 'M'), ('Abdulrahman Al Ghamdi', 'M')]",16,Match Finished,6.55,7.17
124,151819,Al-Hilal Saudi FC,Al-Raed,1,1,King Saud University Stadium,"Damir Skomina, Slovenia",2019-01-11T14:25:00+03:00,2018/2019,Jorge Jesus,B. Hasi,4-1-3-2,4-2-3-1,"[('Abdullah Al Maiouf', 'G'), ('Botía', 'D'), ('Mohammed Jahfali', 'D'), ('Hasan Kadesh', 'D'), ('Mohammed Al Baqawi', 'D'), ('Carlos Eduardo', 'M'), ('A. Carrillo', 'M'), ('Mohammed Kanoo', 'M'), ('Nasser Al Dawsari', None), ('B. Gomis', 'F'), ('G. Rivas', 'F')]","[('A. Doukha', 'G'), ('H. Belkaroui', 'D'), ('Mohammed Al Amri', None), ('Abdullah Al Shamekh', 'D'), ('Mohamed Atwa', 'D'), ('Mohammed Al-Shoraimi', 'D'), ('A. Hammoudan', 'M'), ('Daniel Amora', 'M'), ('Sultan Farhan', 'M'), ('Y. El Ghanassy', 'M'), ('F. Hasani', 'M')]",16,Match Finished,7.09,6.89
125,151820,Al Shabab,Al-Fayha,4,1,Al Shabab Club Stadium,"Pawel Raczkowski, Poland",2019-01-11T14:25:00+03:00,2018/2019,M. Şumudică,S. Muslin,3-5-2,4-3-2-1,"[('F. Ben Mustapha', 'G'), ('Mohammed Salem', None), ('D. Benlamri', 'D'), ('V. Găman', 'D'), ('Fahad Zahim', 'D'), ('Somália', 'M'), ('Luiz Antônio', 'M'), ('Abdulmajeed Al Sulaiheem', 'M'), ('C. Budescu', 'F'), ('Nasser Al Shamrani', 'F'), ('Arthur Caike', 'M')]","[('C. Bonilla', 'G'), ('Nawaf Al Sabhi', None), ('R. Bedoui', 'D'), ('Sami Al Khaibari', None), ('Omar Hamad Al Aowda', 'D'), ('A. Tziolis', 'M'), ('D. Moreno', 'M'), ('Abdulrahman Al Barakah', 'M'), ('Abdullah Al Salem', None), ('Daifallah Al Qarni', None), ('Abdulrahman Al Yami', 'F')]",16,Match Finished,7.16,6.34
126,151821,Al Baten,Al-Ettifaq,0,0,Al-Batin Club Stadium,"Pavel Kralovec, Czech Republic",2019-01-11T14:30:00+03:00,2018/2019,Yousef Alghadeer,Sergio Piernas,4-4-2,4-4-2,"[('Adriano Facchini', 'G'), ('Lucas', 'D'), ('Sultan Msarhi', None), ('Soltan Ghneman', 'D'), ('Bandar Al Mutairi', 'D'), ('Baraka', 'M'), ('Rayed Al Ghamdi', 'F'), ('Majed Kanabah', 'M'), ('Fahad Al Johani', 'M'), ('Crysan', 'M'), ('Sahow Al Mutayri', None)]","[(""R. M'Bolhi"", 'G'), ('R. Arias', 'D'), ('Ali Al Khaibari', None), ('Saad Al Khayri', 'D'), ('Hussain Qasim', 'M'), ('F. Kiss', 'M'), ('B. Alemán', 'M'), ('Ibrahim Mahnashi', 'M'), ('C. Guanca', 'M'), ('F. Ben Youssef', 'F'), ('Mohammed Al Kuwaykibi', 'M')]",16,Match Finished,6.95,7.0
127,151822,Al-Ahli Jeddah,Ohod,5,1,King Abdullah Sports City,"Paolo Silvio Mazzoleni, Italy",2019-01-11T17:35:00+03:00,2018/2019,P. Guede,Paulo Alves,4-3-1-2,4-2-3-1,"[('Yasser Al Mosailem', None), ('Alexis', 'D'), ('Mohamed Abdul Shafy', 'D'), ('Saeed Al Mowalad', 'D'), ('Abdulbasit Hindi', None), ('José Jurado', 'M'), ('Abdulfattah Asiri', 'M'), ('Yousef Saad Al Harbi', 'F'), ('Salman Al Moasher', 'M'), ('Djaniny', 'F'), ('Othman Alhaj', None)]","[('Z. Laaroubi', 'G'), ('Hussein Abdul Ghani', None), ('Apodi', 'D'), ('A. Teikeu', 'D'), ('Majed Hazazi', 'D'), ('Zeyad Al Hunayti', 'D'), ('Fahad Hamad', 'M'), ('Ali Hassan Al Asmari', 'M'), ('Mohammed Majrashi', 'F'), ('Mohmad Atiah', 'M'), ('Ismael Al Maghrabi', None)]",16,Match Finished,7.29,6.32
128,151823,Al-Fateh,Al-Qadisiyah FC,2,0,Prince Abdullah bin Jalawi Stadium,"Mohammed Al Hoaish, Saudi Arabia",2019-01-27T14:20:00+03:00,2018/2019,F. Al Jabal,I. Petev,4-2-3-1,4-2-3-1,"[('M. Koval', 'G'), ('M. Aguirregaray', 'D'), ('Yassen Hamza', 'D'), ('Ali Alawjami', None), ('Abdullah Al Yousif', 'D'), ('Mohammed Alfehaid', 'M'), ('A. Oueslati', 'M'), ('I. Chenihi', 'M'), ('Mohammed Al Majhad', 'M'), ('João Pedro', 'F'), ('Mansour Hamzi', 'M')]","[('J. Duncan', 'G'), ('R. Williams', 'D'), ('Mohammed Al Khabrani', None), ('M. Belkhiter', 'D'), ('Ibrahim Al Shuayl', 'D'), ('Élton', 'M'), ('M. Fatau', 'M'), ('Yago', 'M'), ('Ahmed Zain', 'M'), ('Bismark', 'M'), ('Haroune Camara', 'F')]",17,Match Finished,7.11,6.5
129,151824,Al-Fayha,Al-Hilal Saudi FC,1,5,Prince Salman Bin Abdulaziz Sport City Stadium,"Bernie Raymond Blom, Netherlands",2019-01-27T17:20:00+03:00,2018/2019,S. Muslin,Jorge Jesus,5-4-1,4-2-3-1,"[('Moslem Freej', 'G'), ('Nawaf Al Sabhi', None), ('R. Bedoui', 'D'), ('Sami Al Khaibari', None), ('Omar Hamad Al Aowda', 'D'), ('A. Tziolis', 'M'), ('S. Yahaya', 'M'), ('D. Moreno', 'M'), ('Abdullah Al Salem', None), ('Abdulkarim Al Qahtani', 'M'), ('Omar Al-Mazial', None)]","[('Ali Al Habsi', 'G'), ('Botía', 'D'), ('Yasir Al Shahrani', 'D'), ('Mohammed Al Burayk', 'D'), ('Ali Albulayhi', 'D'), ('Carlos Eduardo', 'M'), ('A. Carrillo', 'M'), ('Abdullah Otayf', 'M'), ('Mohammed Kanoo', 'M'), ('B. Gomis', 'F'), ('Soriano', 'F')]",17,Match Finished,6.29,7.15
130,151825,Al Baten,Al-Faisaly FC,2,0,Al-Batin Club Stadium,"Khaled Al Teris, Saudi Arabia",2019-01-28T14:30:00+03:00,2018/2019,Yousef Alghadeer,Péricles Chamusca,4-2-3-1,4-4-2,"[('Adriano Facchini', 'G'), ('Lucas', 'D'), ('Sultan Msarhi', None), ('Bandar Al Mutairi', 'D'), ('Baraka', 'M'), ('Majed Kanabah', 'M'), ('Mhana Al Enazi', 'D'), ('Abdulaziz Majrashi', 'M'), ('Ismaël Bangoura', 'F'), ('Jhonnattann', 'M'), ('Crysan', 'M')]","[('Mustafa Malayekah', 'G'), ('Igor Rossi', 'D'), ('Aqeel Al Sahbi', 'D'), ('Wesam Al Swed', 'D'), ('Fahad Al Ansari', 'M'), ('Mohammed Abusabaan', 'M'), ('Luisinho', 'M'), ('Yazeed Al Bakr', 'D'), ('Hamdan Al Shamrani', 'D'), ('D. Calderón', 'F'), ('Denílson', 'F')]",17,Match Finished,7.02,6.7
131,151826,Al-Nassr,Ohod,4,0,Prince Salman Bin Abdulaziz Sport City Stadium,"Svein Oddvar Moen, Norway",2019-01-28T17:20:00+03:00,2018/2019,Rui Vitória,A. Souayah,4-2-3-1,4-4-2,"[('B. Jones', 'G'), ('C. Ramos', 'D'), ('Bruno Uvini', 'D'), ('Giuliano', 'M'), ('Petros', 'M'), ('Ibrahim Ghaleb', 'M'), ('Awdh Faraj', 'D'), ('Sultan Al Ghanam', 'D'), ('Fahad Bin Jumayah', 'M'), ('N. Amrabat', 'M'), ('A. Hamdallah', 'F')]","[('Abdo Al Basisi', 'G'), ('C. Medjani', 'D'), ('A. Teikeu', 'D'), ('G. Abderrazzak', None), ('Majed Hazazi', 'D'), ('Sami Kassar', 'D'), ('Omar Mohammead', 'D'), ('Tamer Haj Mohamad', 'M'), ('Mohammed Majrashi', 'F'), ('Ahmed Gomaa', 'F'), ('Mohameed Eldaw', 'M')]",17,Match Finished,7.31,6.39
132,151827,Al Wehda Club,Al-Hazm,1,1,King Abdul Aziz Stadium,"Daniel Stefanski, Poland",2019-01-28T17:50:00+03:00,2018/2019,Mido,D. Isăilă,4-3-3,4-2-3-1,"[('Mohamed Awad', 'G'), ('Renato Chaves', 'D'), ('Abdullah Al Zoari', 'D'), ('Sari Amro', 'D'), ('Waleed Bakshween', 'M'), ('Anselmo', 'M'), ('R. Otero', 'M'), ('Faisal Darwish', 'D'), ('Marcos Guilherme', 'M'), ('Fawaz Al Sagourq', 'M'), ('A. Jaber', 'F')]","[('M. Asselah', 'G'), ('Z. Tsiskaridze', 'D'), ('Alemão', 'D'), ('Khaled Al Barakah', 'D'), ('Muralha', 'M'), ('Yousef Qalfa', 'M'), ('Mohammed Harzan', None), ('Masood Bekheet', 'D'), ('Osama Al Khalaf', 'M'), ('Mohammed Al Saiari', 'F'), ('Faris Al Alayaf', 'M')]",17,Match Finished,6.99,6.83
133,151828,Al Taawon,Al-Ahli Jeddah,3,4,King Abdullah Sport City Stadium,"Mark Clattenburg, England",2019-01-28T19:20:00+03:00,2018/2019,Pedro Emanuel,P. Guede,4-2-3-1,4-3-1-2,"[('Cássio', None), ('Ricardo Machado', 'D'), ('Ibrahim Al Zubaidi', 'D'), ('Talal Alabsi', 'D'), ('Muteb Al Mufarrij', 'D'), ('Jehad Al Hussain', 'M'), ('Sandro Manoel', 'M'), ('Rabeaa Sefiani', 'M'), ('Héldon', 'M'), ('C. Amissi', 'M'), ('L. Tawamba Kana', 'F')]","[('Mohammed Al Owais', 'G'), ('Mohamed Abdul Shafy', 'D'), ('Mohammed Al Fatil', 'D'), ('Saeed Al Mowalad', 'D'), ('P. Díaz', 'D'), ('Abdulfattah Asiri', 'M'), ('Nouh Al Mousa', 'M'), ('Yousef Saad Al Harbi', 'F'), ('Salman Al Moasher', 'M'), ('Djaniny', 'F'), ('Omar Al Somah', 'F')]",17,Match Finished,6.51,6.86
134,151829,Al-Raed,Al-Ettifaq,1,2,King Abdullah Sport City Stadium,"Simon Lee Evans, Wales",2019-01-29T17:25:00+03:00,2018/2019,B. Hasi,Sergio Piernas,4-2-3-1,4-4-2,"[('A. Doukha', 'G'), ('H. Belkaroui', 'D'), ('Mohammed Al Amri', None), ('Abdullah Al Fahad', 'D'), ('Mohamed Atwa', 'D'), ('Kanu', 'M'), ('Daniel Amora', 'M'), ('Sultan Farhan', 'M'), ('F. Hasani', 'M'), ('Saleh Al Shehri', None), ('Mazen Abu Shararah', None)]","[(""R. M'Bolhi"", 'G'), ('R. Arias', 'D'), ('Hussein Al Sayed', 'D'), ('Ali Abdullah Hazzazi', 'M'), ('Saeed Al Rubaie', 'D'), ('F. Kiss', 'M'), ('B. Alemán', 'M'), ('Omar Al Senien', 'D'), ('A. Akaïchi', 'F'), ('C. Guanca', 'M'), ('Mohammed Al Kuwaykibi', 'M')]",17,Match Finished,6.81,6.86
135,151830,Al-Ittihad FC,Al Shabab,0,0,King Abdullah Sports City,"Bakary Papa Gassama, Gambia",2019-01-29T19:20:00+03:00,2018/2019,S. Bilić,M. Şumudică,4-3-3,3-5-2,"[('Fawaz Al Qarni', 'G'), ('M. da Costa', 'D'), ('Mansour Al Harbi', 'D'), ('Ziyad Al Sahafi', 'D'), ('Saud Abdul Hamid', None), ('K. El Ahmadi', 'M'), ('Romarinho', 'F'), ('S. Sanogo', 'M'), ('Garry Rodrigues', 'M'), ('Jaber Issa', 'M'), ('Fahad Al Muwallad', 'F')]","[('F. Ben Mustapha', 'G'), ('Mohammed Salem', None), ('D. Benlamri', 'D'), ('V. Găman', 'D'), ('M. Boussoufa', 'M'), ('Somália', 'M'), ('Luiz Antônio', 'M'), ('Abdulmajeed Al Sulaiheem', 'M'), ('Abdulmalek Al Shammary', 'M'), ('C. Budescu', 'F'), ('Nasser Al Shamrani', 'F')]",17,Match Finished,6.92,6.92
136,151831,Al-Qadisiyah FC,Al-Fayha,2,0,Prince Saud bin Jalawi Stadium,"Bavil Rasoviski,",2019-02-02T14:20:00+03:00,2018/2019,I. Petev,S. Muslin,4-3-3,4-2-3-1,"[('J. Duncan', 'G'), ('R. Williams', 'D'), ('Mohammed Al Khabrani', None), ('M. Belkhiter', 'D'), ('Élton', 'M'), ('Shaya Ali Sharahli', 'M'), ('M. Fatau', 'M'), ('Naif Hazazi', None), ('Mansour Al-Najar', 'M'), ('Jou Silva', 'M'), ('Bismark', 'M')]","[(""Amer Shafi'"", None), ('Gêgê', 'D'), ('Nawaf Al Sabhi', None), ('Sami Al Khaibari', None), ('A. Tziolis', 'M'), ('S. Yahaya', 'M'), ('Tawfiq Buhumaid', 'D'), ('D. Moreno', 'M'), ('Abdullah Al Salem', None), ('Omar Al-Mazial', None), ('Daifallah Al Qarni', None)]",18,Match Finished,7.01,6.58
