fixture_id,home_team,away_team,home_goals,away_goals,venue,referee,round,date,season,status,home_coach,home_formation,home_players,away_coach,away_formation,away_players,H_avg_ratings,A_avg_ratings
635877,Al-Ahli Jeddah,Al Wehda Club,1.0,0.0,King Abdullah Sports City,Turki Al Khudair,2,2020-10-22T19:55:00+03:00,2020/2021,Match Finished,V. Milojević,4-2-3-1,"[('Mohammed Al Yami', 'G'), ('Hassoun', 'D'), ('Mohammed Al-Khabrani', 'D'), ('Motaz Hawsawi', 'D'), ('Lucas Lima', 'D'), ('Ljubomir Fejsa', 'M'), ('Driss Fettouhi', 'M'), ('Hassan Al Qaid', 'M'), ('Marko Marin', 'M'), ('Salman Al-Muwashar', 'M'), ('Omar Al-Soma', 'F')]",Ivo Vieira,4-2-3-1,"[('Abdullah Hussein Al Owisher', 'G'), ('Hamad Al Jayzani', 'D'), ('Alberto Botía', 'D'), ('Pedro Henrique', 'D'), ('Mohammed Al Alamri', 'D'), ('Waleed Bakshween', 'M'), ('Mohammed Al Qarni', 'M'), ('Hernani', 'M'), ('Anselmo', 'M'), ('Luisinho', 'M'), ('Youssouf Niakate', 'F')]",7.03,6.69
635878,Al-Qadisiyah FC,Dhamk,2.0,1.0,Prince Saud bin Jalawi Stadium,Faisal Alblwi,2,2020-10-23T17:40:00+03:00,2020/2021,Match Finished,Y. Al Mannai,4-3-3,"[('Faisal Al-Masrahi', 'G'), ('Hamad Al Tohaifan', 'D'), ('Khalifah Aldawsari', 'D'), ('Rhys Williams', 'D'), ('Adel Al-Mawled', 'D'), ('Hassan Abu Sharara', 'M'), ('Edson', 'M'), ('Mihai Bordeianu', 'M'), ('Danilo Asprilla', 'F'), ('Carolus Andria', 'F'), ('Stanley Ohawuchi', 'F')]",N. Zekri,4-1-4-1,"[('Moustapha Zeghba', 'G'), ('Tariq Mohammed', 'D'), ('Farouk Chafaï', 'D'), ('Ibrahim Alnakhli', 'D'), ('Abdulrahman Khalid Al Rio', 'D'), ('Mohanad Al Najai', 'M'), ('Ibrahim Chenihi', 'M'), ('Bilel Saidani', 'M'), ('Ayman Al-Hujaili', 'M'), ('Mohammed Harzan Mohsen', 'M'), ('Emilio Zelaya', 'F')]",7.04,6.72
635879,Al-Raed,Al Shabab,2.0,2.0,King Abdullah bin Abdulaziz City,Sultan Al-Harbi,2,2020-10-23T18:05:00+03:00,2020/2021,Match Finished,B. Hasi,3-5-2,"[('Azzedine Doukha', 'G'), ('Aqel Al-Sahbi', 'D'), ('Nemanja Miletić', 'D'), ('Abdullah Al-Fahad', 'D'), ('Mohammed Al-Dosari', 'M'), ('Sultan Farhan', 'M'), ('Jalal Daoudi', 'M'), ('Arnaud Djoum', 'M'), ('Ahmad Zain', 'M'), ('Mohamed Al-Sahli', 'F'), ('Abdullah Almogren', 'F')]",Pedro Caixinha,4-5-1,"[('Giedrius Arlauskis', 'G'), ('Khaled Al-Ghamdi', 'D'), ('Igor Lichnovsky', 'D'), ('Ahmed Sharahili', 'D'), ('Abdullah Al Shamekh', 'D'), ('Cristian Guanca', 'M'), ('Mohammed Salem', 'M'), (""Alfred N'Diaye"", 'M'), ('Éver Banega', 'M'), ('Fábio Martins', 'M'), ('Makhete Diop', 'F')]",6.75,6.68
635880,Al-Faisaly FC,Al Baten,2.0,1.0,Al Majma'ah Sports City Stadium,Shukri Al Hanfosh,2,2020-10-23T19:55:00+03:00,2020/2021,Match Finished,,4-3-3,"[('Mustafa Malaika', 'G'), ('Khaled Daghriri', 'D'), ('Raphael Silva', 'D'), ('Igor Rossi', 'D'), ('Mohammed Qassem', 'D'), ('Ahmed Atalh Alanzy', 'M'), ('Alexander Merkel', 'M'), ('Abdulaziz Al-Shereid', 'M'), ('Khalid Al-Kaabi', 'F'), ('Júlio Tavares', 'F'), ('Ismail Omar', 'F')]",,4-3-2-1,"[('Mazyad Al Enazi', 'G'), ('Saad Al Khayri', 'D'), ('Renato Chaves', 'D'), ('Xandro Schenk', 'D'), ('Hassan Mohammed Raghfawi', 'D'), ('Dhaifallah Al-Qarni', 'M'), ('Khaleem Hyland', 'M'), ('Youssef El Jebli', 'M'), ('Abdalmajeed Obaid', 'M'), ('Mohamed Rayhi', 'M'), ('Hassan Sharahili', 'F')]",6.95,6.54
635881,Al-Ettifaq,Al-Ain,2.0,1.0,Prince Mohamed bin Fahd Stadium,Mohammed Al Qarni,2,2020-10-24T17:40:00+03:00,2020/2021,Match Finished,Khaled Al Atawi,4-3-2-1,"[(""Raïs M'Bolhi"", 'G'), ('Saleh Al Qumayzi', 'D'), ('Abdullah Khateeb', 'D'), ('Karol Mets', 'D'), ('Ail Fuad', 'D'), ('Filip Kiss', 'M'), ('Souza', 'M'), ('Hazzaa Al-Hazzaa', 'M'), ('Souleymane Doukara', 'M'), ('Naïm Sliti', 'M'), ('Abdullah Al-Salem', 'F')]",M. Skibbe,4-2-3-1,"[('Mohammed Mazyad Alshammari', 'G'), ('Mohammed Al-Shoraimi', 'D'), ('Hassan Al-Harbi', 'D'), ('Saif Hussain', 'D'), ('Yahia Al-Kabie', 'D'), ('Saphir Taïder', 'M'), ('Mohammed Nahiri', 'M'), ('Amadou Moutari', 'M'), ('Saeed Al-Zahrani', 'M'), ('Mohammad Fouad', 'M'), ('Getterson', 'F')]",7.05,6.77
635882,Al-Fateh,Al-Ittihad FC,2.0,2.0,Prince Abdullah bin Jalawi Sports City Stadium,Khaled Al Teris,2,2020-10-24T19:55:00+03:00,2020/2021,Match Finished,,4-4-2,"[('Maksym Koval', 'G'), ('Nawaf Boushal', 'D'), ('Amaar Al Dohaim', 'D'), ('Marwane Saadane', 'D'), ('Tawfiq Buhumaid', 'D'), ('Mourad Batna', 'M'), ('Sofiane Bendebka', 'M'), ('Mohammed Al-Fuhaid', 'M'), ('Ali Al-Zaqan', 'M'), ('Mitchell Te Vrede', 'F'), ('Hassan Al-Habib', 'F')]",,4-4-2,"[('Marcelo Grohe', 'G'), ('Saud Abdulhamid', 'D'), ('Ziyad Al-Sahafi', 'D'), ('Abdulmohsen Fallatah', 'D'), ('Hamdan Al-Shamrani', 'D'), ('Abdulaziz Al-Bishi', 'M'), ('Bruno Henrique', 'M'), ('Karim El Ahmadi', 'M'), ('Fahad Al Muwallad', 'M'), ('Romarinho', 'F'), ('Aleksandar Prijović', 'F')]",6.81,6.9
635883,Al Baten,Al-Raed,2.0,1.0,Al-Batin FC Stadium,Khaled Salwi,3,2020-10-29T16:50:00+03:00,2020/2021,Match Finished,José Garrido,4-2-3-1,"[('Martín Campaña', 'G'), ('Saad Al Khayri', 'D'), ('Renato Chaves', 'D'), ('Xandro Schenk', 'D'), ('Abdulmalek Al-Shammary', 'D'), ('Zakaria Al-Sudani', 'M'), ('Khaleem Hyland', 'M'), ('Youssef El Jebli', 'M'), ('Abdulaziz Damdam', 'M'), ('Mohamed Rayhi', 'M'), ('Fabio Abreu', 'F')]",B. Hasi,3-5-2,"[('Azzedine Doukha', 'G'), ('Aqel Al-Sahbi', 'D'), ('Nemanja Miletić', 'D'), ('Abdullah Al-Fahad', 'D'), ('Awdh Faraj', 'M'), ('Sultan Farhan', 'M'), ('Jalal Daoudi', 'M'), ('Arnaud Djoum', 'M'), ('Ahmad Zain', 'M'), ('Mohamed Al-Sahli', 'F'), ('Karim El Berkaoui', 'F')]",6.91,6.49
635884,Al-Qadisiyah FC,Al Taawon,1.0,0.0,Prince Saud bin Jalawi Stadium,Raed Al Zahrani,3,2020-10-29T18:50:00+03:00,2020/2021,Match Finished,Y. Al Mannai,4-3-3,"[('Faisal Al-Masrahi', 'G'), ('Hamad Al Tohaifan', 'D'), ('Uroš Vitas', 'D'), ('Rhys Williams', 'D'), ('Khalifah Aldawsari', 'D'), ('Abdulmohsen Al-Qahtani', 'M'), ('Edson', 'M'), ('Hassan Abu Sharara', 'M'), ('Carolus Andria', 'F'), ('Mihai Bordeianu', 'F'), ('Danilo Asprilla', 'F')]",Abdullah Assiri,4-2-3-1,"[('Hussein Shaian', 'G'), ('Yaseen Barnawi', 'D'), ('Ahmad Asiri', 'D'), ('Fahad Al Hamad', 'D'), ('Hassan Kadesh', 'D'), ('Mutair Al Zahrani', 'M'), ('Mohammed Abusabaan', 'M'), ('Mitchell Duke', 'M'), ('Faisal Darwish', 'M'), ('Abdullah Al-Jawaey', 'M'), ('Léandre Tawamba', 'F')]",7.2,6.78
635885,Al-Ain,Al-Fateh,2.0,4.0,King Saud Sport City Stadium,Mohammed Alharbi,3,2020-10-30T14:40:00+03:00,2020/2021,Match Finished,M. Skibbe,4-2-3-1,"[('Mohammed Mazyad Alshammari', 'G'), ('Mohammed Al-Shoraimi', 'D'), ('Hassan Al-Harbi', 'D'), ('Saif Hussain', 'D'), ('Yahia Al-Kabie', 'D'), ('Filip Bradarić', 'M'), ('Mohammed Nahiri', 'M'), ('Amadou Moutari', 'M'), ('Juanpi Añor', 'M'), ('Mohammad Fouad', 'M'), ('Getterson', 'F')]",Y. Ferrera,4-2-3-1,"[('Maksym Koval', 'G'), ('Nawaf Boushal', 'D'), ('Amaar Al Dohaim', 'D'), ('Fahd Mohammed Al-Harbi', 'D'), ('Tawfiq Buhumaid', 'D'), ('Majed Omar Kanabah', 'M'), ('Mohammed Al-Fuhaid', 'M'), ('Mourad Batna', 'M'), ('Hassan Al-Habib', 'M'), ('Ali Al-Zaqan', 'M'), ('Saša Jovanović', 'F')]",6.78,6.78
635886,Al Wehda Club,Al-Faisaly FC,1.0,2.0,King Abdulaziz Sports City Stadium,Khaled Al Teris,3,2020-10-30T18:50:00+03:00,2020/2021,Match Finished,,4-2-3-1,"[('Abdullah Hussein Al Owisher', 'G'), ('Ali Alzubaidi', 'D'), ('Alberto Botía', 'D'), ('Pedro Henrique', 'D'), ('Mohammed Al Alamri', 'D'), ('Anselmo', 'M'), ('Mohammed Al Qarni', 'M'), ('Hernani', 'M'), ('Dimitri Petratos', 'M'), ('Luisinho', 'M'), ('Youssouf Niakate', 'F')]",,4-3-3,"[('Ahmed Al-Kassar', 'G'), ('Khaled Daghriri', 'D'), ('Waleed Al-Ahmed', 'D'), ('Igor Rossi', 'D'), ('Mohammed Qassem', 'D'), ('Ahmed Atallah Alanzy', 'M'), ('Hicham Faik', 'M'), ('Abdulaziz Al-Shereid', 'M'), ('Ahmed Ashraf', 'F'), ('Júlio Tavares', 'F'), ('Guilherme Augusto', 'F')]",6.66,6.93
635887,Al-Hilal Saudi FC,Dhamk,2.0,0.0,Prince Faisal bin Fahd Stadium,Turki Al Khudair,3,2020-10-31T16:50:00+03:00,2020/2021,Match Finished,R. Lucescu,4-2-3-1,"[('Abdullah Al-Mayouf', 'G'), ('Mohammed Al-Burayk', 'D'), ('Hyun Soo Jang', 'D'), ('Mohammed Jahfali', 'D'), ('Yasir Al-Shahrani', 'D'), ('Salman Al-Faraj', 'M'), ('Gustavo Cuéllar', 'M'), ('André Carrillo', 'M'), ('Sebastian Giovinco', 'M'), ('Salem Al-Dawsari', 'M'), ('Bafetimbi Gomis', 'F')]",N. Zekri,4-1-4-1,"[('Moustapha Zeghba', 'G'), ('Tariq Mohammed', 'D'), ('Farouk Chafaï', 'D'), ('Abdullah Al-Amar', 'D'), ('Cristian Lema', 'D'), ('Sergio Vittor', 'M'), ('Ibrahim Chenihi', 'M'), ('Bilel Saidani', 'M'), ('Mohmad Atiah', 'M'), ('Mohammed Harzan Mohsen', 'M'), ('Emilio Zelaya', 'F')]",7.46,6.42
635888,Abha,Al-Ettifaq,3.0,2.0,Prince Sultan bin Abdulaziz Sports City Stadium,Faisal Alblwi,3,2020-10-31T17:15:00+03:00,2020/2021,Match Finished,A. Chebbi,4-2-3-1,"[('Abdelali Mhamdi', 'G'), ('Saeed Al Hamsal', 'D'), ('Mehdi Tahrat', 'D'), ('Amine Attouchi', 'D'), ('Saeed Ali', 'D'), ('Karim Aouadhi', 'M'), ('Riyadh Sharahili', 'M'), ('Saleh Al-Amri', 'M'), ('Saad Bguir', 'M'), ('Craig Goodwin', 'M'), ('Carlos Strandberg', 'F')]",Khaled Al Atawi,4-3-2-1,"[(""Raïs M'Bolhi"", 'G'), ('Saleh Al Qumayzi', 'D'), ('Saeed Al-Rabiei', 'D'), ('Karol Mets', 'D'), ('Ail Fuad', 'D'), ('Filip Kiss', 'M'), ('Souza', 'M'), ('Hazzaa Al-Hazzaa', 'M'), ('Souleymane Doukara', 'M'), ('Naïm Sliti', 'M'), ('Walid Azarou', 'F')]",6.97,6.46
635889,Al-Ittihad FC,Al-Ahli Jeddah,2.0,0.0,King Abdullah Sports City,Majed Al Shamrani,3,2020-10-31T18:50:00+03:00,2020/2021,Match Finished,,4-4-2,"[('Marcelo Grohe', 'G'), ('Saud Abdulhamid', 'D'), ('Ziyad Al-Sahafi', 'D'), ('Hassan Al-Asmari', 'D'), ('Hamdan Al-Shamrani', 'D'), ('Abdulaziz Al-Bishi', 'M'), ('Bruno Henrique', 'M'), ('Karim El Ahmadi', 'M'), ('Garry Rodrigues', 'M'), ('Romarinho', 'F'), ('Fahad Al Muwallad', 'F')]",,4-2-3-1,"[('Yasser Al-Mosailem', 'G'), ('Hassoun', 'D'), ('Mohammed Al-Khabrani', 'D'), ('Motaz Hawsawi', 'D'), ('Lucas Lima', 'D'), ('Ljubomir Fejsa', 'M'), ('Driss Fettouhi', 'M'), ('Salman Al-Muwashar', 'M'), ('Hussain Al Moqahwi', 'M'), ('Alexandru Mitriță', 'M'), ('Omar Al-Soma', 'F')]",6.99,6.68
635890,Al Shabab,Al-Nassr,2.0,1.0,Prince Faisal bin Fahd Stadium,Shukri Al Hanfosh,3,2020-11-01T18:50:00+03:00,2020/2021,Match Finished,Pedro Caixinha,3-4-2-1,"[('Giedrius Arlauskis', 'G'), ('Mohammed Salem', 'D'), ('Igor Lichnovsky', 'D'), ('Ahmed Sharahili', 'D'), ('Fawaz Al-Sagour', 'M'), (""Alfred N'Diaye"", 'M'), ('Éver Banega', 'M'), ('Abdullah Al Shamekh', 'M'), ('Cristian Guanca', 'F'), ('Fábio Martins', 'F'), ('Makhete Diop', 'F')]",Rui Vitória,4-2-3-1,"[('Brad Jones', 'G'), ('Osama Al Khalaf', 'D'), ('Ali Al-Oujami', 'D'), ('Abdulelah Alamri', 'D'), ('Jin-su Kim', 'D'), ('Petros', 'M'), ('Ali Mukhtar', 'M'), ('Gonzalo Martinez', 'M'), ('Ali Al-Hassan', 'M'), ('Yahia Al-Shehri', 'M'), ('Raed Al-Ghamdi', 'F')]",6.9,6.82
635891,Al Wehda Club,Al-Raed,2.0,3.0,King Abdulaziz Sports City Stadium,Majed Al Shamrani,4,2020-11-05T18:45:00+03:00,2020/2021,Match Finished,,4-2-3-1,"[('Abdullah Hussein Al Owisher', 'G'), ('Ali Alzubaidi', 'D'), ('Alberto Botía', 'D'), ('Pedro Henrique', 'D'), ('Hamad Al Jayzani', 'D'), ('Waleed Bakshween', 'M'), ('Mohammed Al Qarni', 'M'), ('Hernani', 'M'), ('Anselmo', 'M'), ('Hussain Ahmed Al Issa', 'M'), ('Youssouf Niakate', 'F')]",,3-5-2,"[('Azzedine Doukha', 'G'), ('Nemanja Miletić', 'D'), ('Abdullah Al-Fahad', 'D'), ('Hussain Al-Showaish', 'D'), ('Aqel Al-Sahbi', 'M'), ('Abdullah Magrshi', 'M'), ('Jalal Daoudi', 'M'), ('Abdullah Almogren', 'M'), ('Awdh Faraj', 'M'), ('Karim El Berkaoui', 'F'), ('Nemanja Nikolic', 'F')]",6.66,6.73
635892,Dhamk,Al-Faisaly FC,0.0,0.0,Prince Sultan bin Abdulaziz Sports City Stadium,Sultan Al-Harbi,4,2020-11-06T14:35:00+03:00,2020/2021,Match Finished,N. Zekri,4-1-4-1,"[('Moustapha Zeghba', 'G'), ('Tariq Mohammed', 'D'), ('Farouk Chafaï', 'D'), ('Cristian Lema', 'D'), ('Abdullah Al-Amar', 'D'), ('Sergio Vittor', 'M'), ('Mansour Hamzi', 'M'), ('Bilel Saidani', 'M'), ('Mohmad Atiah', 'M'), ('Mohammed Harzan Mohsen', 'M'), ('Emilio Zelaya', 'F')]",Péricles Chamusca,4-3-3,"[('Ahmed Al-Kassar', 'G'), ('Khaled Daghriri', 'D'), ('Waleed Al-Ahmed', 'D'), ('Igor Rossi', 'D'), ('Mohmmed Al-Nukhylan', 'D'), ('Alexander Merkel', 'M'), ('Abdulaziz Al-Shereid', 'M'), ('Ismail Omar', 'M'), ('Ahmed Ashraf', 'F'), ('Júlio Tavares', 'F'), ('Guilherme Augusto', 'F')]",6.99,6.88
635893,Al-Ettifaq,Al-Hilal Saudi FC,0.0,2.0,Prince Saud bin Jalawi Stadium,Khaled Al Teris,4,2020-11-06T16:30:00+03:00,2020/2021,Match Finished,Khaled Al Atawi,4-3-2-1,"[(""Raïs M'Bolhi"", 'G'), ('Alhwsawi Sanousi Mohammed', 'D'), ('Saeed Al-Rabiei', 'D'), ('Karol Mets', 'D'), ('Abdullah Khateeb', 'D'), ('Saad Alselouli', 'M'), ('Souza', 'M'), ('Filip Kiss', 'M'), ('Souleymane Doukara', 'M'), ('Naïm Sliti', 'M'), ('Walid Azarou', 'F')]",R. Lucescu,4-2-3-1,"[('Abdullah Al-Mayouf', 'G'), ('Mohammed Al-Burayk', 'D'), ('Hyun Soo Jang', 'D'), ('Ali Al-Boleahi', 'D'), ('Yasir Al-Shahrani', 'D'), ('Salman Al-Faraj', 'M'), ('Gustavo Cuéllar', 'M'), ('André Carrillo', 'M'), ('Sebastian Giovinco', 'M'), ('Salem Al-Dawsari', 'M'), ('Bafetimbi Gomis', 'F')]",6.66,7.08
635894,Al Baten,Abha,3.0,0.0,Al-Batin FC Stadium,Mohammed Al Esmaiel,4,2020-11-06T16:45:00+03:00,2020/2021,Match Finished,José Garrido,4-2-3-1,"[('Martín Campaña', 'G'), ('Saad Al Khayri', 'D'), ('Renato Chaves', 'D'), ('Xandro Schenk', 'D'), ('Hassan Mohammed Raghfawi', 'D'), ('Dhaifallah Al-Qarni', 'M'), ('Zakaria Al-Sudani', 'M'), ('Mohamed Rayhi', 'M'), ('Youssef El Jebli', 'M'), ('Yousef Al-Shammari', 'M'), ('Fabio Abreu', 'F')]",A. Chebbi,4-2-3-1,"[('Abdelali Mhamdi', 'G'), ('Saeed Al Hamsal', 'D'), ('Mehdi Tahrat', 'D'), ('Amine Attouchi', 'D'), ('Saeed Ali', 'D'), ('Karim Aouadhi', 'M'), ('Abdulrahman Al-Barakah', 'M'), ('Saleh Al-Amri', 'M'), ('Saad Bguir', 'M'), ('Craig Goodwin', 'M'), ('Muath Afaneh', 'F')]",7.24,6.49
635895,Al-Ittihad FC,Al Taawon,1.0,1.0,King Abdullah Sports City,Mohammed Al Qarni,4,2020-11-06T18:45:00+03:00,2020/2021,Match Finished,,4-4-2,"[('Marcelo Grohe', 'G'), ('Saud Abdulhamid', 'D'), ('Ziyad Al-Sahafi', 'D'), ('Ahmed Hegazy', 'D'), ('Hamdan Al-Shamrani', 'D'), ('Abdulaziz Al-Bishi', 'M'), ('Bruno Henrique', 'M'), ('Karim El Ahmadi', 'M'), ('Garry Rodrigues', 'M'), ('Romarinho', 'F'), ('Abdulelah Al Malki', 'F')]",,4-2-3-1,"[('Hussein Shaian', 'G'), ('Yaseen Barnawi', 'D'), ('Fahad Al Hamad', 'D'), ('Nawaf Al-Sabhi', 'D'), ('Hassan Kadesh', 'D'), ('Ryan Al-Mousa', 'M'), ('Sandro Manoel', 'M'), ('Mitchell Duke', 'M'), ('Ali Alnemer', 'M'), ('Abdullah Al-Jawaey', 'M'), ('Mohammed Al Sahlawi', 'F')]",6.73,6.66
635896,Al-Ain,Al-Ahli Jeddah,3.0,4.0,King Saud Sport City Stadium,Abdullah Al-Shehri,4,2020-11-07T14:35:00+03:00,2020/2021,Match Finished,,4-2-3-1,"[('Ameen Bokhari', 'G'), ('Mohammed Al-Shoraimi', 'D'), ('Hassan Al-Harbi', 'D'), ('Mohammed Nahiri', 'D'), ('Saif Hussain', 'D'), ('Filip Bradarić', 'M'), ('Saphir Taïder', 'M'), ('Amadou Moutari', 'M'), ('Juanpi Añor', 'M'), ('Mohammad Fouad', 'M'), ('Getterson', 'F')]",V. Milojević,4-2-3-1,"[('Yasser Al-Mosailem', 'G'), ('Hassoun', 'D'), ('Mohammed Al-Khabrani', 'D'), ('Motaz Hawsawi', 'D'), ('Lucas Lima', 'D'), ('Ljubomir Fejsa', 'M'), ('Nouh Al-Mousa', 'M'), ('Samuel Owusu', 'M'), ('Driss Fettouhi', 'M'), ('Alexandru Mitriță', 'M'), ('Omar Al-Soma', 'F')]",6.67,6.89
635897,Al-Fateh,Al Shabab,1.0,3.0,Prince Abdullah bin Jalawi Sports City Stadium,Faisal Alblwi,4,2020-11-07T16:35:00+03:00,2020/2021,Match Finished,Y. Ferrera,4-2-3-1,"[('Maksym Koval', 'G'), ('Nawaf Boushal', 'D'), ('Amaar Al Dohaim', 'D'), ('Fahd Mohammed Al-Harbi', 'D'), ('Tawfiq Buhumaid', 'D'), ('Majed Omar Kanabah', 'M'), ('Sofiane Bendebka', 'M'), ('Mohammed Al Saeed', 'M'), ('Mohammed Al-Fuhaid', 'M'), ('Gustav Wikheim', 'M'), ('Mourad Batna', 'F')]",Pedro Caixinha,3-4-2-1,"[('Giedrius Arlauskis', 'G'), ('Mohammed Salem', 'D'), ('Igor Lichnovsky', 'D'), ('Ahmed Sharahili', 'D'), ('Fawaz Al-Sagour', 'M'), (""Alfred N'Diaye"", 'M'), ('Éver Banega', 'M'), ('Abdullah Al Shamekh', 'M'), ('Cristian Guanca', 'F'), ('Fábio Martins', 'F'), ('Makhete Diop', 'F')]",6.37,7.09
635898,Al-Nassr,Al-Qadisiyah FC,2.0,0.0,Prince Faisal bin Fahd Stadium,Turki Al Khudair,4,2020-11-07T18:45:00+03:00,2020/2021,Match Finished,Rui Vitória,4-2-3-1,"[('Brad Jones', 'G'), ('Osama Al Khalaf', 'D'), ('Ali Al-Oujami', 'D'), ('Abdulelah Alamri', 'D'), ('Abdulrahman Al-Obaid', 'D'), ('Abdulmajeed Al-Sulaiheem', 'M'), ('Ali Mukhtar', 'M'), ('Ayman Yahya', 'M'), ('Ali Al-Hassan', 'M'), ('Raed Al-Ghamdi', 'M'), ('Firas Albirakan', 'F')]",Y. Al Mannai,4-1-4-1,"[('Faisal Al-Masrahi', 'G'), ('Hamad Al Tohaifan', 'D'), ('Uroš Vitas', 'D'), ('Rhys Williams', 'D'), ('Khalifah Aldawsari', 'D'), ('Edson', 'M'), ('Abdulmohsen Al-Qahtani', 'M'), ('Hassan Abu Sharara', 'M'), ('Mihai Bordeianu', 'M'), ('Stanley Ohawuchi', 'M'), ('Carolus Andria', 'F')]",7.22,6.75
635900,Al-Raed,Abha,2.0,1.0,King Abdullah bin Abdulaziz City,Shukri Al Hanfosh,5,2020-11-23T14:15:00+03:00,2020/2021,Match Finished,B. Hasi,3-5-2,"[('Ahmad Al Harbi', 'G'), ('Nemanja Miletić', 'D'), ('Abdullah Al-Fahad', 'D'), ('Khalid Al-Khathlan', 'D'), ('Aqel Al-Sahbi', 'M'), ('Sultan Farhan', 'M'), ('Mohammed Fouzair', 'M'), ('Arnaud Djoum', 'M'), ('Ahmad Zain', 'M'), ('Karim El Berkaoui', 'F'), ('Nemanja Nikolic', 'F')]",A. Chebbi,4-2-3-1,"[('Abdelali Mhamdi', 'G'), ('Fahad Bin Jumayah', 'D'), ('Mehdi Tahrat', 'D'), ('Ahmad Al Hbeab', 'D'), ('Saeed Ali', 'D'), ('Karim Aouadhi', 'M'), ('Riyadh Sharahili', 'M'), ('Saleh Al-Amri', 'M'), ('Saad Bguir', 'M'), ('Craig Goodwin', 'M'), ('Carlos Strandberg', 'F')]",6.87,6.85
635899,Dhamk,Al-Ain,0.0,2.0,Prince Sultan bin Abdulaziz Sports City Stadium,Ahmad Al Rumaikhani,5,2020-11-23T14:30:00+03:00,2020/2021,Match Finished,N. Zekri,4-1-4-1,"[('Moustapha Zeghba', 'G'), ('Tariq Mohammed', 'D'), ('Farouk Chafaï', 'D'), ('Cristian Lema', 'D'), ('Abdullah Al-Amar', 'D'), ('Sergio Vittor', 'M'), ('Mansour Hamzi', 'M'), ('Ibrahim Chenihi', 'M'), ('Mohmad Atiah', 'M'), ('Ayman Al-Hujaili', 'M'), ('Emilio Zelaya', 'F')]",M. Skibbe,3-5-2,"[('Ameen Bokhari', 'G'), ('Hassan Al-Harbi', 'D'), ('Bastos', 'D'), ('Saif Hussain', 'D'), ('Mohammed Al-Shoraimi', 'M'), ('Filip Bradarić', 'M'), ('Saphir Taïder', 'M'), ('Mohammed Nahiri', 'M'), ('Nawwaf Al Harthi', 'M'), ('Faisal Al-Jamaan', 'F'), ('Getterson', 'F')]",6.54,7.06
635902,Al-Qadisiyah FC,Al Baten,2.0,2.0,Prince Mohamed bin Fahd Stadium,Abdullah Al-Harbi,5,2020-11-23T16:25:00+03:00,2020/2021,Match Finished,Y. Al Mannai,4-1-4-1,"[('Faisal Al-Masrahi', 'G'), ('Hamad Al Tohaifan', 'D'), ('Uroš Vitas', 'D'), ('Rhys Williams', 'D'), ('Abdi Faris', 'D'), ('Edson', 'M'), ('Stanley Ohawuchi', 'M'), ('Mansour Al-Najar', 'M'), ('Mihai Bordeianu', 'M'), ('Hassan Al-Amri', 'M'), ('Abdullah Alhdheriti', 'F')]",José Garrido,4-2-3-1,"[('Martín Campaña', 'G'), ('Saad Al Khayri', 'D'), ('Renato Chaves', 'D'), ('Xandro Schenk', 'D'), ('Hassan Mohammed Raghfawi', 'D'), ('Zakaria Al-Sudani', 'M'), ('Khaleem Hyland', 'M'), ('Mohamed Rayhi', 'M'), ('Yousef Al-Shammari', 'M'), ('Youssef El Jebli', 'M'), ('Fabio Abreu', 'F')]",6.75,6.74
635906,Al-Faisaly FC,Al-Ittihad FC,1.0,1.0,Al Majma'ah Sports City Stadium,Faisal Alblwi,5,2020-11-23T16:45:00+03:00,2020/2021,Match Finished,Péricles Chamusca,4-2-3-1,"[('Mustafa Malaika', 'G'), ('Khaled Daghriri', 'D'), ('Raphael Silva', 'D'), ('Igor Rossi', 'D'), ('Mohammed Qassem', 'D'), ('Alexander Merkel', 'M'), ('Hicham Faik', 'M'), ('Ahmed Ashraf', 'M'), ('Romain Amalfitano', 'M'), ('Guilherme Augusto', 'M'), ('Júlio Tavares', 'F')]",Fábio Carille,4-4-2,"[('Marcelo Grohe', 'G'), ('Saud Abdulhamid', 'D'), ('Omar Hawsawi', 'D'), ('Ahmed Hegazy', 'D'), ('Muhannad Alshanqeeti', 'D'), ('Abdulaziz Al-Bishi', 'M'), ('Bruno Henrique', 'M'), ('Abdulelah Al Malki', 'M'), ('Garry Rodrigues', 'M'), ('Romarinho', 'F'), ('Aleksandar Prijović', 'F')]",6.83,6.87
