fixture_id,home_team,away_team,home_goals,away_goals,venue,date,season,home_coach,away_coach,home_formation,away_formation,home_players,away_players,round,status,H_avg_ratings,A_avg_ratings
635922,Al-Nassr,Al-Ettifaq,2.0,2.0,King Fahd International Stadium,2020-12-07 18:45:00,2020/2021,Rui Vitória,Khaled Al Atawi,4-2-3-1,4-4-2,"[('Brad Jones', 'G'), ('Sultan Al-Ghannam', 'D'), ('Maicon', 'D'), ('Abdullah Madu', 'D'), ('Jin-su Kim', 'D'), ('Abdullah Alkhaibari', 'M'), ('Petros', 'M'), ('Osama Al Khalaf', 'M'), ('Ayman Yahya', 'M'), ('Ali Al-Hassan', 'M'), ('Abderazak Hamdallah', 'F')]","[(""Raïs M'Bolhi"", 'G'), ('Saleh Al Qumayzi', 'D'), ('Saeed Al-Rabiei', 'D'), ('Karol Mets', 'D'), ('Abdullah Khateeb', 'D'), ('Mohammed Al Kuwaykibi', 'M'), ('Filip Kiss', 'M'), ('Souza', 'M'), ('Naïm Sliti', 'M'), ('Souleymane Doukara', 'F'), ('Abdullah Al-Salem', 'F')]",7,Match Finished,6.77,6.83
635924,Al-Ain,Al-Qadisiyah FC,1.0,2.0,King Saud Sport City Stadium,2020-12-11 14:35:00,2020/2021,M. Skibbe,Y. Al Mannai,3-4-1-2,4-3-3,"[('Ameen Bokhari', 'G'), ('Hassan Al-Harbi', 'D'), ('Bastos', 'D'), ('Saif Hussain', 'D'), ('Mohammed Al-Shoraimi', 'M'), ('Filip Bradarić', 'M'), ('Nawwaf Al Harthi', 'M'), ('Yahia Al-Kabie', 'M'), ('Saphir Taïder', 'F'), ('Amadou Moutari', 'F'), ('Getterson', 'F')]","[('Faisal Al-Masrahi', 'G'), ('Hamad Al Tohaifan', 'D'), ('Uroš Vitas', 'D'), ('Rhys Williams', 'D'), ('Khalifah Aldawsari', 'D'), ('Mihai Bordeianu', 'M'), ('Edson', 'M'), ('Hassan Al-Amri', 'M'), ('Danilo Asprilla', 'F'), ('Carolus Andria', 'F'), ('Stanley Ohawuchi', 'F')]",8,Match Finished,6.89,7.0
635927,Al-Raed,Al-Faisaly FC,0.0,2.0,King Abdullah bin Abdulaziz City,2020-12-11 16:50:00,2020/2021,B. Hasi,Péricles Chamusca,3-1-4-2,4-2-3-1,"[('Azzedine Doukha', 'G'), ('Abdullah Al-Fahad', 'D'), ('Nemanja Miletić', 'D'), ('Hussain Al-Showaish', 'D'), ('Sultan Farhan', 'M'), ('Mohammed Fouzair', 'M'), ('Jalal Daoudi', 'M'), ('Arnaud Djoum', 'M'), ('Khalid Al-Khathlan', 'M'), ('Nemanja Nikolic', 'F'), ('Karim El Berkaoui', 'F')]","[('Mustafa Malaika', 'G'), ('Abdullah Alhassan', 'D'), ('Raphael Silva', 'D'), ('Igor Rossi', 'D'), ('Mohammed Qassem', 'D'), ('Alexander Merkel', 'M'), ('Hicham Faik', 'M'), ('Ahmed Ashraf', 'M'), ('Romain Amalfitano', 'M'), ('Guilherme Augusto', 'M'), ('Júlio Tavares', 'F')]",8,Match Finished,6.86,7.1
635925,Al-Ettifaq,Dhamk,4.0,2.0,Prince Mohamed bin Fahd Stadium,2020-12-12 16:25:00,2020/2021,Khaled Al Atawi,N. Zekri,4-4-2,4-1-4-1,"[(""Raïs M'Bolhi"", 'G'), ('Saleh Al Qumayzi', 'D'), ('Hamad Alsayyaf', 'D'), ('Karol Mets', 'D'), ('Alhwsawi Sanousi Mohammed', 'D'), ('Mohammed Al Kuwaykibi', 'M'), ('Ali Hazazi', 'M'), ('Souza', 'M'), ('Naïm Sliti', 'M'), ('Souleymane Doukara', 'F'), ('Abdullah Al-Salem', 'F')]","[('Moustapha Zeghba', 'G'), ('Tariq Mohammed', 'D'), ('Farouk Chafaï', 'D'), ('Sergio Vittor', 'D'), ('Mohammed Alzubaidi', 'D'), ('Mohanad Al Najai', 'M'), ('Mazen Abusharara', 'M'), ('Abdulaziz Majrashi', 'M'), ('Bilel Saidani', 'M'), ('Mohammed Harzan Mohsen', 'M'), ('Emilio Zelaya', 'F')]",8,Match Finished,7.01,6.55
635926,Al-Fateh,Al Baten,1.0,2.0,Prince Abdullah bin Jalawi Sports City Stadium,2020-12-12 16:30:00,2020/2021,Y. Ferrera,José Garrido,4-2-3-1,4-3-3,"[('Maksym Koval', 'G'), ('Nawaf Boushal', 'D'), ('Amaar Al Dohaim', 'D'), ('Marwane Saadane', 'D'), ('Tawfiq Buhumaid', 'D'), ('Mohammed Al-Fuhaid', 'M'), ('Sofiane Bendebka', 'M'), ('Mourad Batna', 'M'), ('Ali Al-Zaqan', 'M'), ('Hassan Al-Habib', 'M'), ('Mohammed Al Saeed', 'F')]","[('Martín Campaña', 'G'), ('Saad Al Khayri', 'D'), ('Renato Chaves', 'D'), ('Xandro Schenk', 'D'), ('Omar Aloudah', 'D'), ('Dhaifallah Al-Qarni', 'M'), ('Zakaria Al-Sudani', 'M'), ('Youssef El Jebli', 'M'), ('Mohamed Rayhi', 'F'), ('Fabio Abreu', 'F'), ('Rakan Shamlan', 'F')]",8,Match Finished,6.72,6.98
635930,Al-Nassr,Al-Ahli Jeddah,1.0,2.0,King Fahd International Stadium,2020-12-12 18:45:00,2020/2021,Rui Vitória,V. Milojević,4-2-3-1,4-3-3,"[('Brad Jones', 'G'), ('Sultan Al-Ghannam', 'D'), ('Maicon', 'D'), ('Abdullah Madu', 'D'), ('Jin-su Kim', 'D'), ('Petros', 'M'), ('Abdullah Alkhaibari', 'M'), ('Nordin Amrabat', 'M'), ('Gonzalo Martinez', 'M'), ('Ayman Yahya', 'M'), ('Abderazak Hamdallah', 'F')]","[('Mohammed Al-Owais', 'G'), ('Hassoun', 'D'), ('Motaz Hawsawi', 'D'), ('Abdulbaset Al-Hindi', 'D'), ('Lucas Lima', 'D'), ('Nouh Al-Mousa', 'M'), ('Ljubomir Fejsa', 'M'), ('Driss Fettouhi', 'M'), ('Salman Al-Muwashar', 'F'), ('Samuel Owusu', 'F'), ('Alexandru Mitriță', 'F')]",8,Match Finished,6.82,7.13
635929,Al-Hilal Saudi FC,Al Wehda Club,1.0,2.0,King Fahd International Stadium,2020-12-13 18:45:00,2020/2021,R. Lucescu,Ivo Vieira,4-2-3-1,4-2-3-1,"[('Abdullah Al-Jadani', 'G'), ('Mohammed Al-Burayk', 'D'), ('Hyun Soo Jang', 'D'), ('Ali Al-Boleahi', 'D'), ('Madallah Al-Olayan', 'D'), ('Mohamed Kanno', 'M'), ('Salman Al-Faraj', 'M'), ('André Carrillo', 'M'), ('Omar Kharbin', 'M'), ('Salem Al-Dawsari', 'M'), ('Bafetimbi Gomis', 'F')]","[('Abdullah Hussein Al Owisher', 'G'), ('Naif Kariri', 'D'), ('Alberto Botía', 'D'), ('Noor Al-Rashidi', 'D'), ('Hamad Al Jayzani', 'D'), ('Anselmo', 'M'), ('Waleed Bakshween', 'M'), ('Hussain Ahmed Al Issa', 'M'), ('Dimitri Petratos', 'M'), ('Ayman Al-Khalif', 'M'), ('Ahmed Abdoh Jaber', 'F')]",8,Match Finished,6.75,6.83
635935,Al Baten,Al-Nassr,1.0,2.0,Al-Batin FC Stadium,2020-12-21 14:10:00,2020/2021,José Garrido,Rui Vitória,4-2-3-1,4-2-3-1,"[('Martín Campaña', 'G'), ('Saad Al Khayri', 'D'), ('Naif Almas', 'D'), ('Xandro Schenk', 'D'), ('Omar Aloudah', 'D'), ('Dhaifallah Al-Qarni', 'M'), ('Zakaria Al-Sudani', 'M'), ('Mohamed Rayhi', 'M'), ('Youssef El Jebli', 'M'), ('Rakan Shamlan', 'M'), ('Fabio Abreu', 'F')]","[('Brad Jones', 'G'), ('Sultan Al-Ghannam', 'D'), ('Maicon', 'D'), ('Abdullah Madu', 'D'), ('Abdulrahman Al-Obaid', 'D'), ('Abdullah Alkhaibari', 'M'), ('Petros', 'M'), ('Nordin Amrabat', 'M'), ('Sami Al-Najei', 'M'), ('Gonzalo Martinez', 'M'), ('Abderazak Hamdallah', 'F')]",9,Match Finished,6.76,6.83
635932,Al-Qadisiyah FC,Al-Hilal Saudi FC,1.0,3.0,Prince Saud bin Jalawi Stadium,2020-12-21 16:30:00,2020/2021,Y. Al Mannai,R. Lucescu,4-3-3,4-4-2,"[('Faisal Al-Masrahi', 'G'), ('Hamad Al Tohaifan', 'D'), ('Rhys Williams', 'D'), ('Uroš Vitas', 'D'), ('Khalifah Aldawsari', 'D'), ('Mihai Bordeianu', 'M'), ('Edson', 'M'), ('Hassan Al-Amri', 'M'), ('Hassan Abu Sharara', 'F'), ('Carolus Andria', 'F'), ('Stanley Ohawuchi', 'F')]","[('Habib Al-Wutaian', 'G'), ('Mohammed Al-Burayk', 'D'), ('Hyun Soo Jang', 'D'), ('Mohammed Jahfali', 'D'), ('Madallah Al-Olayan', 'D'), ('André Carrillo', 'M'), ('Gustavo Cuéllar', 'M'), ('Salman Al-Faraj', 'M'), ('Salem Al-Dawsari', 'M'), ('Bafetimbi Gomis', 'F'), ('Luciano Vietto', 'F')]",9,Match Finished,6.71,7.06
635938,Al Taawon,Al Shabab,4.0,0.0,King Abdullah bin Abdulaziz City,2020-12-21 16:55:00,2020/2021,Abdullah Assiri,Pedro Caixinha,4-4-2,4-2-3-1,"[('Cássio', 'G'), ('Yaseen Barnawi', 'D'), ('Iago Santos', 'D'), ('Nawaf Al-Sabhi', 'D'), ('Hassan Kadesh', 'D'), ('Abdoulaye Sane', 'M'), ('Cedric Amissi', 'M'), ('Sandro Manoel', 'M'), ('Sumaihan Al-Nabet', 'M'), ('Mitchell Duke', 'F'), ('Léandre Tawamba', 'F')]","[('Majed Zaid', 'G'), ('Fawaz Al-Sagour', 'D'), ('Ahmed Sharahili', 'D'), ('Khaled Al Dubaysh', 'D'), ('Moteb Al-Harbi', 'D'), (""Alfred N'Diaye"", 'M'), ('Jamal Bajandouh', 'M'), ('Cristian Guanca', 'M'), ('Éver Banega', 'M'), ('Fábio Martins', 'M'), ('Abdullah Alhamddan', 'F')]",9,Match Finished,7.29,6.64
635934,Al-Ittihad FC,Al-Raed,0.0,0.0,King Abdulaziz Sports City Stadium,2020-12-21 18:50:00,2020/2021,Fábio Carille,B. Hasi,4-2-3-1,4-1-4-1,"[('Marcelo Grohe', 'G'), ('Saud Abdulhamid', 'D'), ('Ziyad Al-Sahafi', 'D'), ('Ahmed Hegazy', 'D'), ('Hamdan Al-Shamrani', 'D'), ('Khaled Al-Semeiry', 'M'), ('Karim El Ahmadi', 'M'), ('Abdulrahman Alobud', 'M'), ('Abdulaziz Al-Bishi', 'M'), ('Garry Rodrigues', 'M'), ('Aleksandar Prijović', 'F')]","[('Azzedine Doukha', 'G'), ('Mohammed Al-Dosari', 'D'), ('Nemanja Miletić', 'D'), ('Abdullah Al-Fahad', 'D'), ('Khalid Al-Khathlan', 'D'), ('Sultan Farhan', 'M'), ('Mohammed Fouzair', 'M'), ('Arnaud Djoum', 'M'), ('Jalal Daoudi', 'M'), ('Ahmad Zain', 'M'), ('Nemanja Nikolic', 'F')]",9,Match Finished,6.94,7.04
635933,Dhamk,Abha,2.0,1.0,Prince Sultan bin Abdulaziz Sports City Stadium,2020-12-22 14:40:00,2020/2021,N. Zekri,A. Chebbi,4-1-4-1,4-2-3-1,"[('Khaled Mohammed Shraheli', 'G'), ('Tariq Mohammed', 'D'), ('Farouk Chafaï', 'D'), ('Sergio Vittor', 'D'), ('Mohammed Alzubaidi', 'D'), ('Mohanad Al Najai', 'M'), ('Ibrahim Chenihi', 'M'), ('Bilel Saidani', 'M'), ('Muhannad Fallatah', 'M'), ('Mohammed Harzan Mohsen', 'M'), ('Emilio Zelaya', 'F')]","[('Abdelali Mhamdi', 'G'), ('Saeed Al Hamsal', 'D'), ('Mehdi Tahrat', 'D'), ('Amine Attouchi', 'D'), ('Sari Amro', 'D'), ('Karim Aouadhi', 'M'), ('Riyadh Sharahili', 'M'), ('Saleh Al-Amri', 'M'), ('Saad Bguir', 'M'), ('Craig Goodwin', 'M'), ('Carlos Strandberg', 'F')]",9,Match Finished,6.86,6.6
635931,Al-Faisaly FC,Al-Ettifaq,0.0,3.0,Al Majma'ah Sports City Stadium,2020-12-22 16:50:00,2020/2021,Péricles Chamusca,Khaled Al Atawi,4-2-3-1,4-4-2,"[('Mustafa Malaika', 'G'), ('Abdullah Alhassan', 'D'), ('Raphael Silva', 'D'), ('Igor Rossi', 'D'), ('Mohammed Qassem', 'D'), ('Alexander Merkel', 'M'), ('Hicham Faik', 'M'), ('Ahmed Ashraf', 'M'), ('Romain Amalfitano', 'M'), ('Guilherme Augusto', 'M'), ('Júlio Tavares', 'F')]","[(""Raïs M'Bolhi"", 'G'), ('Saleh Al Qumayzi', 'D'), ('Filip Kiss', 'D'), ('Karol Mets', 'D'), ('Alhwsawi Sanousi Mohammed', 'D'), ('Mohammed Al Kuwaykibi', 'M'), ('Ali Hazazi', 'M'), ('Souza', 'M'), ('Naïm Sliti', 'M'), ('Souleymane Doukara', 'F'), ('Abdullah Al-Salem', 'F')]",9,Match Finished,6.34,7.27
635936,Al Wehda Club,Al-Ain,2.0,1.0,King Abdulaziz Sports City Stadium,2020-12-22 17:20:00,2020/2021,Ivo Vieira,M. Skibbe,4-2-3-1,5-3-2,"[('Abdullah Hussein Al Owisher', 'G'), ('Naif Kariri', 'D'), ('Abdullah Al Hafith', 'D'), ('Pedro Henrique', 'D'), ('Hamad Al Jayzani', 'D'), ('Anselmo', 'M'), ('Waleed Bakshween', 'M'), ('Hussain Ahmed Al Issa', 'M'), ('Dimitri Petratos', 'M'), ('Hernani', 'M'), ('Ahmed Abdoh Jaber', 'F')]","[('Mohammed Mazyad Alshammari', 'G'), ('Mohammed Nahiri', 'D'), ('Hassan Al-Harbi', 'D'), ('Bastos', 'D'), ('Saif Hussain', 'D'), ('Yahia Al-Kabie', 'D'), ('Juanpi Añor', 'M'), ('Saeed Al-Qarni', 'M'), ('Filip Bradarić', 'M'), ('Amadou Moutari', 'F'), ('Getterson', 'F')]",9,Match Finished,6.98,6.69
635937,Al-Ahli Jeddah,Al-Fateh,1.0,0.0,King Abdullah Sports City Reserve Stadium,2020-12-22 18:50:00,2020/2021,V. Milojević,Y. Ferrera,4-2-3-1,4-2-3-1,"[('Mohammed Al-Owais', 'G'), ('Hassoun', 'D'), ('Mohammed Al-Khabrani', 'D'), ('Mohammed Al-Fatil', 'D'), ('Lucas Lima', 'D'), ('Driss Fettouhi', 'M'), ('Nouh Al-Mousa', 'M'), ('Salman Al-Muwashar', 'M'), ('Marko Marin', 'M'), ('Alexandru Mitriță', 'M'), ('Omar Al-Somah', 'F')]","[('Maksym Koval', 'G'), ('Nawaf Boushal', 'D'), ('Amaar Al Dohaim', 'D'), ('Marwane Saadane', 'D'), ('Tawfiq Buhumaid', 'D'), ('Mohammed Al-Fuhaid', 'M'), ('Sofiane Bendebka', 'M'), ('Mourad Batna', 'M'), ('Ali Al-Zaqan', 'M'), ('Mohammed Al Saeed', 'M'), ('Mitchell Te Vrede', 'F')]",9,Match Finished,7.1,6.88
635946,Al-Nassr,Dhamk,2.0,2.0,King Saud University Stadium,2020-12-26 16:50:00,2020/2021,Rui Vitória,N. Zekri,4-2-3-1,4-1-4-1,"[('Brad Jones', 'G'), ('Sultan Al-Ghannam', 'D'), ('Maicon', 'D'), ('Abdullah Madu', 'D'), ('Abdulrahman Al-Obaid', 'D'), ('Ali Al-Hassan', 'M'), ('Petros', 'M'), ('Nordin Amrabat', 'M'), ('Khalid Al-Ghannam', 'M'), ('Gonzalo Martinez', 'M'), ('Firas Albirakan', 'F')]","[('Khaled Mohammed Shraheli', 'G'), ('Tariq Mohammed', 'D'), ('Farouk Chafaï', 'D'), ('Sergio Vittor', 'D'), ('Mohammed Alzubaidi', 'D'), ('Mohanad Al Najai', 'M'), ('Ibrahim Chenihi', 'M'), ('Muhannad Fallatah', 'M'), ('Bilel Saidani', 'M'), ('Mohammed Harzan Mohsen', 'M'), ('Emilio Zelaya', 'F')]",10,Match Finished,6.81,6.7
635941,Al-Hilal Saudi FC,Al-Ittihad FC,1.0,1.0,King Fahd International Stadium,2020-12-26 18:50:00,2020/2021,R. Lucescu,Fábio Carille,4-4-2,4-2-3-1,"[('Habib Al-Wutaian', 'G'), ('Amiri Kurdi', 'D'), ('Hyun Soo Jang', 'D'), ('Mohammed Jahfali', 'D'), ('Mohammed Al-Burayk', 'D'), ('André Carrillo', 'M'), ('Gustavo Cuéllar', 'M'), ('Salman Al-Faraj', 'M'), ('Salem Al-Dawsari', 'M'), ('Bafetimbi Gomis', 'F'), ('Luciano Vietto', 'F')]","[('Marcelo Grohe', 'G'), ('Saud Abdulhamid', 'D'), ('Ziyad Al-Sahafi', 'D'), ('Ahmed Hegazy', 'D'), ('Muhannad Alshanqeeti', 'D'), ('Abdulelah Al Malki', 'M'), ('Karim El Ahmadi', 'M'), ('Abdulaziz Al-Bishi', 'M'), ('Romarinho', 'M'), ('Abdulrahman Alobud', 'M'), ('Aleksandar Prijović', 'F')]",10,Match Finished,6.99,6.81
635940,Abha,Al Wehda Club,0.0,1.0,Prince Sultan bin Abdulaziz Sports City Stadium,2020-12-27 14:40:00,2020/2021,A. Chebbi,Ivo Vieira,4-2-3-1,4-2-3-1,"[('Abdelali Mhamdi', 'G'), ('Karam Barnawi', 'D'), ('Mehdi Tahrat', 'D'), ('Amine Attouchi', 'D'), ('Sari Amro', 'D'), ('Karim Aouadhi', 'M'), ('Riyadh Sharahili', 'M'), ('Craig Goodwin', 'M'), ('Saad Bguir', 'M'), ('Saleh Al-Amri', 'M'), ('Carlos Strandberg', 'F')]","[('Abdullah Hussein Al Owisher', 'G'), ('Naif Kariri', 'D'), ('Alberto Botía', 'D'), ('Pedro Henrique', 'D'), ('Hamad Al Jayzani', 'D'), ('Anselmo', 'M'), ('Waleed Bakshween', 'M'), ('Hussain Ahmed Al Issa', 'M'), ('Dimitri Petratos', 'M'), ('Hernani', 'M'), ('Ahmed Abdoh Jaber', 'F')]",10,Match Finished,7.0,6.97
635942,Al-Ain,Al Taawon,1.0,0.0,King Saud Sport City Stadium,2020-12-27 14:45:00,2020/2021,M. Skibbe,Abdullah Assiri,5-3-2,4-4-2,"[('Ameen Bokhari', 'G'), ('Nawaf Al-Farshan', 'D'), ('Hassan Al-Harbi', 'D'), ('Bastos', 'D'), ('Saif Hussain', 'D'), ('Mohammed Nahiri', 'D'), ('Juanpi Añor', 'M'), ('Saeed Al-Qarni', 'M'), ('Filip Bradarić', 'M'), ('Amadou Moutari', 'F'), ('Getterson', 'F')]","[('Cássio', 'G'), ('Yaseen Barnawi', 'D'), ('Iago Santos', 'D'), ('Nawaf Al-Sabhi', 'D'), ('Hassan Kadesh', 'D'), ('Abdoulaye Sane', 'M'), ('Sandro Manoel', 'M'), ('Cedric Amissi', 'M'), ('Sumaihan Al-Nabet', 'M'), ('Mitchell Duke', 'F'), ('Léandre Tawamba', 'F')]",10,Match Finished,7.02,6.84
635939,Al-Qadisiyah FC,Al-Ettifaq,1.0,2.0,Prince Saud bin Jalawi Stadium,2020-12-27 18:40:00,2020/2021,Y. Al Mannai,Khaled Al Atawi,4-3-3,4-4-2,"[('Faisal Al-Masrahi', 'G'), ('Anas Zabani', 'D'), ('Uroš Vitas', 'D'), ('Rhys Williams', 'D'), ('Khalifah Aldawsari', 'D'), ('Mihai Bordeianu', 'M'), ('Edson', 'M'), ('Hassan Al-Amri', 'M'), ('Hamad Al Tohaifan', 'F'), ('Carolus Andria', 'F'), ('Stanley Ohawuchi', 'F')]","[(""Raïs M'Bolhi"", 'G'), ('Saleh Al Qumayzi', 'D'), ('Filip Kiss', 'D'), ('Karol Mets', 'D'), ('Alhwsawi Sanousi Mohammed', 'D'), ('Mohammed Al Kuwaykibi', 'M'), ('Ali Hazazi', 'M'), ('Souza', 'M'), ('Naïm Sliti', 'M'), ('Souleymane Doukara', 'F'), ('Abdullah Al-Salem', 'F')]",10,Match Finished,6.71,7.12
635949,Al Baten,Al-Ittihad FC,1.0,2.0,Al-Batin FC Stadium,2020-12-31 14:10:00,2020/2021,José Garrido,Fábio Carille,4-1-4-1,4-2-3-1,"[('Martín Campaña', 'G'), ('Omar Aloudah', 'D'), ('Renato Chaves', 'D'), ('Xandro Schenk', 'D'), ('Hassan Mohammed Raghfawi', 'D'), ('Zakaria Al-Sudani', 'M'), ('Mohamed Rayhi', 'M'), ('Dhaifallah Al-Qarni', 'M'), ('Abdulaziz Damdam', 'M'), ('Youssef El Jebli', 'M'), ('Fabio Abreu', 'F')]","[('Marcelo Grohe', 'G'), ('Saud Abdulhamid', 'D'), ('Ziyad Al-Sahafi', 'D'), ('Ahmed Hegazy', 'D'), ('Muhannad Alshanqeeti', 'D'), ('Abdulelah Al Malki', 'M'), ('Karim El Ahmadi', 'M'), ('Abdulrahman Alobud', 'M'), ('Romarinho', 'M'), ('Fahad Al Muwallad', 'M'), ('Aleksandar Prijović', 'F')]",11,Match Finished,6.8,6.81
635947,Al-Faisaly FC,Al-Nassr,2.0,3.0,Al Majma'ah Sports City Stadium,2020-12-31 16:55:00,2020/2021,Péricles Chamusca,Rui Vitória,5-3-2,4-2-3-1,"[('Mustafa Malaika', 'G'), ('Abdullah Alhassan', 'D'), ('Waleed Al-Ahmed', 'D'), ('Raphael Silva', 'D'), ('Igor Rossi', 'D'), ('Mohammed Qassem', 'D'), ('Romain Amalfitano', 'M'), ('Hicham Faik', 'M'), ('Abdulaziz Al-Shereid', 'M'), ('Mohammed Al Saiari', 'F'), ('Júlio Tavares', 'F')]","[('Brad Jones', 'G'), ('Sultan Al-Ghannam', 'D'), ('Maicon', 'D'), ('Abdulelah Alamri', 'D'), ('Abdulrahman Al-Obaid', 'D'), ('Petros', 'M'), ('Ali Al-Hassan', 'M'), ('Gonzalo Martinez', 'M'), ('Sami Al-Najei', 'M'), ('Khalid Al-Ghannam', 'M'), ('Nordin Amrabat', 'F')]",11,Match Finished,6.68,6.75
635954,Al-Hilal Saudi FC,Al Shabab,1.0,1.0,Prince Faisal bin Fahd Stadium,2020-12-31 18:50:00,2020/2021,R. Lucescu,Pedro Caixinha,4-4-2,5-4-1,"[('Habib Al-Wutaian', 'G'), ('Mohammed Al-Burayk', 'D'), ('Gustavo Cuéllar', 'D'), ('Mohammed Jahfali', 'D'), ('Yasir Al-Shahrani', 'D'), ('André Carrillo', 'M'), ('Mohamed Kanno', 'M'), ('Salman Al-Faraj', 'M'), ('Salem Al-Dawsari', 'M'), ('Bafetimbi Gomis', 'F'), ('Sebastian Giovinco', 'F')]","[('Majed Zaid', 'G'), ('Turki Al Ammar', 'D'), ('Mohammed Salem', 'D'), ('Igor Lichnovsky', 'D'), ('Ahmed Sharahili', 'D'), ('Moteb Al-Harbi', 'D'), ('Nawaf Al-Abed', 'M'), (""Alfred N'Diaye"", 'M'), ('Husain Al-Monassar', 'M'), ('Fábio Martins', 'M'), ('Abdullah Alhamddan', 'F')]",11,Match Finished,6.86,6.97
635948,Dhamk,Al-Fateh,1.0,2.0,Prince Sultan bin Abdulaziz Sports City Stadium,2021-01-01 14:45:00,2020/2021,N. Zekri,Y. Ferrera,4-1-4-1,4-2-3-1,"[('Khaled Mohammed Shraheli', 'G'), ('Tariq Mohammed', 'D'), ('Farouk Chafaï', 'D'), ('Cristian Lema', 'D'), ('Abdullah Al-Amar', 'D'), ('Sergio Vittor', 'M'), ('Ibrahim Chenihi', 'M'), ('Mohanad Al Najai', 'M'), ('Bilel Saidani', 'M'), ('Mohammed Harzan Mohsen', 'M'), ('Emilio Zelaya', 'F')]","[('Maksym Koval', 'G'), ('Nawaf Boushal', 'D'), ('Mohammed Naji', 'D'), ('Fahd Mohammed Al-Harbi', 'D'), ('Tawfiq Buhumaid', 'D'), ('Sager Otayf', 'M'), ('Mohammed Al-Fuhaid', 'M'), ('Mourad Batna', 'M'), ('Ali Al-Zaqan', 'M'), ('Mohammed Al Saeed', 'M'), ('Mitchell Te Vrede', 'F')]",11,Match Finished,6.65,6.89
635950,Al-Ain,Abha,2.0,4.0,King Saud Sport City Stadium,2021-01-01 14:50:00,2020/2021,M. Skibbe,A. Chebbi,5-3-2,4-2-3-1,"[('Ameen Bokhari', 'G'), ('Nawaf Al-Farshan', 'D'), ('Hassan Al-Harbi', 'D'), ('Bastos', 'D'), ('Saif Hussain', 'D'), ('Mohammed Nahiri', 'D'), ('Juanpi Añor', 'M'), ('Saeed Al-Qarni', 'M'), ('Filip Bradarić', 'M'), ('Amadou Moutari', 'F'), ('Getterson', 'F')]","[('Abdelali Mhamdi', 'G'), ('Karam Barnawi', 'D'), ('Mehdi Tahrat', 'D'), ('Amine Attouchi', 'D'), ('Sari Amro', 'D'), ('Riyadh Sharahili', 'M'), ('Karim Aouadhi', 'M'), ('Craig Goodwin', 'M'), ('Saad Bguir', 'M'), ('Saleh Al-Amri', 'M'), ('Carlos Strandberg', 'F')]",11,Match Finished,6.67,6.89
635951,Al-Ettifaq,Al Wehda Club,1.0,2.0,Prince Mohamed bin Fahd Stadium,2021-01-01 16:35:00,2020/2021,Khaled Al Atawi,Ivo Vieira,4-4-2,4-2-3-1,"[('Mohammed Alhaeti', 'G'), ('Saleh Al Qumayzi', 'D'), ('Filip Kiss', 'D'), ('Karol Mets', 'D'), ('Alhwsawi Sanousi Mohammed', 'D'), ('Mohammed Al Kuwaykibi', 'M'), ('Ali Hazazi', 'M'), ('Souza', 'M'), ('Naïm Sliti', 'M'), ('Souleymane Doukara', 'F'), ('Walid Azarou', 'F')]","[('Abdullah Hussein Al Owisher', 'G'), ('Naif Kariri', 'D'), ('Alberto Botía', 'D'), ('Abdullah Al Hafith', 'D'), ('Hamad Al Jayzani', 'D'), (""Ala'a Al-Hejji"", 'M'), ('Waleed Bakshween', 'M'), ('Hussain Ahmed Al Issa', 'M'), ('Dimitri Petratos', 'M'), ('Hernani', 'M'), ('Youssouf Niakate', 'F')]",11,Match Finished,6.9,6.83
635952,Al-Raed,Al-Qadisiyah FC,2.0,2.0,King Abdullah bin Abdulaziz City,2021-01-02 14:25:00,2020/2021,B. Hasi,Y. Al Mannai,4-4-2,4-3-3,"[('Azzedine Doukha', 'G'), ('Aqel Al-Sahbi', 'D'), ('Nemanja Miletić', 'D'), ('Abdullah Al-Fahad', 'D'), ('Khalid Al-Khathlan', 'D'), ('Mohammed Fouzair', 'M'), ('Sultan Farhan', 'M'), ('Arnaud Djoum', 'M'), ('Mohamed Al-Sahli', 'M'), ('Nemanja Nikolic', 'F'), ('Abdullah Almogren', 'F')]","[('Faisal Al-Masrahi', 'G'), ('Hamad Al Yami', 'D'), ('Khalifah Aldawsari', 'D'), ('Rhys Williams', 'D'), ('Abdi Faris', 'D'), ('Mihai Bordeianu', 'M'), ('Edson', 'M'), ('Naif Hazzazi', 'M'), ('Stanley Ohawuchi', 'F'), ('Danilo Asprilla', 'F'), ('Hassan Al-Amri', 'F')]",11,Match Finished,6.62,6.79
