,fixture_id,home_team,away_team,home_goals,away_goals,venue,referee,date,season,home_coach,away_coach,home_formation,away_formation,home_players,away_players,round,status,H_avg_ratings,A_avg_ratings
181,312914,Al Wehda Club,Al Shabab,0.0,3.0,King Abdulaziz Sports City Stadium,Mohammed Al Hoaish,2020-08-05T19:30:00+03:00,2019/2020,D. Carreño,Pedro Caixinha,4-2-3-1,4-3-3,"[('Abdullah Al Jadani', 'G'), ('Renato Chaves', 'D'), ('Hamad Al Jayzani', 'D'), ('Hassan Mohammed Al Tambakti', 'D'), ('Anselmo', 'M'), ('Mohammed Al Qarni', 'M'), ('Luisinho', 'M'), ('Fawaz Al Sagourq', 'D'), ('Jaber Issa', 'M'), ('Mousa Madkhali', 'F'), ('Rakan Al-Shamlan', 'M')]","[('F. Ben Mustapha', 'G'), ('Mohammed Salem', 'D'), ('Hassan Muath Fallatah', 'D'), ('Ahmed Sharahili', 'D'), ('Abdullah Al Shamekh', 'D'), (""A. N'Diaye"", 'M'), ('D. Moreno', 'F'), ('Abdulmajeed Al Sulaiheem', 'M'), ('M. Diop', 'F'), ('Sebá', 'M'), ('C. Guanca', 'F')]",23,Match Finished,6.3,7.23
182,312915,Al-Adalah,Al-Ettifaq,0.0,1.0,Prince Abdullah bin Jalawi Sports City Stadium,G. Kabakov,2020-08-05T20:30:00+03:00,2019/2020,G. Solinas,Khaled Al Atawi,4-1-4-1,4-2-3-1,"[('Ali Al Mazidi', 'G'), ('Bader Al Nakhli', 'D'), ('S. Mandaw', 'D'), ('Abdullah Al Yousef', 'D'), ('S. Gentsoglou', 'M'), ('Ahmed Al Sultan', 'D'), ('A. Cissé', 'M'), ('M. Biteghé', 'M'), ('Hussain Al Issa', 'M'), ('C. Andriamatsinoro', 'F'), ('A. Traoré', 'M')]","[(""R. M'Bolhi"", 'G'), ('Saleh Al Qumayzi', 'D'), ('C. Yamberé', 'D'), ('Saeed Al Rubaie', 'D'), ('Souza', 'M'), ('F. Kiss', 'M'), ('N. Sliti', 'M'), ('Ibrahim Mahnashi', 'D'), ('S. Doukara', 'M'), ('Mohammed Al Kuwaykibi', 'M'), ('Abdullah Al Salem', None)]",23,Match Finished,6.69,7.0
183,313275,Al-Nassr,Al-Hilal Saudi FC,1.0,4.0,King Fahd International Stadium,B. Bastien,2020-08-05T21:00:00+03:00,2019/2020,Rui Vitória,R. Lucescu,4-1-4-1,4-2-3-1,"[('B. Jones', 'G'), ('Omar Hawsawi', 'D'), ('Abdulrahman Al Obaid', 'D'), ('Sultan Al Ghanam', None), ('Abdulelah Al Amri', 'D'), ('Giuliano', 'M'), ('Yehya Al Shehri', 'M'), ('Petros', 'M'), ('Abdullah Alkhaibari', 'M'), ('N. Amrabat', 'M'), ('A. Hamdallah', 'F')]","[('Abdullah Al Maiouf', None), ('Yasir Al Shahrani', 'D'), ('Jang Hyun-Soo', 'D'), ('Mohammed Al Burayk', 'D'), ('Ali Albulayhi', 'D'), ('Carlos Eduardo', 'M'), ('G. Cuéllar', 'M'), ('Salman Al Faraj', 'M'), ('Salem Al Dawsari', 'M'), ('B. Gomis', 'F'), ('S. Giovinco', 'M')]",23,Match Finished,6.46,6.96
184,312921,Al-Ettifaq,Al-Fayha,3.0,2.0,Prince Saud bin Jalawi Stadium,,2020-08-09T19:00:00+03:00,2019/2020,Khaled Al Atawi,Jorge Simão,4-2-3-1,5-4-1,"[(""R. M'Bolhi"", 'G'), ('Saleh Al Qumayzi', 'D'), ('C. Yamberé', 'D'), ('Saeed Al Rubaie', 'D'), ('Souza', 'M'), ('F. Kiss', 'M'), ('N. Sliti', 'M'), ('Ibrahim Mahnashi', 'D'), ('Saad Alselouli', 'M'), ('S. Doukara', 'M'), ('Abdullah Al Salem', None)]","[('Moslem Freej', 'G'), ('Gêgê', 'D'), ('Nawaf Al Sabhi', 'D'), ('Mohammed Al Baqawi', 'D'), ('Bandar Al Mutairi', 'D'), ('Sami Al Khaibari', 'D'), ('C. Villanueva', 'M'), ('Abdulrahman Al Barakah', 'M'), ('S. Owusu', 'M'), ('F. Andriatsima', 'F'), ('Arsénio', 'M')]",24,Match Finished,6.95,6.53
185,312920,Dhamk,Al-Faisaly FC,2.0,1.0,Prince Sultan bin Abdul Aziz Stadium,,2020-08-09T19:15:00+03:00,2019/2020,N. Zekri,Péricles Chamusca,4-1-4-1,4-1-4-1,"[('M. Zeghba', 'G'), ('S. Vittor', 'D'), ('Majed Hazazi', 'D'), ('F. Chafaï', 'D'), ('Hassan Raghfawi', 'D'), ('I. Chenihi', 'M'), ('B. Saidani', 'M'), ('Mohanad Al Najai', 'M'), ('Abdullah Al-Joui', 'M'), ('Ayman Al-Hujaili', 'M'), ('E. Zelaya', 'F')]","[('Mustafa Malayekah', 'G'), ('Igor Rossi', 'D'), ('Raphael Silva', 'D'), ('Khaled Al Ghamdi', 'D'), ('Mohammed Qassem Al Nakhli', 'D'), ('Y. El Jebli', 'M'), ('Hussain Al Monassar', 'M'), ('Ahmed Al-Fiqi', 'M'), ('Ahmed Alanzy', 'M'), ('William', 'F'), ('Guilherme', 'M')]",24,Match Finished,6.86,6.53
186,312919,Al Wehda Club,Al-Raed,0.0,0.0,King Abdul Aziz Stadium,,2020-08-09T19:30:00+03:00,2019/2020,D. Carreño,B. Hasi,,,"[('Abdullah Al Jadani', None), ('Botía', None), ('Hamad Al Jayzani', None), ('Hassan Mohammed Al Tambakti', None), ('Élton', None), ('Waleed Bakshween', None), ('Anselmo', None), ('Luisinho', None), ('Fawaz Al Sagourq', None), ('C. Goodwin', None), ('Y. Niakaté', None)]","[('A. Doukha', None), ('Hussein Al Shuwaish', None), ('Mohammed Al Amri', None), ('Abdullah Al Fahad', None), ('Mohammed Al-Shoraimi', None), ('A. Djoum', None), ('M. Fouzair', None), ('Ahmed Zain', None), ('Abdullah Magrshi', None), ('Sultan Farhan', None), ('M. Pérez', None)]",24,Match Finished,,
187,312923,Al-Ittihad FC,Al-Ahli Jeddah,1.0,2.0,King Abdullah Sports City,,2020-08-09T21:00:00+03:00,2019/2020,Fábio Carille,V. Milojević,4-3-2-1,4-2-3-1,"[('Marcelo Grohe', 'G'), ('Mansour Al Harbi', 'D'), ('Bruno Uvini', 'D'), ('Hamdan Al Shamrani', 'D'), ('Saud Abdul Hamid', 'D'), ('K. El Ahmadi', 'M'), ('Abdulelah Al Malki', 'M'), ('Khaled Al Samiri', None), ('Romarinho', 'F'), ('Fahad Al Muwallad', 'M'), ('Abdulrahman Al Obod', 'M')]","[('Mohammed Al-Owais', 'G'), ('Hussein Abdul Ghani', 'D'), ('Mohammed Al-Khabrani', 'D'), ('Abdullah Tarmin', 'D'), ('Abdulbasit Hindi', 'D'), ('Josef de Souza', 'M'), ('E. Sarić', 'M'), ('Ali Hassan Al Asmari', 'M'), ('Omar Al Somah', 'F'), ('Abdulfattah Asiri', 'M'), ('Abdulrahman Ghareeb', 'M')]",24,Match Finished,6.64,6.86
188,312924,Al Shabab,Al Taawon,1.0,0.0,Prince Faisal bin Fahd Stadium,,2020-08-10T19:05:00+03:00,2019/2020,Luis García,Vítor Campelos,4-3-3,4-2-3-1,"[('Farouk Ben Mustapha', 'G'), ('Hassan Fallatah', 'D'), ('Mohammed Salem', 'D'), ('Ahmed Sharahili', 'D'), ('Abdullah Al Shamekh', 'D'), ('Nasser Al Omran', 'M'), ('Abdulmajeed Al-Sulaiheem', 'M'), ('Sebá', 'M'), ('Danilo Asprilla', 'F'), ('Makhete Diop', 'F'), ('Cristian Guanca', 'F')]","[('Cássio', 'G'), ('Yaseen Barnawi', 'D'), ('Ahmad Asiri', 'D'), ('Ricardo Machado', 'D'), ('Ibrahim Al Zubaidi', 'D'), ('Sandro Manoel', 'M'), ('Sumaihan Al-Nabet', 'M'), ('Sultan Mandash', 'M'), ('Cedric Amissi', 'M'), ('Nildo Petrolina', 'M'), ('Rabeaa Sefiani', 'F')]",24,Match Finished,6.81,6.8
189,312922,Abha,Al-Nassr,0.0,2.0,Prince Sultan bin Abdul Aziz Stadium,,2020-08-10T19:15:00+03:00,2019/2020,A. Chebbi,Rui Vitória,4-2-3-1,4-1-4-1,"[('Abdelali Mhamdi', 'G'), ('Karam Barnawi', 'D'), ('Nader Abdullah Al Sharari', 'D'), ('Amine Attouchi', 'D'), ('Khalid Al-Khathlan', 'D'), ('Karim Aouadhi', 'M'), ('Mehdi Tahrat', 'M'), ('Ammar Al Najjar', 'M'), ('Saad Bguir', 'M'), ('Hassan Al Qaid', 'M'), ('Firas Chaouat', 'F')]","[('Brad Jones', 'G'), ('Sultan Al-Ghannam', 'D'), ('Maicon', 'D'), ('Abdulelah Alamri', 'D'), ('Awdh Faraj', 'D'), ('Abdullah Alkhaibari', 'M'), ('Nordin Amrabat', 'M'), ('Petros', 'M'), ('Giuliano', 'M'), ('Ahmed Musa', 'M'), ('Abderazak Hamdallah', 'F')]",24,Match Finished,6.61,7.16
190,312918,Al-Hazm,Al-Adalah,1.0,2.0,Al Hazem Club Stadium,,2020-08-10T19:20:00+03:00,2019/2020,André Gaspar,N. Beyaoui,5-4-1,5-4-1,"[('Malik Asselah', 'G'), ('Sultan Faqihi', 'D'), ('Alemão', 'D'), ('Abdullah Alshamri', 'D'), ('Saif Hussain', 'D'), ('Wesam Al-Swed', 'D'), ('Abdulaziz Majrashi', 'M'), ('Driss Fettouhi', 'M'), ('Abdulaziz Al Nashee', 'M'), ('Jonathan Cafú', 'M'), ('Carlos Strandberg', 'F')]","[('Ali Al-Mazidi', 'G'), ('Awadh Khrees', 'D'), ('Radhi Al-Radhi', 'D'), ('Savvas Gentsoglou', 'D'), ('Bader Al-Nakhli', 'D'), ('Abdullah Al-Yousef', 'D'), ('Adama Traore', 'M'), ('Medwin Biteghe', 'M'), ('Ahmad Al-Sultan', 'M'), ('Carolus Andria', 'M'), ('Naif Hazazi', 'F')]",24,Match Finished,6.62,6.94
191,312925,Al-Hilal Saudi FC,Al-Fateh,2.0,1.0,King Saud University Stadium,G. Kabakov,2020-08-10T21:00:00+03:00,2019/2020,R. Lucescu,Y. Ferrera,4-2-3-1,3-5-2,"[('Abdullah Al-Mayouf', 'G'), ('Mohammed Al-Burayk', 'D'), ('Hyun Soo Jang', 'D'), ('Ali Al-Boleahi', 'D'), ('Yasir Al-Shahrani', 'D'), ('Mohamed Kanno', 'M'), ('Gustavo Cuéllar', 'M'), ('Salem Al-Dawsari', 'M'), ('Sebastian Giovinco', 'M'), ('Carlos Eduardo', 'M'), ('Bafetimbi Gomis', 'F')]","[('Habib Al-Wutaian', 'G'), ('Ali Al-Oujami', 'D'), ('Marwane Saadane', 'D'), ('Abdullah Al Yousif', 'D'), ('Matías Aguirregaray', 'M'), ('Sofiane Bendebka', 'M'), ('Mohammed Al-Fuhaid', 'M'), ('Ali Al-Hassan', 'M'), ('Tawfiq Buhumaid', 'M'), ('Bashkim Kadrii', 'F'), ('Gustav Wikheim', 'F')]",24,Match Finished,7.11,6.52
192,312931,Al-Fateh,Abha,2.0,1.0,Prince Abdullah bin Jalawi Sports City Stadium,,2020-08-14T18:55:00+03:00,2019/2020,Y. Ferrera,A. Chebbi,4-4-2,4-2-3-1,"[('Habib Al-Wutaian', 'G'), ('Nawaf Boushal', 'D'), ('Ali Al-Oujami', 'D'), ('Mohammed Naji', 'D'), ('Abdullah Al Yousif', 'D'), ('Sofiane Bendebka', 'M'), ('Marwane Saadane', 'M'), ('Ali Al-Hassan', 'M'), ('Gustav Wikheim', 'M'), ('Mitchell Te Vrede', 'F'), ('Bashkim Kadrii', 'F')]","[('Abdelali Mhamdi', 'G'), ('Omar Al-Mzeal', 'D'), ('Nader Abdullah Al Sharari', 'D'), ('Amine Attouchi', 'D'), ('Khalid Al-Khathlan', 'D'), ('Karim Aouadhi', 'M'), ('Mehdi Tahrat', 'M'), ('Ammar Al Najjar', 'M'), ('Saad Bguir', 'M'), ('Hassan Al Qaid', 'M'), ('Saleh Al Abbas', 'F')]",25,Match Finished,6.84,6.72
193,312932,Al-Fayha,Al Shabab,1.0,1.0,Al Majma'ah Sports City Stadium,,2020-08-14T19:10:00+03:00,2019/2020,Jorge Simão,Luis García,4-2-3-1,4-3-3,"[('Moslem Al-Freej', 'G'), ('Mohammed Al Baqawi', 'D'), ('Sami Al-Khaibary', 'D'), ('Gegé', 'D'), ('Bandar Al Mutairi', 'D'), ('Abdulrahman Al-Barakah', 'M'), ('Neto', 'M'), ('Arsénio Nunes', 'M'), ('Carlos Villanueva', 'M'), ('Samuel Owusu', 'M'), ('Faneva Imà Andriatsima', 'F')]","[('Marwan Al-Haidari', 'G'), ('Hassan Fallatah', 'D'), ('Abdullah Al Shamekh', 'D'), ('Ahmed Sharahili', 'D'), ('Abdullah Al-Zoari', 'D'), ('Cristian Guanca', 'M'), ('Abdulmalek Al-Khaibri', 'M'), ('Sebá', 'M'), ('Danilo Asprilla', 'F'), ('Makhete Diop', 'F'), ('Abdullah Alhamddan', 'F')]",25,Match Finished,6.99,6.94
194,312930,Al-Raed,Al-Hazm,3.0,1.0,King Abdullah Sport City Stadium,,2020-08-14T19:15:00+03:00,2019/2020,B. Hasi,André Gaspar,4-4-2,5-4-1,"[('Azzedine Doukha', 'G'), ('Mohammed Al-Dosari', 'D'), ('Mohammed Al-Shoraimi', 'D'), ('Abdullah Al-Fahad', 'D'), ('Mohammed Al Alamri', 'D'), ('Mohammed Fouzair', 'M'), ('Sultan Farhan', 'M'), ('Arnaud Djoum', 'M'), ('Jehad Al-Hussien', 'M'), ('Marco Pérez', 'F'), ('Raed Al-Ghamdi', 'F')]","[('Malik Asselah', 'G'), ('Sultan Faqihi', 'D'), ('Alemão', 'D'), ('Abdullah Alshamri', 'D'), ('Mohammed Alzubaidi', 'D'), ('Faris Alayaf', 'D'), ('Karim Yoda', 'M'), ('Driss Fettouhi', 'M'), ('Abdulaziz Al Nashee', 'M'), ('Jonathan Cafú', 'M'), ('Carlos Strandberg', 'F')]",25,Match Finished,6.96,6.52
195,312933,Al-Ittihad FC,Al-Ettifaq,1.0,0.0,King Abdullah Sports City,,2020-08-14T20:50:00+03:00,2019/2020,Fábio Carille,Khaled Al Atawi,4-3-3,4-1-4-1,"[('Marcelo Grohe', 'G'), ('Saud Abdulhamid', 'D'), ('Ziyad Al-Sahafi', 'D'), ('Bruno Uvini', 'D'), ('Hamdan Al-Shamrani', 'D'), ('Leonardo Gil', 'M'), ('Karim El Ahmadi', 'M'), ('Abdulelah Al Malki', 'M'), ('Abdulrahman Alobud', 'F'), ('Fahad Al Muwallad', 'F'), ('Romarinho', 'F')]","[(""Raïs M'Bolhi"", 'G'), ('Saleh Al Qumayzi', 'D'), ('Abdullah Khateeb', 'D'), ('Saeed Al-Rabiei', 'D'), ('Saad Alselouli', 'D'), ('Ibrahim Mahnashi', 'M'), ('Souleymane Doukara', 'M'), ('Filip Kiss', 'M'), ('Souza', 'M'), ('Naïm Sliti', 'M'), ('Hazzaa Al-Hazzaa', 'F')]",25,Match Finished,7.02,6.66
196,312926,Al-Adalah,Al-Hilal Saudi FC,0.0,4.0,Prince Abdullah bin Jalawi Sports City Stadium,,2020-08-15T18:55:00+03:00,2019/2020,N. Beyaoui,R. Lucescu,4-4-2,4-2-3-1,"[('Ali Al-Mazidi', 'G'), ('Awadh Khrees', 'D'), ('Radhi Al-Radhi', 'D'), ('Bader Al-Nakhli', 'D'), ('Abdullah Al-Yousef', 'D'), ('Adama Traore', 'M'), ('Nader Al-Mowalad', 'M'), ('Ahmad Al-Sultan', 'M'), ('Medwin Biteghe', 'M'), ('Carolus Andria', 'F'), ('Naif Hazazi', 'F')]","[('Abdullah Al-Mayouf', 'G'), ('Madallah Al-Olayan', 'D'), ('Hyun Soo Jang', 'D'), ('Mohammed Jahfali', 'D'), ('Yasir Al-Shahrani', 'D'), ('Mohamed Kanno', 'M'), ('Gustavo Cuéllar', 'M'), ('Salem Al-Dawsari', 'M'), ('Sebastian Giovinco', 'M'), ('Carlos Eduardo', 'M'), ('Bafetimbi Gomis', 'F')]",25,Match Finished,6.42,7.11
197,312928,Al-Faisaly FC,Al-Ahli Jeddah,2.0,0.0,Al Majma'ah Sports City Stadium,,2020-08-15T19:10:00+03:00,2019/2020,Péricles Chamusca,V. Milojević,4-4-2,4-2-3-1,"[('Mustafa Malaika', 'G'), ('Khaled Al-Ghamdi', 'D'), ('Raphael Silva', 'D'), ('Igor Rossi', 'D'), ('Mohammed Qassem', 'D'), ('Ahmed Ashraf', 'M'), ('Husain Al-Monassar', 'M'), ('Khaleem Hyland', 'M'), ('Mustafa Al-Bassas', 'M'), ('William', 'F'), ('Youssef El Jebli', 'F')]","[('Mohammed Al-Owais', 'G'), ('Hassoun', 'D'), ('Mohammed Al-Khabrani', 'D'), ('Abdulbaset Al-Hindi', 'D'), ('Lucas Lima', 'D'), ('Yousef Alharbi', 'M'), ('Mohammed Al-Majhad', 'M'), ('Salman Al-Muwashar', 'M'), ('Ali Al-Asmari', 'M'), ('Abdulrahman Ghareeb', 'M'), ('Omar Al-Soma', 'F')]",25,Match Finished,7.15,6.68
198,312929,Al Taawon,Dhamk,0.0,2.0,King Abdullah bin Abdulaziz City,G. Kabakov,2020-08-15T19:15:00+03:00,2019/2020,Vítor Campelos,N. Zekri,4-2-3-1,4-1-4-1,"[('Cássio', 'G'), ('Faisal Darwish', 'D'), ('Ahmad Asiri', 'D'), ('Ricardo Machado', 'D'), ('Ibrahim Al Zubaidi', 'D'), ('Sandro Manoel', 'M'), ('Cedric Amissi', 'M'), ('Sultan Mandash', 'M'), ('Sumaihan Al-Nabet', 'M'), ('Nildo Petrolina', 'M'), ('Malek Al Abdulmonam', 'F')]","[('Khaled Mohammed Shraheli', 'G'), ('Majed Hazazi', 'D'), ('Farouk Chafaï', 'D'), ('Sergio Vittor', 'D'), ('Hassan Mohammed Raghfawi', 'D'), ('Mohanad Al Najai', 'M'), ('Ibrahim Chenihi', 'M'), ('Bilel Saidani', 'M'), ('Ayman Al-Hujaili', 'M'), ('Abdullah Al-Jawaey', 'M'), ('Emilio Zelaya', 'F')]",25,Match Finished,6.71,7.23
199,312927,Al-Nassr,Al Wehda Club,1.0,0.0,King Fahd International Stadium,P. Kralovec,2020-08-15T20:50:00+03:00,2019/2020,Rui Vitória,D. Carreño,,,"[('B. Jones', None), ('Maicon', None), ('Sultan Al Ghanam', None), ('Abdulelah Al Amri', None), ('Giuliano', None), ('Petros', None), ('Awdh Faraj', None), ('Abdullah Alkhaibari', None), ('N. Amrabat', None), ('A. Musa', None), ('A. Hamdallah', None)]","[('Abdullah Al Jadani', None), ('Botía', None), ('Renato Chaves', None), ('Hamad Al Jayzani', None), ('Élton', None), ('Waleed Bakshween', None), ('Anselmo', None), ('Fawaz Al Sagourq', None), ('Ali Al-Nemer', None), ('C. Goodwin', None), ('Y. Niakaté', None)]",25,Match Finished,,
200,312936,Al-Fateh,Al-Ettifaq,1.0,1.0,Prince Abdullah bin Jalawi Sports City Stadium,,2020-08-19T18:50:00+03:00,2019/2020,Y. Ferrera,Khaled Al Atawi,3-5-2,4-4-2,"[('Habib Al-Wutaian', 'G'), ('Ali Al-Oujami', 'D'), ('Mohammed Naji', 'D'), ('Abdullah Al Yousif', 'D'), ('Matías Aguirregaray', 'M'), ('Sofiane Bendebka', 'M'), ('Mohammed Al-Fuhaid', 'M'), ('Ali Al-Hassan', 'M'), ('Tawfiq Buhumaid', 'M'), ('Mitchell Te Vrede', 'F'), ('Bashkim Kadrii', 'F')]","[('Mohammed Alhaeti', 'G'), ('Saleh Al Qumayzi', 'D'), ('Saeed Al-Rabiei', 'D'), ('Abdullah Khateeb', 'D'), ('Ibrahim Mahnashi', 'D'), ('Mohammed Al Kuwaykibi', 'M'), ('Filip Kiss', 'M'), ('Souza', 'M'), ('Naïm Sliti', 'M'), ('Abdullah Al-Salem', 'F'), ('Souleymane Doukara', 'F')]",26,Match Finished,6.64,6.81
201,312937,Al-Faisaly FC,Al-Ittihad FC,1.0,1.0,Al Majma'ah Sports City Stadium,,2020-08-19T19:05:00+03:00,2019/2020,Péricles Chamusca,Fábio Carille,4-2-3-1,4-3-3,"[('Mustafa Malaika', 'G'), ('Khaled Al-Ghamdi', 'D'), ('Raphael Silva', 'D'), ('Igor Rossi', 'D'), ('Mohammed Qassem', 'D'), ('Husain Al-Monassar', 'M'), ('Khaleem Hyland', 'M'), ('Ahmed Ashraf', 'M'), ('Youssef El Jebli', 'M'), ('Guilherme Augusto', 'M'), ('William', 'F')]","[('Marcelo Grohe', 'G'), ('Saud Abdulhamid', 'D'), ('Abdulmohsen Fallatah', 'D'), ('Bruno Uvini', 'D'), ('Hamdan Al-Shamrani', 'D'), ('Leonardo Gil', 'M'), ('Karim El Ahmadi', 'M'), ('Abdulelah Al Malki', 'M'), ('Abdulrahman Alobud', 'F'), ('Fahad Al Muwallad', 'F'), ('Romarinho', 'F')]",26,Match Finished,6.72,6.88
202,312939,Abha,Al-Hazm,0.0,2.0,Prince Sultan bin Abdul Aziz Stadium,,2020-08-19T19:10:00+03:00,2019/2020,A. Chebbi,André Gaspar,4-2-3-1,4-2-3-1,"[('Abdelali Mhamdi', 'G'), ('Karam Barnawi', 'D'), ('Nader Abdullah Al Sharari', 'D'), ('Amine Attouchi', 'D'), ('Sari Amro', 'D'), ('Mehdi Tahrat', 'M'), ('Karim Aouadhi', 'M'), ('Ammar Al Najjar', 'M'), ('Saad Bguir', 'M'), ('Hassan Al Qaid', 'M'), ('Firas Chaouat', 'F')]","[('Malik Asselah', 'G'), ('Abdulaziz Majrashi', 'D'), ('Ahmed Al Shamrani', 'D'), ('Alemão', 'D'), ('Mojammed Naif', 'D'), ('Abdulaziz Al Nashee', 'M'), ('Muralha', 'M'), ('Karim Yoda', 'M'), ('Yousef Mohammed Omar', 'M'), ('Driss Fettouhi', 'M'), ('Carlos Strandberg', 'F')]",26,Match Finished,6.78,6.98
203,312938,Al-Raed,Al Shabab,2.0,1.0,King Abdullah bin Abdulaziz City,A. Treimanis,2020-08-19T20:55:00+03:00,2019/2020,B. Hasi,Pedro Caixinha,4-1-4-1,3-4-3,"[('A. Doukha', 'G'), ('Mohammed Al Doseri', 'D'), ('Mohammed Al Amri', 'D'), ('Abdullah Al Fahad', 'D'), ('Mohammed Al-Shoraimi', 'D'), ('A. Djoum', 'M'), ('M. Fouzair', 'M'), ('Ahmed Zain', 'M'), ('Sultan Farhan', 'M'), ('J. Daoudi', 'M'), ('M. Pérez', 'F')]","[('F. Ben Mustapha', 'G'), ('Mohammed Salem', 'D'), ('Hassan Muath Fallatah', 'M'), ('Ahmed Sharahili', 'D'), ('Abdullah Al Shamekh', 'D'), (""A. N'Diaye"", 'M'), ('D. Moreno', 'F'), ('Abdulmajeed Al Sulaiheem', 'M'), ('M. Diop', 'F'), ('Sebá', 'M'), ('C. Guanca', 'F')]",26,Match Finished,6.78,6.82
204,312934,Al-Adalah,Al Wehda Club,2.0,4.0,Prince Abdullah bin Jalawi Sports City Stadium,M. Conger,2020-08-20T18:50:00+03:00,2019/2020,G. Solinas,Essa Al Mehyani,,,"[('Ali Al Mazidi', None), ('Mortada Al Barrih', None), ('Bader Al Nakhli', None), ('Abdullah Al Yousef', None), ('S. Gentsoglou', None), ('Awadh Khrees', None), ('A. Cissé', None), ('M. Biteghé', None), ('Naif Hazazi', None), ('C. Andriamatsinoro', None), ('A. Traoré', None)]","[('Abdullah Al Jadani', None), ('Botía', None), ('Renato Chaves', None), ('Hamad Al Jayzani', None), ('Élton', None), ('Waleed Bakshween', None), ('Anselmo', None), ('Luisinho', None), ('Fawaz Al Sagourq', None), ('C. Goodwin', None), ('Y. Niakaté', None)]",26,Match Finished,,
205,312935,Al-Fayha,Dhamk,0.0,0.0,Al Majma'ah Sports City Stadium,B. Madden,2020-08-20T19:05:00+03:00,2019/2020,Jorge Simão,N. Zekri,4-2-3-1,4-2-3-1,"[('Moslem Freej', 'G'), ('Gêgê', 'D'), ('Mohammed Al Baqawi', 'D'), ('Sami Al Khaibari', 'D'), ('Hani Al Sibyani', 'D'), ('C. Villanueva', 'M'), ('Neto', 'M'), ('Abdulrahman Al Barakah', 'M'), ('S. Owusu', 'M'), ('F. Andriatsima', 'F'), ('Arsénio', 'M')]","[('M. Zeghba', 'G'), ('S. Vittor', 'D'), ('Majed Hazazi', 'D'), ('F. Chafaï', 'D'), ('Hassan Raghfawi', 'D'), ('I. Chenihi', 'M'), ('B. Saidani', 'M'), ('Mohanad Al Najai', 'M'), ('Abdullah Al-Joui', 'M'), ('Ayman Al-Hujaili', 'M'), ('E. Zelaya', 'F')]",26,Match Finished,6.84,7.04
206,312940,Al Taawon,Al-Nassr,1.0,4.0,King Abdullah bin Abdulaziz City,N. Pitana,2020-08-20T19:10:00+03:00,2019/2020,Vítor Campelos,Rui Vitória,4-2-3-1,4-2-3-1,"[('Cássio', 'G'), ('Ricardo Machado', 'D'), ('Hasan Kadesh', 'D'), ('Yaseen Barnawi', 'D'), ('Fahd Al Hamad', 'D'), ('Sandro Manoel', 'M'), ('Nildo Petrolina', 'M'), ('C. Amissi', 'M'), ('Sultan Madash', 'M'), ('Sumayhan Alnabit', 'M'), ('Héldon', 'F')]","[('B. Jones', 'G'), ('Maicon', 'D'), ('Sultan Al Ghanam', None), ('Abdulelah Al Amri', 'D'), ('Giuliano', 'M'), ('Petros', 'M'), ('Awdh Faraj', 'D'), ('Abdullah Alkhaibari', 'M'), ('N. Amrabat', 'M'), ('A. Musa', 'M'), ('A. Hamdallah', 'F')]",26,Match Finished,6.48,7.18
207,312941,Al-Ahli Jeddah,Al-Hilal Saudi FC,2.0,1.0,King Abdullah Sports City,A. Cunha,2020-08-20T20:55:00+03:00,2019/2020,V. Milojević,R. Lucescu,4-1-4-1,4-2-3-1,"[('Mohammed Al-Owais', 'G'), ('Lucas Lima', 'D'), ('Mohammed Al Fatil', 'D'), ('Mohammed Al-Khabrani', 'D'), ('Abdullah Tarmin', 'D'), ('E. Sarić', 'M'), ('Ali Hassan Al Asmari', 'M'), ('Mohammed Al Majhad', 'M'), ('Omar Al Somah', 'F'), ('Abdulfattah Asiri', 'M'), ('Abdulrahman Ghareeb', 'M')]","[('Abdullah Al Maiouf', None), ('Mohammed Jahfali', 'D'), ('Yasir Al Shahrani', 'D'), ('Jang Hyun-Soo', 'D'), ('Madallah Alolayan', 'D'), ('G. Cuéllar', 'M'), ('A. Carrillo', 'M'), ('Salem Al Dawsari', 'M'), ('Mohammed Kanoo', 'M'), ('B. Gomis', 'F'), ('S. Giovinco', 'M')]",26,Match Finished,6.79,6.74
208,313276,Al-Ettifaq,Al-Raed,4.0,0.0,Prince Saud bin Jalawi Stadium,,2020-08-24T18:45:00+03:00,2019/2020,Khaled Al Atawi,B. Hasi,4-4-2,4-4-2,"[('Mohammed Alhaeti', 'G'), ('Saleh Al Qumayzi', 'D'), ('Saeed Al Rubaie', 'D'), ('Abdullah Khateeb', 'D'), ('Souza', 'M'), ('F. Kiss', 'M'), ('Ibrahim Mahnashi', 'D'), ('Saad Alselouli', 'M'), ('S. Doukara', 'F'), ('Mohammed Al Kuwaykibi', 'M'), ('Abdullah Al Salem', None)]","[('A. Doukha', 'G'), ('Hussein Al Shuwaish', 'D'), ('Mohammed Al Amri', 'D'), ('Abdullah Al Fahad', 'D'), ('Mohammed Al-Shoraimi', 'D'), ('A. Djoum', 'M'), ('Jehad Al Hussain', 'F'), ('Ahmed Zain', 'M'), ('Sultan Farhan', 'M'), ('J. Daoudi', 'M'), ('M. Pérez', 'F')]",27,Match Finished,7.11,6.39
