,fixture_id,home_team,away_team,home_goals,away_goals,venue,referee,date,season,home_coach,away_coach,home_formation,away_formation,home_players,away_players,round,status,H_avg_ratings,A_avg_ratings
209,312947,Al Shabab,Abha,1.0,1.0,Prince Faisal bin Fahd Stadium,,2020-08-24T19:00:00+03:00,2019/2020,Pedro Caixinha,A. Chebbi,4-2-3-1,4-2-3-1,"[('Marwan Al-Haidari', 'G'), ('Mohammed Salem', 'D'), ('Hassan Muath Fallatah', 'D'), ('Abdullah Al Zoari', 'D'), (""A. N'Diaye"", 'M'), ('Abdulmalek Al Khaibri', 'D'), ('D. Moreno', 'M'), ('Abdulmajeed Al Sulaiheem', 'M'), ('Sebá', 'M'), ('C. Guanca', 'M'), ('Abdullah Alhamddan', 'F')]","[(""A. M'Hamdi"", 'G'), ('Karam Barnawi', 'D'), ('M. Tahrat', 'D'), ('A. Atouchi', 'D'), ('Ahmad Al Najai', 'M'), ('Khalid Al-Khathlan', 'D'), ('K.  Aouadhi', 'M'), ('Abdullah Al Qahtani', None), ('S. Bguir', 'M'), ('Hassan Algeed', 'M'), ('Saleh Al Abbas', 'F')]",27,Match Finished,6.8,6.84
210,312948,Al-Hazm,Al-Fateh,3.0,4.0,Al Hazem Club Stadium,,2020-08-24T19:10:00+03:00,2019/2020,André Gaspar,Y. Ferrera,4-2-3-1,4-4-2,"[('M. Asselah', 'G'), ('Abdullah Al-Shammari', 'D'), ('Ahmed Al-Shamrani', 'D'), ('K. Yoda', 'M'), ('D. Fettouhi', 'M'), ('Muralha', 'M'), ('Abdulaziz Al-Nashi', 'M'), ('Abdulaziz Majrashi', 'D'), ('Mojammed Naif', 'D'), ('C. Strandberg', 'F'), ('Y. Omar', 'M')]","[('Hbib Alwotayan', 'G'), ('M. Aguirregaray', 'M'), ('Ali Alawjami', 'D'), ('Abdullah Al Yousif', 'D'), ('Mohammed Naji', 'D'), ('Nawaf Boushal', 'D'), ('S. Bendebka', 'M'), ('M. Saadane', 'M'), ('Ali Al Hassan', 'M'), ('B. Kadrii', 'F'), ('M. te Vrede', 'F')]",27,Match Finished,6.57,6.95
211,312946,Al-Ittihad FC,Al-Fayha,4.0,1.0,King Abdullah Sports City,,2020-08-24T20:50:00+03:00,2019/2020,Fábio Carille,Jorge Simão,4-3-3,4-2-3-1,"[('Marcelo Grohe', 'G'), ('Bruno Uvini', 'D'), ('Ziyad Al Sahafi', 'D'), ('Hamdan Al Shamrani', 'D'), ('Saud Abdul Hamid', 'D'), ('K. El Ahmadi', 'M'), ('Abdulaziz Al Bishi', 'F'), ('Abdulelah Al Malki', 'M'), ('Romarinho', 'M'), ('A. Badri', 'F'), ('Fahad Al Muwallad', 'F')]","[('Moslem Freej', 'G'), ('Gêgê', 'D'), ('Mohammed Al Baqawi', 'D'), ('Sami Al Khaibari', 'D'), ('Hani Al Sibyani', 'D'), ('C. Villanueva', 'M'), ('Neto', 'M'), ('Abdulrahman Al Barakah', 'M'), ('S. Owusu', 'M'), ('F. Andriatsima', 'F'), ('Arsénio', 'M')]",27,Match Finished,7.04,6.47
212,312945,Al-Hilal Saudi FC,Al-Faisaly FC,2.0,0.0,King Saud University Stadium,,2020-08-25T19:00:00+03:00,2019/2020,R. Lucescu,Péricles Chamusca,,,"[('Abdullah Al Maiouf', None), ('Yasir Al Shahrani', None), ('Jang Hyun-Soo', None), ('Mohammed Al Burayk', None), ('Ali Albulayhi', None), ('G. Cuéllar', None), ('A. Carrillo', None), ('Salman Al Faraj', None), ('Salem Al Dawsari', None), ('B. Gomis', None), ('S. Giovinco', None)]","[('Mustafa Malayekah', None), ('Igor Rossi', None), ('Raphael Silva', None), ('Khaled Al Ghamdi', None), ('Mohammed Qassem Al Nakhli', None), ('K. Hyland', None), ('Mustafa Al Bassas', None), ('Y. El Jebli', None), ('Hussain Al Monassar', None), ('Ahmed Al-Fiqi', None), ('Guilherme', None)]",27,Match Finished,,
213,312943,Dhamk,Al-Ahli Jeddah,2.0,1.0,Prince Sultan bin Abdul Aziz Stadium,,2020-08-25T19:05:00+03:00,2019/2020,N. Zekri,V. Milojević,,,"[('M. Zeghba', None), ('S. Vittor', None), ('Majed Hazazi', None), ('F. Chafaï', None), ('Hassan Raghfawi', None), ('B. Saidani', None), ('Mohammed Harzan', None), ('Mohanad Al Najai', None), ('Abdullah Al-Joui', None), ('E. Zelaya', None), ('G. Ayadi', None)]","[('Yasser Al Mosailem', None), ('Lucas Lima', None), ('Motaz Hawsawi', None), ('Mohammed Al-Khabrani', None), ('Abdullah Tarmin', None), ('E. Sarić', None), ('Ali Hassan Al Asmari', None), ('Yousef Saad Al Harbi', None), ('Salman Al Moasher', None), ('Omar Al Somah', None), ('Abdulrahman Ghareeb', None)]",27,Match Finished,,
214,312944,Al Wehda Club,Al Taawon,2.0,1.0,King Abdul Aziz Stadium,,2020-08-25T19:20:00+03:00,2019/2020,Essa Al Mehyani,Vítor Campelos,,,"[('Abdullah Al Jadani', None), ('Botía', None), ('Renato Chaves', None), ('Hamad Al Jayzani', None), ('Waleed Bakshween', None), ('Anselmo', None), ('Luisinho', None), ('Fawaz Al Sagourq', None), ('Ali Al-Nemer', None), ('C. Goodwin', None), ('Y. Niakaté', None)]","[('Cássio', None), ('Ricardo Machado', None), ('Ibrahim Al Zubaidi', None), ('Ahmad Asiri', None), ('Hamdan Al Ruwaili', None), ('Sandro Manoel', None), ('C. Amissi', None), ('Faisal Darwish', None), ('Ryan Al Mousa', None), ('Sultan Madash', None), ('Rabeaa Sefiani', None)]",27,Match Finished,,
215,312942,Al-Nassr,Al-Adalah,6.0,1.0,King Fahd International Stadium,A. Treimanis,2020-08-25T20:50:00+03:00,2019/2020,Rui Vitória,G. Solinas,,,"[('B. Jones', None), ('Maicon', None), ('Abdulrahman Al Obaid', None), ('Abdullah Madu', None), ('Sultan Al Ghanam', None), ('Giuliano', None), ('Petros', None), ('Mukhtar Ali', None), ('N. Amrabat', None), ('A. Musa', None), ('A. Hamdallah', None)]","[('Ali Al Mazidi', None), ('Mortada Al Barrih', None), ('S. Mandaw', None), ('Khalid Al Dubaysh', None), ('S. Gentsoglou', None), ('Awadh Khrees', None), ('Ahmed Al Sultan', None), ('Nader Al Mowalad', None), ('M. Biteghé', None), ('C. Andriamatsinoro', None), ('A. Traoré', None)]",27,Match Finished,,
216,312949,Al-Adalah,Al-Raed,1.0,1.0,Prince Abdullah bin Jalawi Sports City Stadium,B. Madden,2020-08-29T18:40:00+03:00,2019/2020,G. Solinas,B. Hasi,4-2-3-1,4-2-3-1,"[('Ali Al Mazidi', 'G'), ('Mortada Al Barrih', 'D'), ('Bader Al Nakhli', 'D'), ('Abdulaziz Majrashi', 'D'), ('Abdullah Al Yousef', 'D'), ('S. Gentsoglou', 'M'), ('Ahmed Al Sultan', 'M'), ('M. Biteghé', 'M'), ('Hussain Al Issa', 'M'), ('C. Andriamatsinoro', 'F'), ('A. Traoré', 'M')]","[('A. Doukha', 'G'), ('Hussein Al Shuwaish', 'D'), ('Mohammed Al Doseri', 'D'), ('Mohammed Al Amri', 'D'), ('Abdullah Al Fahad', 'D'), ('Jehad Al Hussain', 'M'), ('M. Fouzair', 'M'), ('Rayed Al Ghamdi', 'F'), ('Ahmed Zain', 'M'), ('Sultan Farhan', 'M'), ('J. Daoudi', 'M')]",28,Match Finished,6.81,6.9
217,312952,Dhamk,Abha,2.0,2.0,Prince Sultan bin Abdulaziz Sports City Stadium,A. Cunha,2020-08-29T19:00:00+03:00,2019/2020,N. Zekri,A. Chebbi,4-2-3-1,4-4-2,"[('M. Zeghba', 'G'), ('S. Vittor', 'D'), ('Majed Hazazi', 'D'), ('F. Chafaï', 'D'), ('Hassan Raghfawi', 'D'), ('I. Chenihi', 'M'), ('B. Saidani', 'M'), ('Mohammed Harzan', 'M'), ('Mohanad Al Najai', 'M'), ('E. Zelaya', 'F'), ('G. Ayadi', 'M')]","[(""A. M'Hamdi"", 'G'), ('Karam Barnawi', 'D'), ('A. Atouchi', 'D'), ('Ahmad Al Najai', 'M'), ('Nader Abdullah Al Sharari', 'D'), ('Khalid Al-Khathlan', 'D'), ('K.  Aouadhi', 'M'), ('Abdullah Al Qahtani', None), ('S. Bguir', 'F'), ('Hassan Algeed', 'M'), ('Saleh Al Abbas', 'F')]",28,Match Finished,6.78,6.93
218,312953,Al-Nassr,Al-Fayha,2.0,1.0,King Fahd International Stadium,G. Mažeika,2020-08-29T20:40:00+03:00,2019/2020,Rui Vitória,Jorge Simão,4-2-3-1,4-2-3-1,"[('B. Jones', 'G'), ('Maicon', 'D'), ('Abdulelah Al Amri', 'D'), ('Giuliano', 'M'), ('Petros', 'M'), ('Awdh Faraj', 'D'), ('Abdullah Alkhaibari', 'M'), ('Fahad Bin Jumayah', 'D'), ('N. Amrabat', 'M'), ('A. Hamdallah', 'F'), ('Khalid Al Ghannam', 'M')]","[('Moslem Freej', 'G'), ('Nawaf Al Sabhi', 'D'), ('Mohammed Al Baqawi', 'D'), ('Sami Al Khaibari', 'D'), ('Hani Al Sibyani', 'D'), ('C. Villanueva', 'M'), ('Neto', 'M'), ('Abdulrahman Al Barakah', 'M'), ('S. Owusu', 'M'), ('F. Andriatsima', 'F'), ('Arsénio', 'M')]",28,Match Finished,6.94,6.78
219,312954,Al-Hilal Saudi FC,Al-Hazm,4.0,1.0,King Saud University Stadium,A. Treimanis,2020-08-29T20:40:00+03:00,2019/2020,R. Lucescu,André Gaspar,4-2-3-1,5-4-1,"[('Abdullah Al Maiouf', None), ('Yasir Al Shahrani', 'D'), ('Jang Hyun-Soo', 'D'), ('Mohammed Al Burayk', 'D'), ('Ali Albulayhi', 'D'), ('G. Cuéllar', 'M'), ('A. Carrillo', 'M'), ('Salman Al Faraj', 'M'), ('Salem Al Dawsari', 'M'), ('B. Gomis', 'F'), ('S. Giovinco', 'M')]","[('M. Asselah', 'G'), ('Alemão', 'D'), ('Abdullah Al-Shammari', 'D'), ('Ahmed Al-Shamrani', 'D'), ('Muralha', 'M'), ('Abdulaziz Al-Nashi', 'M'), ('Osama Al Khalaf', 'D'), ('Mojammed Naif', 'D'), ('Jonathan Cafú', 'M'), ('Mansor Hamzi', 'M'), ('Abdulrahman Al Yami', 'F')]",28,Match Finished,7.13,6.57
220,312951,Al-Fateh,Al-Ittihad FC,1.0,1.0,Prince Abdullah bin Jalawi Sports City Stadium,N. Pitana,2020-08-30T18:40:00+03:00,2019/2020,Y. Ferrera,Fábio Carille,4-4-2,4-4-1-1,"[('Hbib Alwotayan', 'G'), ('M. Aguirregaray', 'M'), ('Ali Alawjami', 'D'), ('Abdullah Al Yousif', 'D'), ('Mohammed Naji', 'D'), ('Nawaf Boushal', 'D'), ('S. Bendebka', 'M'), ('M. Saadane', 'M'), ('Ali Al Hassan', 'M'), ('B. Kadrii', 'F'), ('M. te Vrede', 'F')]","[('Marcelo Grohe', 'G'), ('Bruno Uvini', 'D'), ('Ziyad Al Sahafi', 'D'), ('Hamdan Al Shamrani', 'D'), ('Saud Abdul Hamid', 'D'), ('K. El Ahmadi', 'M'), ('Abdulaziz Al Bishi', 'M'), ('Abdulelah Al Malki', 'M'), ('Romarinho', 'F'), ('Fahad Al Muwallad', 'F'), ('Abdulrahman Al Obod', 'M')]",28,Match Finished,6.8,6.71
221,312950,Al-Faisaly FC,Al Wehda Club,2.0,1.0,Al Majma'ah Sports City Stadium,João Pedro Pinheiro,2020-08-30T18:55:00+03:00,2019/2020,Péricles Chamusca,Essa Al Mehyani,,,"[('Mustafa Malayekah', None), ('Igor Rossi', None), ('Aqeel Al Sahbi', None), ('Mohammed Qassem Al Nakhli', None), ('Abdullah Al Hazzan', None), ('Y. El Jebli', None), ('Hussain Al Monassar', None), ('Ahmed Al-Fiqi', None), ('Hussain Al Quraish', None), ('William', None), ('Guilherme', None)]","[('Abdullah Al Jadani', None), ('Botía', None), ('Renato Chaves', None), ('Hamad Al Jayzani', None), ('Anselmo', None), ('Mohammed Al Qarni', None), ('Luisinho', None), ('Fawaz Al Sagourq', None), ('Ali Al-Nemer', None), ('C. Goodwin', None), ('Y. Niakaté', None)]",28,Match Finished,,
222,312955,Al Taawon,Al-Ettifaq,0.0,1.0,King Abdullah bin Abdulaziz City,Shukri Al Hanfosh,2020-08-30T19:00:00+03:00,2019/2020,Vítor Campelos,Khaled Al Atawi,3-4-3,4-4-2,"[('Cássio', 'G'), ('Ricardo Machado', 'D'), ('Ahmad Asiri', 'D'), ('Talal Alabsi', 'D'), ('Hamdan Al Ruwaili', 'M'), ('Sandro Manoel', 'M'), ('Nildo Petrolina', 'M'), ('C. Amissi', 'F'), ('Ryan Al Mousa', 'M'), ('Abdulmajeed Al-Swat', 'F'), ('Héldon', 'F')]","[(""R. M'Bolhi"", 'G'), ('Saleh Al Qumayzi', 'D'), ('Saeed Al Rubaie', 'D'), ('Abdullah Khateeb', 'D'), ('Souza', 'M'), ('F. Kiss', 'M'), ('Ibrahim Mahnashi', 'D'), ('Saad Alselouli', 'M'), ('S. Doukara', 'F'), ('Mohammed Al Kuwaykibi', 'M'), ('Abdullah Al Salem', None)]",28,Match Finished,6.72,6.96
223,312956,Al-Ahli Jeddah,Al Shabab,1.0,1.0,King Abdullah Sports City,A. Kulbakov,2020-08-30T20:40:00+03:00,2019/2020,V. Milojević,Pedro Caixinha,4-1-4-1,5-4-1,"[('Yasser Al Mosailem', 'G'), ('Hussein Abdul Ghani', 'D'), ('Lucas Lima', 'D'), ('Motaz Hawsawi', 'D'), ('Saeed Al Mowalad', 'D'), ('E. Sarić', 'M'), ('Ali Hassan Al Asmari', 'M'), ('Mohammed Al Majhad', 'M'), ('Omar Al Somah', 'F'), ('Abdulfattah Asiri', 'M'), ('Abdulrahman Ghareeb', 'M')]","[('Marwan Al-Haidari', 'G'), ('Mohammed Salem', 'D'), ('Hassan Muath Fallatah', 'D'), ('Abdullah Al Zoari', 'D'), ('Abdullah Al Shamekh', 'D'), (""A. N'Diaye"", 'M'), ('D. Moreno', 'M'), ('Abdulmajeed Al Sulaiheem', 'M'), ('Sebá', 'D'), ('C. Guanca', 'M'), ('Abdullah Alhamddan', 'F')]",28,Match Finished,6.95,6.95
224,312957,Abha,Al-Ahli Jeddah,2.0,1.0,Prince Sultan bin Abdulaziz Sports City Stadium,Khaled Al Teris,2020-09-04T20:35:00+03:00,2019/2020,A. Chebbi,V. Milojević,,,"[(""A. M'Hamdi"", None), ('Osama Ashoor', None), ('M. Tahrat', None), ('A. Atouchi', None), ('Ahmad Al Najai', None), ('Nader Abdullah Al Sharari', None), ('Khalid Al-Khathlan', None), ('Abdullah Al Qahtani', None), ('S. Bguir', None), ('Hassan Algeed', None), ('Saleh Al Abbas', None)]","[('Yasser Al Mosailem', None), ('Lucas Lima', None), ('Motaz Hawsawi', None), ('Mohammed Al-Khabrani', None), ('Abdullah Tarmin', None), ('E. Sarić', None), ('Ali Hassan Al Asmari', None), ('Mohammed Al Majhad', None), ('Salman Al Moasher', None), ('Mazen Abu Shararah', None), ('Abdulrahman Ghareeb', None)]",29,Match Finished,,
225,312958,Al-Fayha,Al-Adalah,2.0,0.0,Al Majma'ah Sports City Stadium,M. Conger,2020-09-04T20:35:00+03:00,2019/2020,Jorge Simão,G. Solinas,,,"[('Moslem Freej', None), ('Nawaf Al Sabhi', None), ('Mohammed Al Baqawi', None), ('Sami Al Khaibari', None), ('Hani Al Sibyani', None), ('C. Villanueva', None), ('Neto', None), ('Abdulrahman Al Barakah', None), ('S. Owusu', None), ('F. Andriatsima', None), ('Arsénio', None)]","[('Ali Al Mazidi', None), ('Mortada Al Barrih', None), ('Bader Al Nakhli', None), ('Abdulaziz Majrashi', None), ('Abdullah Al Yousef', None), ('S. Gentsoglou', None), ('Ahmed Al Sultan', None), ('Hussain Al Issa', None), ('Naif Hazazi', None), ('C. Andriamatsinoro', None), ('A. Traoré', None)]",29,Match Finished,,
226,312959,Al-Ettifaq,Dhamk,0.0,2.0,Prince Mohamed bin Fahd Stadium,Majed Al Shamrani,2020-09-04T20:35:00+03:00,2019/2020,Khaled Al Atawi,N. Zekri,,,"[(""R. M'Bolhi"", None), ('Saleh Al Qumayzi', None), ('Saeed Al Rubaie', None), ('Abdullah Khateeb', None), ('Souza', None), ('Ali Abdullah Hazzazi', None), ('Ibrahim Mahnashi', None), ('Saad Alselouli', None), ('S. Doukara', None), ('Mohammed Al Kuwaykibi', None), ('Abdullah Al Salem', None)]","[('M. Zeghba', None), ('S. Vittor', None), ('Majed Hazazi', None), ('F. Chafaï', None), ('Hassan Raghfawi', None), ('B. Saidani', None), ('Mohammed Harzan', None), ('Sami Al Naji', None), ('Abdullah Al-Joui', None), ('E. Zelaya', None), ('G. Ayadi', None)]",29,Match Finished,,
227,312960,Al-Ittihad FC,Al-Nassr,1.0,1.0,King Abdullah Sports City,I. Bebek,2020-09-04T20:35:00+03:00,2019/2020,Fábio Carille,Rui Vitória,,,"[('Marcelo Grohe', None), ('Bruno Uvini', None), ('Ziyad Al Sahafi', None), ('Hamdan Al Shamrani', None), ('Saud Abdul Hamid', None), ('K. El Ahmadi', None), ('Abdulelah Al Malki', None), ('W. Bony', None), ('Romarinho', None), ('Fahad Al Muwallad', None), ('Abdulrahman Al Obod', None)]","[('B. Jones', None), ('Maicon', None), ('Abdulrahman Al Obaid', None), ('Abdullah Madu', None), ('Sultan Al Ghanam', None), ('Giuliano', None), ('Petros', None), ('Abdullah Alkhaibari', None), ('N. Amrabat', None), ('A. Musa', None), ('A. Hamdallah', None)]",29,Match Finished,,
228,312961,Al-Fateh,Al Taawon,1.0,0.0,Prince Abdullah bin Jalawi Sports City Stadium,G. Mažeika,2020-09-04T20:35:00+03:00,2019/2020,Y. Ferrera,Abdullah Assiri,,,"[('Hbib Alwotayan', None), ('M. Aguirregaray', None), ('Ali Alawjami', None), ('Nawaf Boushal', None), ('Mohammed Alfehaid', None), ('Tawfiq Buhumaid', None), ('S. Bendebka', None), ('M. Saadane', None), ('Ali Al Hassan', None), ('B. Kadrii', None), ('M. te Vrede', None)]","[('Cássio', None), ('Ricardo Machado', None), ('Ahmad Asiri', None), ('Hasan Kadesh', None), ('Talal Alabsi', None), ('Yaseen Barnawi', None), ('Sandro Manoel', None), ('Nildo Petrolina', None), ('Mohammed Abusabaan', None), ('Sultan Madash', None), ('Rabeaa Sefiani', None)]",29,Match Finished,,
229,312962,Al-Raed,Al-Faisaly FC,2.0,1.0,King Abdullah bin Abdulaziz City,A. Cunha,2020-09-04T20:35:00+03:00,2019/2020,B. Hasi,Péricles Chamusca,,,"[('A. Doukha', None), ('Hussein Al Shuwaish', None), ('Mohammed Al Doseri', None), ('Mohammed Al Amri', None), ('Abdullah Al Fahad', None), ('A. Djoum', None), ('M. Fouzair', None), ('Rayed Al Ghamdi', None), ('Ahmed Zain', None), ('Sultan Farhan', None), ('J. Daoudi', None)]","[('Ahmed Al Kassar', None), ('Igor Rossi', None), ('Raphael Silva', None), ('Khaled Al Ghamdi', None), ('Mohammed Qassem Al Nakhli', None), ('K. Hyland', None), ('Y. El Jebli', None), ('Hussain Al Monassar', None), ('Ahmed Al-Fiqi', None), ('William', None), ('Guilherme', None)]",29,Match Finished,,
230,312963,Al Wehda Club,Al-Hilal Saudi FC,1.0,3.0,King Abdulaziz Sports City Stadium,Vitor Ferreira,2020-09-04T20:35:00+03:00,2019/2020,Essa Al Mehyani,R. Lucescu,,,"[('Abdullah Al Jadani', None), ('Botía', None), ('Renato Chaves', None), ('Hamad Al Jayzani', None), ('Waleed Bakshween', None), ('Anselmo', None), ('Mohammed Al Qarni', None), ('Luisinho', None), ('Fawaz Al Sagourq', None), ('C. Goodwin', None), ('Y. Niakaté', None)]","[('Mohammed Al Waked', None), ('Mohammed Jahfali', None), ('Yasir Al Shahrani', None), ('Abdullah Al Hafith', None), ('Madallah Alolayan', None), ('G. Cuéllar', None), ('A. Carrillo', None), ('Salman Al Faraj', None), ('Salem Al Dawsari', None), ('Mohammed Kanoo', None), ('B. Gomis', None)]",29,Match Finished,,
231,312964,Al Shabab,Al-Hazm,1.0,0.0,Al-Shabab Club Stadium,João Pedro Pinheiro,2020-09-04T20:35:00+03:00,2019/2020,Pedro Caixinha,André Gaspar,,,"[('Marwan Al-Haidari', None), ('Mohammed Salem', None), ('Hassan Muath Fallatah', None), ('Abdullah Al Zoari', None), ('Ahmed Sharahili', None), ('Abdullah Al Shamekh', None), (""A. N'Diaye"", None), ('D. Moreno', None), ('Abdulmajeed Al Sulaiheem', None), ('C. Guanca', None), ('Abdullah Alhamddan', None)]","[('Dawood Al Saeed', None), ('Naif Al-Mousa', None), ('Alemão', None), ('Ahmed Al-Shamrani', None), ('D. Fettouhi', None), ('Muralha', None), ('Abdulaziz Al-Nashi', None), ('Osama Al Khalaf', None), ('Jonathan Cafú', None), ('Mansor Hamzi', None), ('Abdulrahman Al Yami', None)]",29,Match Finished,,
232,312965,Al-Adalah,Al-Ittihad FC,0.0,2.0,Prince Abdullah bin Jalawi Sports City Stadium,,2020-09-09T20:35:00+03:00,2019/2020,N. Beyaoui,Fábio Carille,4-2-3-1,4-4-1-1,"[('Mohammed Al-Moqahwi', 'G'), ('Abdulaziz Majrashi', 'D'), ('Bader Al-Nakhli', 'D'), ('Ass Mandaw Sy', 'D'), ('Abdullah Al-Yousef', 'D'), ('Ahmad Al-Sultan', 'M'), ('Savvas Gentsoglou', 'M'), ('Hussain Ahmed Al Issa', 'M'), ('Carolus Andria', 'M'), ('Medwin Biteghe', 'M'), ('Adama Traore', 'F')]","[('Marcelo Grohe', 'G'), ('Saud Abdulhamid', 'D'), ('Ziyad Al-Sahafi', 'D'), ('Bruno Uvini', 'D'), ('Hamdan Al-Shamrani', 'D'), ('Abdulaziz Al-Bishi', 'M'), ('Leonardo Gil', 'M'), ('Abdulelah Al Malki', 'M'), ('Fahad Al Muwallad', 'M'), ('Romarinho', 'F'), ('Wilfried Bony', 'F')]",30,Match Finished,6.56,7.11
233,312966,Dhamk,Al-Fateh,4.0,3.0,Prince Sultan bin Abdulaziz Sports City Stadium,,2020-09-09T20:35:00+03:00,2019/2020,N. Zekri,Y. Ferrera,4-2-3-1,4-4-2,"[('Moustapha Zeghba', 'G'), ('Majed Hazazi', 'D'), ('Farouk Chafaï', 'D'), ('Sergio Vittor', 'D'), ('Imran Ilyas', 'D'), ('Sami Al-Najei', 'M'), ('Ghazi Ayadi', 'M'), ('Ibrahim Chenihi', 'M'), ('Bilel Saidani', 'M'), ('Mohammed Harzan Mohsen', 'M'), ('Emilio Zelaya', 'F')]","[('Habib Al-Wutaian', 'G'), ('Nawaf Boushal', 'D'), ('Mohammed Naji', 'D'), ('Marwane Saadane', 'D'), ('Abdullah Al Yousif', 'D'), ('Ali Al-Zaqan', 'M'), ('Mohammed Al-Fuhaid', 'M'), ('Majed Omar Kanabah', 'M'), ('Mohammed Al Saeed', 'M'), ('Mitchell Te Vrede', 'F'), ('Bashkim Kadrii', 'F')]",30,Match Finished,6.55,6.47
234,312967,Al-Hazm,Al Wehda Club,0.0,2.0,Ar-Rass Stadium,,2020-09-09T20:35:00+03:00,2019/2020,André Gaspar,Essa Al Mehyani,,,"[('M. Asselah', None), ('Alemão', None), ('Sultan Faqihi', None), ('Ahmed Al-Shamrani', None), ('Saif Hussain', None), ('D. Fettouhi', None), ('Muralha', None), ('Abdulaziz Majrashi', None), ('Jonathan Cafú', None), ('C. Strandberg', None), ('Mansor Hamzi', None)]","[('Abdullah Al Jadani', None), ('Botía', None), ('Renato Chaves', None), ('Hamad Al Jayzani', None), ('Élton', None), ('Waleed Bakshween', None), ('Anselmo', None), ('Luisinho', None), ('Fawaz Al Sagourq', None), ('C. Goodwin', None), ('Y. Niakaté', None)]",30,Match Finished,,
235,312968,Al-Faisaly FC,Abha,2.0,1.0,Al Majma'ah Sports City Stadium,,2020-09-09T20:35:00+03:00,2019/2020,Péricles Chamusca,A. Chebbi,4-2-3-1,4-2-3-1,"[('Mustafa Malaika', 'G'), ('Khaled Al-Ghamdi', 'D'), ('Raphael Silva', 'D'), ('Igor Rossi', 'D'), ('Mohammed Qassem', 'D'), ('Husain Al-Monassar', 'M'), ('Khaleem Hyland', 'M'), ('Ahmed Ashraf', 'M'), ('Youssef El Jebli', 'M'), ('Guilherme Augusto', 'M'), ('William', 'F')]","[('Abdelali Mhamdi', 'G'), ('Osama Ashoor', 'D'), ('Mehdi Tahrat', 'D'), ('Amine Attouchi', 'D'), ('Sari Amro', 'D'), ('Karim Aouadhi', 'M'), ('Ahmad Al-Najei', 'M'), ('Ammar Al Najjar', 'M'), ('Jehad Al-Zouied', 'M'), ('Abdulaziz Aljamman', 'M'), ('Saleh Al Abbas', 'F')]",30,Match Finished,6.68,6.49
236,312969,Al-Ahli Jeddah,Al-Raed,2.0,0.0,King Abdullah Sports City,,2020-09-09T20:35:00+03:00,2019/2020,V. Milojević,B. Hasi,4-1-4-1,4-2-3-1,"[('Mohammed Al-Owais', 'G'), ('Hassoun', 'D'), ('Motaz Hawsawi', 'D'), ('Abdulbaset Al-Hindi', 'D'), ('Hussein Al Sulaimani', 'D'), ('Elvis Sarić', 'M'), ('Abdulrahman Ghareeb', 'M'), ('Mohammed Al-Majhad', 'M'), ('Ali Al-Asmari', 'M'), ('Salman Al-Muwashar', 'M'), ('Omar Al-Soma', 'F')]","[('Azzedine Doukha', 'G'), ('Mohammed Al-Dosari', 'D'), ('Abdullah Al-Fahad', 'D'), ('Hussain Al-Showaish', 'D'), ('Mohammed Al Alamri', 'D'), ('Arnaud Djoum', 'M'), ('Sultan Farhan', 'M'), ('Mohammed Fouzair', 'M'), ('Jehad Al-Hussien', 'M'), ('Ahmad Zain', 'M'), ('Raed Al-Ghamdi', 'F')]",30,Match Finished,7.1,6.51
237,312970,Al Taawon,Al-Fayha,1.0,0.0,King Abdullah Sport City Stadium,,2020-09-09T20:35:00+03:00,2019/2020,Vítor Campelos,Jorge Simão,4-2-3-1,4-4-2,"[('Cássio', 'G'), ('Yaseen Barnawi', 'D'), ('Ricardo Machado', 'D'), ('Talal Al-Absi', 'D'), ('Hassan Kadesh', 'D'), ('Ryan Al-Mousa', 'M'), ('Cedric Amissi', 'M'), ('Sultan Mandash', 'M'), ('Abdulmajid Al-Sawat', 'M'), ('Nildo Petrolina', 'M'), ('Heldon', 'F')]","[('Moslem Al-Freej', 'G'), ('Mokher Al-Rashidi', 'D'), ('Sami Al-Khaibary', 'D'), ('Nawaf Al-Sabhi', 'D'), ('Hani Al-Subayani', 'D'), ('Samuel Owusu', 'M'), ('Abdulrahman Al-Barakah', 'M'), ('Neto', 'M'), ('Arsénio Nunes', 'M'), ('Faneva Imà Andriatsima', 'F'), ('Carlos Villanueva', 'F')]",30,Match Finished,6.96,6.56
